id,label,left_text,right_text
91,0,"5 Star Amber Ale by The Civil Life Brewing Company. Style: Red Ale, Amber. ABV: 5.0%. Type: ale, amber. Ingredients: none.","Blue Star Apache Amber Ale by Blue Star Brewing Co. Style: Amber Ale. ABV: %. Type: ale, amber. Ingredients: none."
92,0,"Lavery Imperial Red Ale by Lavery Brewing Company. Style: Red Ale, Imperial Amber. ABV: 8.2%. Type: ale, amber, imperial. Ingredients: none.","ShuBrew Heart and Sole Imperial Red Ale by ShuBrew. Style: Red Ale, Imperial. ABV: 6.8%. Type: ale, imperial. Ingredients: none."
93,0,"Barrel Aged Imperial Red by Hale's Ales Brewery & Pub. Style: Red Ale, Imperial Barrel-Aged. ABV: 9.0%. Type: ale, amber, imperial. Ingredients: none.","Imperial Oak Barrel Aged Odin's Beard by Imperial Oak Brewing. Style: Strong Ale, American Barrel-Aged. ABV: 9.0%. Type: ale, imperial. Ingredients: barrel-aged."
94,0,"3 Sisters American Red Ale by Wild Ride Brewing Co. Style: Red Ale, Amber. ABV: 6.0%. Type: ale, amber. Ingredients: none.","Black Shirt American India Red Ale by Black Shirt Brewing Company. Style: American India Pale Ale, Red Ale. ABV: 7.09%. Type: ale. Ingredients: none."
95,0,"Red Dragon Smoked Amber Ale by Hoppy Brewing Co. Style: Amber Ale, Smoked. ABV: 5.5%. Type: ale, amber. Ingredients: smoked.","Kilted Dragon Bonnie Heather Amber Ale by Kilted Dragon Brewing Company. Style: Amber Ale. ABV: 5.0%. Type: ale, amber. Ingredients: none."
96,0,"Mountain Goat Rare Breed India Red Ale by Mountain Goat Beer Pty Ltd. Style: Red Ale, Amber, India Pale Ale. ABV: 6.6%. Type: ale, amber. Ingredients: none.","Hammond River Red Coat India Red Ale by Hammond River Brewing. Style: Red Ale, India Amber. ABV: 6.5%. Type: ale, amber. Ingredients: none."
97,0,"Lavery Imperial Red Ale by Lavery Brewing Company. Style: Red Ale, Imperial. ABV: 8.2%. Type: ale, amber, imperial. Ingredients: none.","Two Brothers Revelry Imperial Red Ale by Two Brothers Brewing Company. Style: Red Ale, Imperial. ABV: 9.5%. Type: ale, imperial. Ingredients: none."
98,0,"Three Beavers Imperial Red Ale by Howe Sound Inn & Brewing Company. Style: Red Ale, Imperial. ABV: 7.5%. Type: ale, amber, imperial. Ingredients: none.","Renegade Scarlett Letter Imperial Red Ale by Renegade Brewing Company. Style: Ale, Imperial. ABV: 8.5%. Type: ale, imperial. Ingredients: none."
99,0,"Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ) by Sierra Nevada Brewing Co.. Style: Red Ale, Amber Imperial. ABV: 8.0%. Type: ale, amber, imperial. Ingredients: none.","Peter B's Sum of Hours Imperial Red Ale by Peter B's Brewpub. Style: Red Ale, Imperial. ABV: 9.5%. Type: ale, imperial. Ingredients: none."
100,1,"Belle Gueule Rousse by Brasseurs R.J.. Style: Red Ale, Amber. ABV: 5.2%. Type: ale, amber. Ingredients: none.","Belle Gueule Rousse by Brasseurs RJ. Style: Lager, Vienna Amber. ABV: 5.2%. Type: amber, lager. Ingredients: none."
101,0,"Red Rock Amber Ale by OPA-OPA Steakhouse & Brewery. Style: Red Ale, Amber. ABV: 6.0%. Type: ale, amber. Ingredients: none.","Slanted Rock Iron Butt Red Ale by Slanted Rock Brewing Company. Style: Amber, Red Ale. ABV: 5.8%. Type: ale, amber. Ingredients: none."
102,1,"Ise Kadoya Amber Ale by Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery. Style: Red Ale, Amber. ABV: 4.5%. Type: ale, amber. Ingredients: none.","Ise Kadoya Amarillo Amber Ale by Ise Kadoya. Style: Amber Ale, Amarillo. ABV: %. Type: ale, amber. Ingredients: amarillo."
103,0,"Hop Around Imperial Red Ale by Big Bay Brewing Co. Style: Red Ale, Imperial Amber. ABV: 9.0%. Type: ale, amber, imperial. Ingredients: none.","Speakeasy Wet Hop Prohibition Red Ale by Speakeasy Ales and Lagers. Style: Amber, Red. ABV: 6.1%. Type: ale. Ingredients: wet hops."
104,0,"Deranger Imperial Red Ale by Laurelwood Public House & Brewery. Style: Red Ale, Imperial. ABV: 8.6%. Type: ale, amber, imperial. Ingredients: none.","406 Imperial Red Ale by 406 Brewing Company. Style: Red Ale, Imperial Strong. ABV: 9.2%. Type: ale, imperial. Ingredients: none."
105,0,"C N Red Imperial Red Ale by Redwood Lodge. Style: Red Ale, Imperial Amber. ABV: 8.1%. Type: ale, amber, imperial. Ingredients: none.","Tumbledown Imp Imperial Red Ale by Tumbledown Brewing LLC. Style: Ale, Red Imperial. ABV: 7.8%. Type: ale, imperial. Ingredients: none."
106,0,"All American Red Ale by Centennial Beer Co. Style: Red Ale, Amber. ABV: 5.0%. Type: ale, amber. Ingredients: none.","Saimaan Brewer's Special American Red Ale by Saimaan Juomatehdas. Style: Red Ale, Amber. ABV: 4.7%. Type: ale, amber. Ingredients: none."
107,0,"Molly American Red Ale by New Helvetia Brewing Company. Style: Red Ale, American. ABV: 5.0%. Type: ale, amber. Ingredients: none.","Big Time Lift Ticket American Red Ale by Big Time Brewery. Style: Red Ale, American. ABV: 7.0%. Type: ale. Ingredients: none."
108,1,"Barbarian Red Ale by Cerveceria Barbarian. Style: Red Ale, Amber. ABV: 6.5%. Type: ale, amber. Ingredients: none.","Barbarian Red Ale by Cervecería Barbarian. Style: Red Ale, Amber. ABV: 6.5%. Type: ale, amber. Ingredients: none."
109,0,"Hop Around Imperial Red Ale by Big Bay Brewing Co. Style: Red Ale, Imperial Amber. ABV: 9.0%. Type: ale, amber, imperial. Ingredients: none.","Ale Mania Imperial Red Ale by Ale Mania (Fritz Ale). Style: Red Ale, Imperial. ABV: 9.5%. Type: ale, imperial. Ingredients: none."
110,0,"Barrel Aged Series : Barley Wine by Parallel 49 Brewing Company. Style: Barleywine, Barrel-Aged. ABV: 11.8%. Type: ale. Ingredients: barley wine, barrel-aged.","Elevator Barrel Aged Barley Wine by Elevator Brewing Company. Style: Barley Wine, Barrel-Aged. ABV: N/A%. Type: ale. Ingredients: barley."
111,0,"West Sixth Country Western Imperial Red Ale by West Sixth Brewing Company. Style: Red Ale, American. ABV: 13.0%. Type: ale, imperial. Ingredients: none.","Figueroa Mountain / Pizza Port Shark Lips Imperial Red Ale by Figueroa Mountain Brewing. Style: Red Ale, Imperial. ABV: 8.0%. Type: ale, imperial. Ingredients: none."
112,0,"Roundabout Imperial Red Ale by Bonfire Brewing Co.. Style: Red Ale, Imperial Amber. ABV: 8.8%. Type: ale, amber, imperial. Ingredients: none.","Marble Imperial Red Ale by Marble Brewery. Style: Red Ale, Imperial. ABV: 9.0%. Type: ale, imperial. Ingredients: none."
113,0,"Shark Attack Double Red Ale by Port Brewing. Style: Red Ale, Double Amber. ABV: 9.0%. Type: ale, amber. Ingredients: none.","Midnight Sun Unite Double Red Hot Ale (2015) by Midnight Sun Brewing Company. Style: Red Ale, Double Amber, Hot. ABV: 7.5%. Type: ale, amber. Ingredients: none."
114,0,"Barrel Aged Riverside Red by Intuition Ale Works. Style: Red Ale, Amber Barrel-Aged. ABV: 7.8%. Type: ale, amber. Ingredients: barrel-aged.","Blue Pants Big & Tall # 2 : Barrel Aged Belgian Red by Blue Pants Brewery. Style: Red Ale, Amber, Belgian, Barrel-Aged. ABV: 9.0%. Type: ale, amber. Ingredients: none."
115,1,"Oatmeal Amber Ale by Ornery Beer Company Public House. Style: Amber Ale, American. ABV: 5.7%. Type: ale, amber. Ingredients: oatmeal.","John Harvards Oatmeal Amber Ale by John Harvard_s Brewhouse ( Corporate Office ). Style: Amber Ale. ABV: 6.5%. Type: ale, amber. Ingredients: oatmeal."
116,0,"Buffalo Trace Bourbon Barrel Aged Amber Ale by Wolf Hills Brewing Company. Style: Amber Ale, Barrel-Aged. ABV: nan%. Type: ale, amber. Ingredients: bourbon.","Barley_s Barrel Aged Ulysses Imperial Red Ale by Barley_s. Style: Red Ale, Imperial Barrel-Aged. ABV: 8.6%. Type: ale, imperial. Ingredients: barrel-aged."
117,0,"Merry Prankster Imperial Red Ale by Rock Bottom Restaurant & Brewery. Style: Red Ale, Imperial. ABV: 4.56%. Type: ale, amber, imperial. Ingredients: none.","Marble Imperial Red Ale by Marble Brewery. Style: Red Ale, Imperial. ABV: 9.0%. Type: ale, imperial. Ingredients: none."
118,0,"Mountain Series : Love Rhino by Breckenridge Brewery. Style: Red Ale, Imperial. ABV: 8.9%. Type: ale, imperial. Ingredients: none.","Two Brothers Revelry Imperial Red Ale by Two Brothers Brewing Company. Style: Red Ale, Imperial Strong. ABV: 9.5%. Type: ale, imperial. Ingredients: none."
119,0,"Lagunitas Imperial Red Ale by Lagunitas Brewing Company. Style: Red Ale, Imperial. ABV: 7.8%. Type: ale, imperial. Ingredients: none.","Sick N Twisted Naughty Redhead Imperial Red Ale by Sick N Twisted Brewing Company. Style: Red Ale, Imperial Amber. ABV: 8.0%. Type: ale, amber, imperial. Ingredients: none."
120,0,"Imperial Moustache Red Ale by Salty Nut Brewery. Style: Amber, Red Ale. ABV: 6.0%. Type: ale, amber, imperial. Ingredients: none.","Three Heads Buffalo Soul Jah Imperial Red Ale by Custom Brewcrafters. Style: Red Ale, American Strong Ale. ABV: 9.2%. Type: ale, imperial. Ingredients: none."
121,0,"Single Hop # 3 Amber Ale W / Citra by Three Palms. Style: Amber Ale, American. ABV: 6.8%. Type: ale, amber. Ingredients: citra.","Hill Farmstead Amarillo Single Hop Pale Ale by Hill Farmstead Brewery. Style: Pale Ale, Single Hop Amarillo. ABV: 5.2%. Type: ale. Ingredients: amarillo."
122,1,"Vital Infrared Imperial Red by Vital Brewing. Style: Red Ale, Imperial Amber. ABV: 9.4%. Type: ale, amber, imperial. Ingredients: none.","Vital Infrared Imperial Red by Vital Brewing. Style: Red Ale, Imperial Strong. ABV: 9.4%. Type: ale, imperial. Ingredients: none."
123,1,"Rip Saw Red by Pints Brewing Co.. Style: Red Ale, Amber. ABV: 6.5%. Type: ale, amber. Ingredients: none.","Pints Rip Saw Red by Pints Brewing Company. Style: Amber Ale. ABV: 5.9%. Type: ale, amber. Ingredients: none."
124,0,"Bourbon Barrel Ro Shampo Imperial Red Ale by Figure 8 Brewing. Style: Red Ale, Amber, Barrel-Aged Imperial. ABV: N/A%. Type: ale, amber, imperial. Ingredients: bourbon.","Cape Cod Bourbon Barrel Red by Cape Cod Beer. Style: Red Ale, Amber Barrel-Aged. ABV: 5.5%. Type: ale, amber. Ingredients: bourbon."
125,0,"Panama Limited Red Ale by Flossmoor Station Restaurant & Brewery. Style: Red Ale, Amber. ABV: nan%. Type: ale, amber. Ingredients: none.","nan by nan. Style: nan, nan. ABV: nan%. Type: ale, amber, imperial, lager. Ingredients: nan."
126,0,"Tst Brw 01 - Imperial Red Ale by Brouwerij De Koninck NV. Style: Red Ale, American. ABV: 7.8%. Type: ale, amber, imperial. Ingredients: none.","Kern River Dirty Hippie Imperial Red Ale by Kern River Brewing. Style: Red Ale, Imperial Strong. ABV: 8.0%. Type: ale, imperial. Ingredients: none."
127,0,"Buffalo Soul Jah Imperial Red Ale by Three Heads Brewing. Style: Red Ale, Imperial Amber. ABV: 9.2%. Type: ale, amber, imperial. Ingredients: none.","Iron Horse Fresh Hop Imperial Red Ale by Iron Horse Brewery. Style: Red Ale, Imperial. ABV: nan%. Type: ale, imperial. Ingredients: fresh hop."
128,0,"Roundabout Imperial Red Ale by Bonfire Brewing Co.. Style: Red Ale, Imperial Amber. ABV: 8.8%. Type: ale, amber, imperial. Ingredients: none.","Peter Bs Sum Of Hours Imperial Red Ale by Peter Bs Brewpub. Style: Red Ale, Imperial Strong. ABV: 9.5%. Type: ale, imperial. Ingredients: none."
129,0,"Deputation Imperial Red Ale by Brannon's Pub and Brewery. Style: Red Ale, Imperial. ABV: 8.0%. Type: ale, amber, imperial. Ingredients: none.","Spring House Atomic Raygun Imperial Red Ale by Spring House Brewing Company. Style: Red Ale, Imperial. ABV: 8.3%. Type: ale, imperial. Ingredients: none."
130,1,"American Red Ale by Rock Art Brewery. Style: Red Ale, Amber. ABV: 4.8%. Type: ale, amber. Ingredients: none.","Americas American Red Ale by Americas Brewpub. Style: Red Ale, Amber. ABV: nan%. Type: ale, amber. Ingredients: none."
131,0,"Roundabout Imperial Red Ale by Bonfire Brewing Co. Style: Red Ale, Imperial. ABV: 8.8%. Type: ale, amber, imperial. Ingredients: none.","Tumbledown Imp Imperial Red Ale by Tumbledown Brewing LLC. Style: Red Ale, Imperial Strong. ABV: 7.8%. Type: ale, imperial. Ingredients: none."
132,0,"Double Red Ale by The Seven Barrel Brewery. Style: Amber, Red Ale. ABV: 8.2%. Type: ale, amber. Ingredients: none.","Midnight Sun Unite Double Red Hot Ale (2015) by Midnight Sun Brewing Company. Style: Red Ale, Amber. ABV: 7.5%. Type: ale, amber. Ingredients: none."
133,0,"Molly American Red Ale by New Helvetia Brewing Company. Style: Red Ale, Amber. ABV: 5.0%. Type: ale, amber. Ingredients: none.","Genesee Brew House American Red Ale by Genesee Brewing Company (North American Breweries). Style: Amber, Ale. ABV: 5.0%. Type: ale, amber. Ingredients: none."
134,0,"Big Bully Amber Ale by Edge Brewing. Style: Red Ale, Amber. ABV: 5.0%. Type: ale, amber. Ingredients: none.","Big Time Atlas Amber Ale by Big Time Brewery. Style: Amber Ale. ABV: 5.4%. Type: ale, amber. Ingredients: none."
135,0,"Tongue Buckler - Imperial Red Ale by Ballast Point Brewing Company. Style: Red Ale, Imperial. ABV: 10.0%. Type: ale, amber, imperial. Ingredients: none.","ShuBrew Heart and Sole Imperial Red Ale by ShuBrew. Style: Red Ale, Imperial. ABV: 6.8%. Type: ale, imperial. Ingredients: none."
136,0,"Bourbon Barrel Ro Shampo Imperial Red Ale by Figure 8 Brewing. Style: Red Ale, Imperial Barrel-Aged. ABV: nan%. Type: ale, amber, imperial. Ingredients: bourbon.","Lavery Imperial Red Ale (IRA) by Lavery Brewing Company. Style: Red Ale, Imperial. ABV: 8.2%. Type: ale, imperial. Ingredients: none."
137,0,"Sequoia American Amber Ale by Wig And Pen. Style: Red Ale, Amber. ABV: 5.9%. Type: ale, amber. Ingredients: none.","Aarhus Cains Triple A American Amber Ale by Aarhus Bryghus. Style: Amber Ale, American Triple-Aged. ABV: 5.5%. Type: ale, amber. Ingredients: none."
138,0,"Broadhead Bourbon Barrel Aged Red by Bainbridge Island Brewing Company. Style: Red Ale, Amber. ABV: 8.5%. Type: ale, amber. Ingredients: bourbon.","MadTree Bourbon Barrel Aged Happy Amber by MadTree Brewing Company. Style: Amber Ale, Barrel-Aged. ABV: 6.0%. Type: ale, amber. Ingredients: bourbon."
139,0,"Sledgehammer Imperial Red Ale by Cambridge Brewing Company. Style: Red Ale, Imperial. ABV: 7.75%. Type: ale, imperial. Ingredients: none.","Anacapa Riptide Imperial Red Ale by Anacapa Brewing Company. Style: Red Ale, Imperial. ABV: 8.0%. Type: ale, imperial. Ingredients: none."
140,0,"Old Guardian Barley Wine Style Ale - Red Wine Barrel Aged by Stone Brewing Co. Style: American, Barleywine. ABV: 11.2%. Type: ale. Ingredients: red wine.","Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged by Fulton Beer Company. Style: Strong Ale, Red Ale. ABV: 8.5%. Type: ale, imperial. Ingredients: rye whiskey."
141,0,"Mountain Series : Love Rhino by Breckenridge Brewery. Style: Red Ale, Imperial. ABV: 8.9%. Type: ale, imperial. Ingredients: none.","Tumbledown Imp Imperial Red Ale by Tumbledown Brewing LLC. Style: Red Ale, Imperial. ABV: 7.8%. Type: ale, imperial. Ingredients: none."
142,0,"Mad Anthony Muddy River Amber Ale by Mad Anthony Brewing Company. Style: Red Ale, Amber. ABV: 0%. Type: ale, amber. Ingredients: none.","Mad River Jamaica Red Ale by Mad River Brewery. Style: Amber Ale, Red. ABV: 6.5%. Type: ale, amber. Ingredients: none."
143,0,"Simeon Jones River Valley Amber Ale by Picaroons Brewing Co. Style: Red Ale, Amber. ABV: 4.5%. Type: ale, amber. Ingredients: none.","Piney River McKinney Eddy Amber Ale by Piney River Brewing Company. Style: Amber Ale. ABV: nan%. Type: ale, amber. Ingredients: none."
144,0,"Deranger Imperial Red Ale by Laurelwood Public House & Brewery. Style: Red Ale, Imperial. ABV: 8.6%. Type: ale, amber, imperial. Ingredients: none.","Kinetic Infrared Imperial Red Ale by Kinetic Brewing Company. Style: Red Ale, Imperial. ABV: 9.3%. Type: ale, imperial. Ingredients: none."
145,0,"Red Rocket Amber Ale by Third Base Sports Bar & Brewery. Style: Red Ale, Amber. ABV: 6.4%. Type: ale, amber. Ingredients: none.","Red Duck Amber Ale by Purrumbete Brewing. Style: Amber Ale. ABV: 4.8%. Type: ale, amber. Ingredients: none."
146,0,"Double Red Hot Ale by Midnight Sun Brewing Co. Style: Red Ale, Amber. ABV: 7.57%. Type: ale, amber. Ingredients: none.","Destihl Barrel Aged Deadhead Double Red Ale by Destihl Brewery. Style: Ale, Strong Double Barrel-Aged. ABV: unknown%. Type: ale, barrel-aged. Ingredients: bourbon."
147,0,"Wasatch 50th Park City Golden Anniversary Ale by Utah Brewers Cooperative. Style: Red Ale, Amber. ABV: 4.0%. Type: ale, amber. Ingredients: none.",Golden City Centurion Barleywine Ale by Golden City Brewery. Style: Barley Wine. ABV: 11.2%. Type: ale. Ingredients: none.
148,1,"Regimental 80 Scottish Ale by Crooked Eye Brewery. Style: Red Ale, Amber. ABV: 4.7%. Type: ale, amber. Ingredients: none.",Crooked Eye Regimental 80 Scottish Ale by Crooked Eye Brewery. Style: Scottish Ale. ABV: 4.7%. Type: ale. Ingredients: none.
149,1,"Dream Of The 90 's by Prohibition Pig. Style: Red Ale, Amber. ABV: 6.1%. Type: ale, amber. Ingredients: none.","Prohibition Pig Dream of the 90s by Prohibition Pig. Style: Amber Ale. ABV: . Type: ale, amber. Ingredients: none."
150,1,"Fullers Traitors ' Gate by Fuller Smith & Turner PLC. Style: Red Ale, American Amber. ABV: 4.5%. Type: ale, amber. Ingredients: none.",Fuller's Traitor's Gate by Fuller's. Style: Bitter. ABV: 4.5%. Type: ale. Ingredients: none.
151,0,"Sledgehammer Imperial Red Ale by Cambridge Brewing Company. Style: Red Ale, Imperial. ABV: 7.75%. Type: ale, imperial. Ingredients: none.","Edge Imperial Red Ale (Spring Seasonal) by Edge Brewing Company. Style: Red Ale, Imperial. ABV: 8.5%. Type: ale, imperial. Ingredients: none."
152,0,"Weekender American Amber Ale by Stilt House Brewery. Style: Red Ale, Amber. ABV: 5.2%. Type: ale, amber. Ingredients: none.","Canal Park General Sterling Price American Amber Ale - Centennial by Canal Park Brewing Company. Style: Amber Ale, American. ABV: 4.8%. Type: ale, amber. Ingredients: centennial."
153,1,"Blarney Rock Irish Ale by Rockyard Brewing. Style: Red Ale, Amber. ABV: 6.0%. Type: ale, amber. Ingredients: none.",Rockyard Blarney Rock Irish Ale by Rockyard Brewing Company. Style: Irish Ale. ABV: <unknown>. Type: ale. Ingredients: none.
154,0,"Aiken American Red Pale Ale by Aiken Brewing Company. Style: Pale Ale, Red Ale. ABV: null%. Type: ale, amber. Ingredients: none.","Blue Heron Corey's American Pale Ale (C.A.P.A.) by Blue Heron Brewpub. Style: Pale Ale, American. ABV: 6.2%. Type: ale. Ingredients: none."
155,0,"Deranger Imperial Red Ale by Laurelwood Public House & Brewery. Style: Red Ale, Imperial. ABV: 8.6%. Type: ale, amber, imperial. Ingredients: none.","Ale Mania Imperial Red Ale by Ale Mania ( Fritz Ale ). Style: Red Ale, Imperial. ABV: 9.5%. Type: ale, imperial. Ingredients: none."
156,0,"Big Bear Amber Ale by Stewart's Brewing Co. Style: Red Ale, Amber. ABV: 5.6%. Type: ale, amber. Ingredients: none.","Big Horn Buttface Amber Ale by Big Horn Brewing Company (Ram International). Style: Amber Ale. ABV: 5.8%. Type: ale, amber. Ingredients: none."
157,0,"Great Lakes Independence Ale by Great Lakes Brewing Co. Style: Red Ale, Amber. ABV: 6.0%. Type: ale, amber. Ingredients: none.","Amsterdam X Sawdust City X Great Lakes X Indie Ale Barley Wine ( Oak ) by Amsterdam Brewing Company. Style: Barley Wine, Oak-Aged. ABV: 10.0%. Type: ale. Ingredients: oak."
158,0,"Three Beavers Imperial Red Ale by Howe Sound Inn & Brewing Company. Style: Red Ale, Imperial. ABV: 7.5%. Type: ale, amber, imperial. Ingredients: none.","Scuttlebutt Mateo Loco Imperial Red Ale by Scuttlebutt Brewing Co. Style: Red Ale, Imperial. ABV: 7.1%. Type: ale, imperial. Ingredients: none."
159,0,"Hop Around Imperial Red Ale by Big Bay Brewing Co. Style: Red Ale, Imperial. ABV: 9.0%. Type: ale, amber, imperial. Ingredients: none.","Laguna Beach Grateful Red Imperial Red Ale by Laguna Beach Brewing. Style: Red Ale, Imperial American Strong. ABV: 11.0%. Type: ale, imperial. Ingredients: none."
160,0,"Ale Mania Imperial Red Ale by Ale-Mania. Style: Red Ale, Imperial. ABV: 9.5%. Type: ale, amber, imperial. Ingredients: none.","Tumbledown Imp Imperial Red Ale by Tumbledown Brewing LLC. Style: Red Ale, Imperial. ABV: 7.8%. Type: ale, imperial. Ingredients: none."
161,0,"Mountain Series : Love Rhino ( Imperial Red Ale ) by Breckenridge Brewery. Style: Red Ale, Imperial Amber. ABV: 8.9%. Type: ale, amber, imperial. Ingredients: none.","Cigar City Cold Brew Series - Red Ale by Cigar City Brewing. Style: Ale, Red. ABV: 7.2%. Type: ale. Ingredients: none."
162,1,"Shirt Tail Amber by Iron Hill Brewery & Restaurant. Style: Red Ale, Amber. ABV: 4.4%. Type: ale, amber. Ingredients: none.","Iron Hill Shirt Tail Amber by Iron Hill Maple Shade. Style: Amber Ale. ABV: 4.4%. Type: ale, amber. Ingredients: none."
163,0,"Desert Island Series : American Honey Amber Ale by Heavy Seas Beer. Style: Amber Ale, American. ABV: 4.9%. Type: ale, amber. Ingredients: honey.","Granville Island Gastown Amber Ale by Granville Island (Brewery - MolsonCoors). Style: Amber Ale. ABV: 5.5%. Type: ale, amber. Ingredients: none."
164,0,"Starlord's Mixtape / Groot Drank Imperial Red Ale by Charging Hippo Brewing Co. Style: Red Ale, Imperial Amber. ABV: 8.2%. Type: ale, amber, imperial. Ingredients: none.","Pizza Port Rhino Chaser Imperial Red Ale by Pizza Port ( Ocean Beach ). Style: Red Ale, Imperial. ABV: 9.5%. Type: ale, imperial. Ingredients: none."
165,0,"Barrel Aged Red Ale by BearWaters Brewing Co. Style: Red Ale, Amber Barrel-Aged. ABV: 6.7%. Type: ale, amber. Ingredients: none.","Barley_s Barrel Aged Ulysses Imperial Red Ale by Barley_s Brewing Company. Style: Red Ale, Imperial Barrel-Aged. ABV: 8.6%. Type: ale, imperial. Ingredients: none."
166,0,"Stupiphany Imperial Red Ale by Rusty Truck Brewing Company / Roadhouse 101. Style: Red Ale, Imperial. ABV: 8.0%. Type: ale, imperial. Ingredients: none.","Sick N Twisted Naughty Redhead Imperial Red Ale by Sick N Twisted Brewing Company. Style: Red Ale, Imperial Amber. ABV: 8.0%. Type: ale, amber, imperial. Ingredients: none."
167,0,"Red 88 Imperial Amber Ale by River City Brewing Co. Style: Amber Ale, Imperial. ABV: 8.0%. Type: ale, amber, imperial. Ingredients: none.","Yukon You Only Live Once Imperial Red Ale by Yukon Brewing Company. Style: Amber Ale, Imperial Red. ABV: 7.5%. Type: ale, amber, imperial. Ingredients: none."
168,0,"Hurricane Alley Amber Ale by Florida Beer Company. Style: Red Ale, Amber. ABV: N/A%. Type: ale, amber. Ingredients: none.","Charleville Tornado Alley Amber Ale by Charleville Vineyard & Microbrewery. Style: Amber Ale. ABV: nan%. Type: ale, amber. Ingredients: none."
169,0,"Mountain Series : Love Rhino ( Imperial Red Ale ) by Breckenridge Brewery. Style: Red Ale, Imperial. ABV: 8.9%. Type: ale, amber, imperial. Ingredients: none.","Kinetic Infrared Imperial Red Ale by Kinetic Brewing Company. Style: Ale, Imperial Red Ale. ABV: 9.3%. Type: ale, amber, imperial. Ingredients: none."
170,0,"Brewmaster 's Reserve Imperial Red Ale by BJ's Chicago Pizza & Brewery Inc.. Style: Red Ale, Imperial. ABV: 9.2%. Type: ale, amber, imperial. Ingredients: none.","Rock Bottom Orland Park King of Hearts Imperial Red Ale by Rock Bottom Orland Park. Style: Red Ale, Imperial. ABV: 7.6%. Type: ale, imperial. Ingredients: none."
171,0,"Red Headed Slut Amber Ale by Twisted K-8 Brewing Company. Style: Amber Ale, American Red. ABV: 6.5%. Type: ale, amber. Ingredients: none.","Baird Red Rose Amber Ale by Baird Brewing Co. Style: Amber Ale, California Common. ABV: 5.4%. Type: ale, amber. Ingredients: none."
172,0,"Bulleit Bourbon Barrel Aged G'Knight by Oskar Blues Grill & Brew. Style: Amber Ale, Barrel-Aged. ABV: 8.7%. Type: ale. Ingredients: bourbon.","MadTree Bourbon Barrel Aged Happy Amber by MadTree Brewing Company. Style: Amber Ale, Barreled. ABV: 6.0%. Type: ale, amber. Ingredients: bourbon."
173,0,"Aiken American Red Pale Ale by Aiken Brewing Company. Style: Pale Ale, Red Ale. ABV: %. Type: ale. Ingredients: none.","Wild Ride 3 Sisters American Red Ale by Wild Ride Brewing. Style: Red Ale, Amber. ABV: 6.0%. Type: ale, amber. Ingredients: none."
174,0,"Phobos Single Hop Red Ale by Ecliptic Brewing. Style: American Amber, Red Ale. ABV: 7.4%. Type: ale, amber. Ingredients: single hop.","Iron Horse Fresh Hop Imperial Red Ale by Iron Horse Brewery. Style: Red Ale, Imperial. ABV: nan%. Type: ale, imperial. Ingredients: fresh hops."
175,0,"Frost Quake Bourbon Barrel Aged Barley Wine by Wellington County Brewery. Style: Barleywine, Barrel-Aged. ABV: 9.8%. Type: ale. Ingredients: bourbon.","MadTree Bourbon Barrel Aged Happy Amber by MadTree Brewing Company. Style: Amber Ale, Barrel-Aged. ABV: 6.0%. Type: ale, amber. Ingredients: bourbon."
176,0,"Bourbon Barrel Aged Horus Imperial Red by Elevator Brewery & Draught Haus. Style: Red Ale, Imperial Barrel-Aged. ABV: 12.0%. Type: ale, imperial. Ingredients: bourbon.","Legacy Bourbon Barrel Hedonism Red by Legacy Brewing. Style: Strong Ale, American. ABV: 7.1%. Type: ale. Ingredients: bourbon."
177,0,"Rocky Mountain Red Ale by Grand Lake Brewing Company. Style: Red Ale, Amber. ABV: N/A%. Type: ale, amber. Ingredients: none.","Crazy Mountain Boohai Red Ale (Kura Koa) by Crazy Mountain Brewing Company. Style: Amber Ale, Red Ale. ABV: 6.0%. Type: ale, amber. Ingredients: none."
178,0,"Ro Shampo Imperial Red Ale by Figure 8 Brewing. Style: Red Ale, Imperial Amber. ABV: 7.5%. Type: ale, amber, imperial. Ingredients: none.","Kern River Dirty Hippie Imperial Red Ale by Kern River Brewing. Style: Red Ale, Imperial. ABV: 8.0%. Type: ale, imperial. Ingredients: none."
179,0,"Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ) by Sierra Nevada Brewing Co. Style: Red Ale, Imperial Amber. ABV: 8.0%. Type: ale, amber, imperial. Ingredients: none.","Rock Bottom Orland Park King of Hearts Imperial Red Ale by Rock Bottom Orland Park. Style: Red Ale, Imperial Strong. ABV: 7.6%. Type: ale, imperial. Ingredients: none."
180,0,"Alaskan Barley Wine (Pilot Series) by Alaskan Brewing Co. Style: American, Barleywine. ABV: 10.7%. Type: ale. Ingredients: none.",Hermit Thrush Abbey Series # 1 - Jolly Abbot Barley Wine by Hermit Thrush Brewery. Style: Barley Wine. ABV: 13.0%. Type: ale. Ingredients: none.
