id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,left_normalized_title,right_normalized_title,left_brand,right_brand,left_product_line,right_product_line,left_version,right_version,left_edition,right_edition,left_is_upgrade,right_is_upgrade,left_product_type,right_product_type,left_normalized_price,right_normalized_price,left_price_category,right_price_category,left_platform,right_platform
312,0,printmaster 17 gold by encore software,encore software,30.66,encore software 10741 the print shop 22 deluxe sb cs by the print shop,,42.97,Encore PrintMaster 17 Gold,The Print Shop Deluxe SB CS,Encore Software,,PrintMaster,The Print Shop,17,,Gold,,,False,software,software,30.66,42.97,low,low,,
313,0,adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe systems inc 29180248 adobe photoshop elements 5.0 / premiere elements 3.0,,139.51,Adobe Photoshop Elements,Adobe Photoshop Elements 5.0 / Premiere Elements 3.0,Adobe,Adobe Systems Inc,Photoshop Elements,Elements,,,4.0,,False,False,photo editing software,software,89.99,139.51,low,medium,Mac,
314,0,marine aquarium & goldfish screen saver by encore software,encore software,,marine aquarium & goldfish screen saver by encore software,,19.99,Marine Aquarium & Goldfish Screen Saver,Encore Marine Aquarium & Goldfish Screen Saver,Encore Software,Encore Software,,Marine Aquarium & Goldfish,,,,,False,False,software,software,,19.99,,low,,
315,0,jumpstart advanced 1st grade v2 .0,knowledge adventure,19.99,knowledge adventure inc. 20223 jumpstart world 1st grade mini box,,16.93,Jumpstart Advanced 1st Grade,Knowledge Adventure Jumpstart 1st Grade Mini Box,Knowledge Adventure,Knowledge Adventure Inc.,Jumpstart,Jumpstart,2.0,20223,,,False,False,educational software,educational software,19.99,16.93,low,low,,
316,0,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe photoshop elements 5.0 plus adobe premiere elements 3.0 â ?? with teacher resource center cd,,104.99,Adobe Premiere Elements,Adobe Photoshop Elements 5.0,Adobe,Adobe,Premiere Elements,"['Photoshop Elements', 'Premiere Elements']",3.0,"[None, None]",,Plus,False,False,video editing software,video and photo editing software,99.99,104.99,low,low,null,
317,0,adobe creative suite cs3 design standard upgrade,adobe,399.0,adobe creative suite 3 web standard complete package academic cd mac,,369.0,Adobe Creative Suite CS3 Design Standard,Adobe Creative Suite 3 Web Standard,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,Design Standard,,True,False,software,software,399.0,369.0,high,high,,Mac
318,0,corel wordperfect office 12 standard upgrade,corel,149.99,adobe cs3 design standard upgrade,,413.99,Corel WordPerfect Office 12 Standard,Adobe CS3 Design Standard,Corel,Adobe,WordPerfect Office,Creative Suite,12,3,Standard,,true,True,office software,software,149.99,413.99,low,high,,
319,0,mavis beacon teaches typing deluxe v17,encore software,39.99,mavis beacon teaches typing 16 deluxe,,34.9,Mavis Beacon Teaches Typing Deluxe,Mavis Beacon Teaches Typing 16 Deluxe,Encore Software,Mavis Beacon,,Typing,17,16,Deluxe,Deluxe,False,False,software,software,39.99,34.9,low,low,,
320,0,adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe cs3 design premium,,1865.99,Adobe InDesign CS3,Adobe Creative Suite 3 Design Premium,Adobe,Adobe,InDesign,Creative Suite,CS3,3,,Design Premium,True,,software,software,199.0,1865.99,low,high,Mac,
321,0,adobe premiere elements 3.0,adobe,161.73,adobe cs3 design premium,,1865.99,Adobe Premiere Elements,Adobe Creative Suite 3 Design Premium,Adobe,Adobe,Premiere Elements,Creative Suite,3.0,3,,Design Premium,,False,video editing software,software,161.73,1865.99,medium,high,,
322,0,adobe creative suite cs3 design premium upsell,adobe,1599.0,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,,20.97,Adobe Creative Suite CS3 Design Premium,Adobe Creative Suite 3 Design Standard,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,Design Premium,,false,False,software,software,1599.0,20.97,high,low,,
323,1,phase one capture one le,phase one,,phase one capture one le,,76.99,Phase One Capture One,Phase One Capture One,Phase One,Phase One,Capture One,Capture One,,,,,False,False,camera software,software,,76.99,,low,,
324,0,instant immersion german deluxe 2.0,topics entertainment,39.99,instant immersion italian 2.0,topics entertainment,20.99,Instant Immersion German Deluxe,Instant Immersion Italian 2.0,Topics Entertainment,Topics Entertainment,,,2.0,2.0,Deluxe,,False,False,language learning software,language learning software,39.99,20.99,low,low,,
325,0,adobe premiere pro cs3 upgrade,adobe,299.0,onone software qx-tools pro 7 upgrade,,69.17,Adobe Premiere Pro CS3,OnOne Software QX-Tools Pro 7,Adobe,OnOne Software,Premiere Pro,QX-Tools,CS3,7,,,true,True,video editing software,software,299.0,69.17,medium,low,,
326,0,apple final cut express hd 3.5 ( mac ),apple computer,299.0,ma265zm/a final cut express hd v. 3.5 media volume dvd mac multi-country,,12.98,Apple Final Cut Express HD,Final Cut Express HD,Apple,Apple,Final Cut Express,Final Cut,3.5,3.5,,Media Volume,False,,video editing software,video editing software,299.0,12.98,medium,low,Mac,Mac
327,0,century software tinyterm plus v. 4.0 complete product,century software,,century software tt-5 century tinyterm v. 4.2 x complete product emulation 5 user ( s ) complete product standard pc,,395.97,Century Software Tinyterm Plus,Century Software TT-5,Century Software,Century Software,Tinyterm,TinyTerm,4.0,4.2,,Complete Product Emulation 5 User,False,,software,software,,395.97,,high,,PC
328,0,vpn manager five to ten firebox,watchguard technologies inc,1995.0,vpn manager 10 fireboxes watchguard wg4010,,831.36,WatchGuard Firebox,WatchGuard VPN Manager 10,WatchGuard Technologies,WatchGuard,,VPN Manager,,10,,,False,False,security appliance,security software,1995.0,831.36,high,high,,
329,0,punch ! professional home design suite,punch ! software,69.99,punch software 25100 punch ! master landscape and home design,punch software,45.99,Punch ! Professional Home Design Suite,Punch Software 25100 Punch! Master Landscape and Home Design,Punch ! Software,Punch Software,,,,25100,,Master Landscape and Home Design,False,False,software,software,69.99,45.99,low,low,,
330,0,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,prw photo explosion deluxe v. 3.0 complete package 1 user cd win,,47.6,HP dss software v4 complete package,prw photo explosion deluxe v3 complete package,Hewlett-Packard,,dss software,photo explosion,4.0,3.0,,,False,False,software,software,630.36,47.6,high,low,,win
331,0,instant immersion spanish 2.0,topics entertainment,29.99,instant immers spanish dlux 2,,36.11,Instant Immersion Spanish,Instant Immers Spanish DLUX,Topics Entertainment,,Immersion,Immers,,,,,False,False,language learning software,language learning software,29.99,36.11,low,low,,
332,0,ae outlook 2007 win32,microsoft corp,,microsoft w87-02380 office sbe 2007 win32,,400.34,Microsoft Outlook 2007,Microsoft Office SBE 2007,Microsoft,Microsoft,Outlook,Office,2007,2007,,SBE (Standard Business Edition),False,,software,software,,400.34,,high,win32,Windows
333,0,quickverse mac bible study 2007 gold box,findex,349.95,findex.com inc quickverse mac bible study 2007 white box,,37.18,QuickVerse Mac Bible Study,QuickVerse Mac Bible Study,Findex,findex.com inc,,QuickVerse,2007,2007,Gold Box,,False,False,software,software,349.95,37.18,high,low,Mac,Mac
334,0,readiris pro 11 corporate edition,iris inc.,399.99,iris inc readiris pro 11 corporate edition,,430.58,Readiris Pro 11 Corporate Edition,iris inc Readiris Pro 11 Corporate Edition,Iris Inc.,iris inc,Readiris Pro,Readiris Pro,,11,Corporate,Corporate Edition,False,,software,software,399.99,430.58,high,high,,
335,0,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,microsoft windows xp home edition sp2 retail box,,199.99,Microsoft SQL Server Developer Edition,Microsoft Windows XP Home Edition,Microsoft,Microsoft,SQL Server,,2005,XP,Developer,Home,,False,database software,operating system,49.95,199.99,low,low,,
336,0,emc retrospect 7.5 professional for windows upgrade,dantz,,adobe after effects professional 7 software for windows effects software,,999.0,EMC Retrospect 7.5 Professional,Adobe After Effects Professional 7,Dantz,Adobe,Retrospect,After Effects,7.5,7,Professional,Professional,True,,backup software,video software,,999.0,,very high,Windows,Windows
337,0,ca internet security suite 2007 3 user,computer associates,69.95,norton internet security ( v3 .0 ) mac symantec 10069614-in,,83.43,CA Internet Security Suite 2007,Norton Internet Security,Computer Associates,Symantec,Internet Security Suite,Internet Security,2007,3.0,,,False,False,software,software,69.95,83.43,low,low,,Mac
338,0,quickbooks pro 2007 for mac ( mac ),intuit,199.95,quickbooks ( r ),,103.99,QuickBooks Pro 2007,QuickBooks,Intuit,,Pro,,2007,,,,False,False,accounting software,software,199.95,103.99,medium,low,Mac,
339,0,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),,129.99,Instant Immersion Italian Deluxe V2,Instant Immersion Italian Platinum,Topics Entertainment,instant immersion,Instant Immersion,,V2.0,,,platinum,False,False,language learning software,language learning software,29.99,129.99,low,medium,,windows
340,0,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe cs3 design premium upsell,,1639.99,Adobe Creative Suite CS3 Production Premium,Adobe Creative Suite 3 Design Premium,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,,Design Premium,True,True,software,software,799.0,1639.99,high,high,,
341,0,micromat podlock ( mac ),micromat,69.0,micromat inc. diskstudio,,43.36,Micromat PodLock,Micromat DiskStudio,Micromat,Micromat Inc.,PodLock,,,,,,False,False,hardware,software,69.0,43.36,low,low,Mac,
342,1,diskeeper 2007 professional single lic pack,diskeeper corporation,79.21,diskeeper 2007 professional,,46.95,Diskeeper Professional,Diskeeper Professional,Diskeeper Corporation,Diskeeper,Diskeeper,,2007,2007,Professional,Professional,,False,software,software,79.21,46.95,low,low,,
343,0,sony sound forge audio studio 8,sony-pictures-digital-entertainment,69.99,sony media software cinescore soundtrack creation software audio software for video,sony-pictures-digital-entertainment,179.95,Sony Sound Forge Audio Studio,Sony CineScore,Sony,Sony,Sound Forge Audio Studio,,8,,,,False,False,audio software,audio software,69.99,179.95,low,low,,
344,0,microsoft works suite 2006,microsoft,99.0,microsoft ( r ) excel 2007,,109.99,Microsoft Works Suite,Microsoft Excel 2007,Microsoft,Microsoft,,,2006,2007,,,False,False,software suite,office software,99.0,109.99,low,low,,
345,0,ubi soft star wars activity center windows ),ubi soft,29.99,the beginners bible : noah 's ark activity center : activity center,,9.95,Ubisoft Star Wars Activity Center,The Beginners Bible Noah's Ark Activity Center,Ubisoft,,Star Wars,Bible and Activity Center,,,,,False,False,software,activity_center,29.99,9.95,low,low,Windows,
346,0,microsoft outlook 2007,microsoft,109.95,designing forms with microsoft office infopath 2007,,36.39,Microsoft Outlook,Microsoft InfoPath 2007,Microsoft,Microsoft,,InfoPath,2007,2007,,,False,False,software,software,109.95,36.39,medium,low,,
347,0,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe illustrator cs3 upgrade from freehand for mac,,206.99,Adobe InDesign CS3,Adobe Illustrator CS3,Adobe,Adobe,InDesign,Illustrator,CS3,CS3,,,true,True,software,software,199.0,206.99,medium,high,,Mac
348,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,microsoft windows vista home basic upgrade ( pc ),,99.99,Microsoft Windows XP Professional,Microsoft Windows Vista Home Basic,Microsoft,Microsoft,Windows XP,Windows Vista,,,Professional,Home Basic,true,true,operating system,operating system,199.99,99.99,low,low,,PC
349,0,emedia rock guitar method,emedia,39.99,emedia music corp guitar pro v 5.1 ( hybrid ),,51.92,emedia Rock Guitar Method,emedia music corp Guitar Pro V 5.1,emedia,emedia music corp,,Guitar Pro,,5.1,,,False,False,music education software,music software,39.99,51.92,low,low,,
350,0,state standards grade 6,topics entertainment,29.95,adobe cs3 design standard upgrade,,413.99,State Standards Grade 6,Adobe CS3 Design Standard,Topics Entertainment,Adobe,State Standards,Creative Suite,,3,Grade 6,,False,True,education material,software,29.95,413.99,low,high,,
351,0,instant immersion japanese 2.0,topics entertainment,19.99,topics entertainment instant immersion italian 2.0,,17.55,Instant Immersion Japanese 2.0,Instant Immersion Italian 2.0,Topics Entertainment,,,,2.0,2.0,,,,False,language learning software,language learning software,19.99,17.55,low,low,,
352,0,superstart ! science arcade,selectsoft publishing,24.95,superstart ! fun with reading & writing !,,8.49,Science Arcade,Superstar ! Fun with Reading & Writing,Selectsoft Publishing,,,,,,,,False,False,game,educational product,24.95,8.49,low,low,,
353,0,instant immersion german audio,topics entertainment,,instant immersion japanese 2.0,,22.43,Instant Immersion German Audio,Instant Immersion Japanese,Topics Entertainment,Nan,,,,2.0,,,False,False,audio software,language learning software,,22.43,,low,,
354,0,adobe acrobat distiller svr v6-cd sun 100u 42050106 ),adobe,9104.19,adobe 42050142 acrobat distiller 6 lnx ret cd u/l lnx,,14967.47,Adobe Acrobat Distiller SVR v6,Adobe Acrobat Distiller 6,Adobe,Adobe,Acrobat,Acrobat,6,6,SVR,,,False,software,software,9104.19,14967.47,high,extremely high,,Linux
355,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,12031 novanet media/client server v. 10 license 3 additional servers linux,,484.94,Microsoft Windows Server 2003 Client,Novanet Media/Client Server,Microsoft,Novanet,Windows Server,Media/Client Server,2003,10,,,False,False,software,software,809.0,484.94,high,high,,Linux
356,0,quarkxpress 7 windows & macintosh ),quark,899.0,quark quarkxpress 7 upgrade for mac & windows,,244.99,QuarkXPress 7,Quark QuarkXPress 7,Quark,Nan,QuarkXPress,QuarkXPress,7,7,,,,true,software,software,899.0,244.99,high,medium,"['Windows', 'Macintosh']",Mac and Windows
357,0,adobe cs3 design premium macosx dvd,adobe,599.0,19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48,Adobe CS3 Design Premium,Adobe Creative Suite 3 Design Premium,Adobe,Adobe,Creative Suite,Creative Suite,3,3,Design Premium,Premium,,True,software,software,599.0,1687.48,high,high,MacOSX,
358,0,adobe creative suite cs3 production premium upsell,adobe,1199.0,adobe cs3 flash professional,,724.99,Adobe Creative Suite CS3 Production Premium,Adobe CS3 Flash Professional,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,Production Premium,,true,False,software,software,1199.0,724.99,high,high,,
359,0,family tree maker version 16 deluxe,encore,69.95,encore software 10881 family tree maker version 16 standard sb cs by family tree maker,,42.97,Family Tree Maker 16 Deluxe,Family Tree Maker Version 16 Standard,Encore,Family Tree Maker,Family Tree Maker,,16,16,Deluxe,Standard,,False,genealogy software,software,69.95,42.97,low,low,,
360,0,microsoft office & windows training,topics entertainment,29.99,microsoft academic microsoft office project 2003 standard,,69.95,Microsoft Office & Windows Training,Microsoft Office Project 2003 Standard,Topics Entertainment,Microsoft,,Office Project,,2003,,Standard,False,,training software,software,29.99,69.95,low,low,,
361,0,panda software antivirus & firewall 2008 windows,panda software,,intuit quicken home and business 2007 software for windows tax & finance software,,89.95,Panda Software Antivirus & Firewall,Quicken Home and Business,Panda Software,Intuit,,Quicken,2008,2007,Windows,Home and Business,False,,antivirus software,software,,89.95,,low,windows,Windows
362,0,lego star wars ( dvd ) ( mac ),aspyr media,29.99,xbox : lego star wars,,19.95,Lego Star Wars,Xbox Lego Star Wars,Aspyr Media,,,,,,,,False,False,game,console game,29.99,19.95,low,low,Mac,
363,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,professor teaches windows xp individual software,,19.99,Microsoft Windows XP Professional,Windows XP Individual Software,Microsoft,,Windows,Windows,,XP,Professional,Individual,True,False,operating system,software,199.99,19.99,low,low,,
364,0,instant immersion language lab deluxe edition,topics entertainment,,instant immersion translator deluxe 2.0,,22.9,Instant Immersion Language Lab Deluxe Edition,Instant Immersion Translator Deluxe,Topics Entertainment,Nan,Language Lab,,,2.0,Deluxe,,False,False,software,software,,22.9,,low,,
365,0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe ( r ) photoshop ( r ) album 1.0,,49.88,Adobe Photoshop CS3,Adobe Photoshop Album,Adobe,Adobe,Photoshop,Photoshop,CS3,1.0,,,true,False,software,software,199.0,49.88,low,low,Mac,
366,0,jumpstart world 2nd grade,knowledge adventure,19.99,jumpstart 1st grade ( jc ),,9.9,Jumpstart World 2nd Grade,Jumpstart 1st Grade,Knowledge Adventure,,,Jumpstart,,,,,False,False,education software,education,19.99,9.9,low,low,,
367,0,quicken 2007 for mac,intuit,69.95,quicken home and business 2007 ( pc ) intuit,,89.99,Quicken for Mac,Quicken Home and Business 2007,Intuit,Intuit,,Home and Business,2007,2007,,,False,False,software,software,69.95,89.99,low,low,Mac,PC
368,0,adobe acrobat standard 8.0,adobe,449.99,adobe cs3 web standard upsell,,819.99,Adobe Acrobat Standard,Adobe CS3 Web Standard,Adobe,Adobe,Acrobat,Creative Suite,8.0,3,Standard,,,True,software,software,449.99,819.99,high,high,,
369,0,sibelius 5 professional edition,sibelius-software-ltd .,599.0,avid xpress pro video editing software for mac and windows professional editing software,,1449.0,Sibelius 5 Professional Edition,Avid Xpress Pro,Sibelius-Software-Ltd,Avid,Sibelius,,5,,Professional,Professional,,,software,video editing software,599.0,1449.0,high,high,,Mac and Windows
370,1,sims 2 nightlife expansion pack,aspyr media,34.99,aspyr media inc sims 2 nightlife,,33.21,Sims 2 Nightlife Expansion Pack,Aspyr Media Inc The Sims 2 Nightlife,Aspyr Media,Aspyr Media Inc,,,,,,,False,False,video game expansion pack,video game,34.99,33.21,low,low,,
371,0,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft windows xp home edition sp2 oem,,95.99,Microsoft Virtual PC for Mac,Microsoft Windows XP Home Edition,Microsoft,Microsoft,Virtual PC,,7.0,,,Home Edition SP2 OEM,False,False,emulation software,operating system,219.99,95.99,medium,low,Mac,
372,0,digidesign music production toolkit ( pro tools le ),digidesign,495.0,make finale 2007 software music production software,,429.95,Digidesign Pro Tools LE,Make Finale 2007,Digidesign,,Pro Tools,Finale,,2007,LE,,False,False,audio software,audio software,495.0,429.95,high,high,,
373,0,quickbooks pro 2007 small business financial software,intuit,199.95,intuit quickbooks customer manager 2.5 for windows tax & finance software,,79.95,QuickBooks Pro 2007,Intuit QuickBooks Customer Manager 2.5,Intuit,Intuit,QuickBooks,QuickBooks,2007,2.5,Pro,,,False,software,software,199.95,79.95,low,low,,Windows
374,0,microsoft office excel 2007,microsoft,229.95,microsoft b21-00806 ae mappoint 2006 cd,,50.39,Microsoft Office Excel,Microsoft Mappoint 2006,Microsoft,Microsoft,Office,Mappoint,2007,2006,,,False,False,office software,software,229.95,50.39,medium,low,,
375,0,adobe creative suite cs3 web standard,adobe,999.0,adobe acrobat 7.0 standard academic mac,,98.99,Adobe Creative Suite CS3 Web Standard,Adobe Acrobat 7.0 Standard,Adobe,Adobe,Creative Suite,Acrobat,CS3,7.0,Web Standard,Standard Academic,,,software,software,999.0,98.99,very high,low,,Mac
376,0,sat act and psat 2007 platinum,topics entertainment,58.5,versacheck ( r ) 2003 platinum,,89.99,SAT ACT and PSAT 2007 Platinum,Versacheck (R) 2003 Platinum,Topics Entertainment,,,,2007,2003,Platinum,Platinum,False,False,prep software,software,58.5,89.99,low,low,,
377,0,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99,encore software 10590 adventure workshop preschool 1st grade 7th ed sb cs by riverdeep,,17.97,Adventure Workshop,Encore Software,Encore Software,,,Adventure Workshop,4th-6th Grade 7th Ed SB CS,,,Preschool 1st Grade 7th Ed SB CS by Riverdeep,False,False,educational software,software,19.99,17.97,low,low,,
378,0,adobe premiere elements 3.0,adobe,161.73,adobe premiere pro 2.0 software professional editing software,,848.95,Adobe Premiere Elements,Adobe Premiere Pro,Adobe,Adobe,Premiere Elements,,,2.0,3.0,Professional,False,False,video editing software,video editing software,161.73,848.95,medium,high,,
379,0,quickverse mac bible study 2007 gold box,findex,349.95,findex.com inc quickverse bible study 2007 bible suite,,24.89,QuickVerse Mac Bible Study,QuickVerse Bible Study 2007,Findex,findex.com inc,,,2007,2007,Gold Box,Bible Suite,False,False,software,software,349.95,24.89,high,low,Mac,
380,1,entertainment partners budgeting ( mac ),entertainment partners,699.0,entertainment partners ep budgeting for film,,415.99,Entertainment Partners Budgeting,Entertainment Partners EP Budgeting for Film,Entertainment Partners,,,,,,,,False,False,software,software,699.0,415.99,high,high,Mac,
381,0,adobe after effects professional 7.0,adobe,999.0,adobe cs3 flash professional,,724.99,Adobe After Effects Professional,Adobe CS3 Flash Professional,Adobe,Adobe,After Effects,,7.0,,,,False,False,video editing software,software,999.0,724.99,very high,high,,
382,0,snap ! 10 000 drink recipies ( jewel case ),topics entertainment,4.99,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59,"Snap 10,000 Drink Recipes",geometry,Topics Entertainment,,,,,,,,False,False,media,software,4.99,9.59,low,low,,Windows/Mac
383,0,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,symantec 10725608 norton internet security 2007 internet security 1 user ( s ) pc,,64.97,F-Secure Internet Security,Norton Internet Security,F-Secure,Symantec,,Internet Security,2007,2007,,,False,False,security software,security software,79.99,64.97,low,low,,PC
384,0,world of warcraft pc,vivendi,35.7,world of warcraft burning crusade,,39.99,World of Warcraft,World of Warcraft Burning Crusade,Blizzard Entertainment,,,World of Warcraft,,Burning Crusade,,,False,False,pc game,game,35.7,39.99,low,low,PC,
385,1,academy award winners,yamaha,31.95,bobby walters academy award winners,,23.59,Academy Award Winners,Bobby Walters Academy Award Winners,Yamaha,,,,,,,,False,False,book/audio disc collection,book,31.95,23.59,low,low,,
386,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft office onenote 2007 complete package 1 pc cd win english,,78.99,Microsoft Office Standard,Microsoft Office OneNote 2007,Microsoft,Microsoft,Office,Office,2004,2007,Standard,,,False,software,office software,399.99,78.99,high,low,Mac,Windows
387,0,adobe after effects cs3,adobe,999.0,adobe dreamweaver cs3,,415.99,Adobe After Effects CS3,Adobe Dreamweaver CS3,Adobe,Adobe,After Effects,Dreamweaver,CS3,CS3,,,False,False,video editing software,software,999.0,415.99,high,high,,
388,0,adventure workshop preschool ( jewel case ),encore software,29.99,encore inc adventure workshop preschool-1st grade 8th edition,,17.1,Encore Software Adventure Workshop Preschool,Encore Inc Adventure Workshop Preschool-1st Grade,Encore Software,,Adventure Workshop,Adventure Workshop,,,,8th,False,False,education software,education,29.99,17.1,low,low,,
389,0,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99,adobe photoshop elements 5.0 plus adobe premiere elements 3.0 â ?? with teacher resource center cd,,104.99,Adobe Photoshop Elements 5.0,Adobe Photoshop Elements,Adobe,Adobe,Elements,Elements,5.0,,,Plus,False,False,software bundle,software,149.99,104.99,medium,low,,
390,0,sims 2 seasons expansion pack,aspyr media,34.99,age of empires iii : warchiefs expansion pack,,34.95,Sims 2 Seasons,Age of Empires III Warchiefs Expansion Pack,Aspyr Media,Microsoft,Sims 2,Age of Empires III,,,Seasons Expansion Pack,Warchiefs Expansion Pack,False,False,video game expansion pack,pc game expansion,34.99,34.95,low,low,,PC
391,0,3d home architect landscape designer v8,encore software,29.99,punch software 85100 punch!master landscape pro v10 and home design,,59.97,3D Home Architect Landscape Designer,Punch! Software Punch!Master Landscape Pro V10,Encore Software,Punch! Software,,Punch!Master,v8,V10,,,False,False,software,software,29.99,59.97,low,low,,
392,0,apple logic pro 7.2 retail,apple,999.0,apple/emagic logic pro 7.2 software upgrade music production software,,259.95,Apple Logic Pro 7.2,Apple Logic Pro 7.2,Apple,Apple,Logic Pro,Logic Pro,7.2,7.2,,,False,True,audio software,audio software,999.0,259.95,high,high,,
393,0,adobe creative suite cs3 web standard upsell [ mac ],adobe,799.0,adobe cs3 design standard,,1243.99,Adobe Creative Suite CS3 Web Standard,Adobe Creative Suite 3 Design Standard,Adobe,Adobe,Creative Suite,Creative Suite,CS3,3,Web Standard,Design Standard,true,,software,software,799.0,1243.99,high,high,Mac,
394,0,quickbooks simple start 2007,intuit,99.95,intuit quickbooks pro 2007 for mac,,185.99,QuickBooks Simple Start,QuickBooks Pro 2007,Intuit,Intuit,,QuickBooks,2007,2007,Simple Start,Pro,False,False,accounting software,accounting software,99.95,185.99,low,medium,,Mac
395,0,quickbooks credit card processing kit 3.0,intuit,39.95,quickbooks ( r ),,199.99,QuickBooks Credit Card Processing Kit,QuickBooks,Intuit,,,QuickBooks,3.0,,,,False,False,software,accounting software,39.95,199.99,low,low,,
396,0,instant immersion hawaiian audio,topics entertainment,,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),,129.99,Instant Immersion Hawaiian Audio,Instant Immersion Italian Platinum,Topics Entertainment,Nan,,Immersion,,,,Platinum,False,False,audio software,language software,,129.99,low,medium,,Windows
397,0,national geographic presents : redshift 5 planetarium software,topics entertainment,39.99,national geographic photo gallery topics,,9.95,National Geographic Redshift 5 Planetarium Software,National Geographic Photo Gallery Topics,National Geographic,National Geographic,Redshift,,5,,,,False,False,software,software,39.99,9.95,low,low,,
398,0,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,microsoft ( r ) office 2004 for mac student and teacher edition,,146.95,Microsoft Visual Studio Team Edition for Software Testers,Microsoft Office 2004 for Mac Student and Teacher Edition,Microsoft,Microsoft,Visual Studio Team Edition,,2005,2004,Team Edition for Software Testers,Student and Teacher,,False,software development tool,software,2309.0,146.95,high,medium,Windows,Mac
399,0,high school advantage 2008,encore,39.99,spanish advantage 2007,,28.99,High School Advantage 2008,Spanish Advantage,Encore,,,,2008,2007,,,False,False,software,software,39.99,28.99,low,low,,
400,0,quicken 2007 home & business,intuit,89.95,quicken ( r ) 2004 basic,,29.99,Quicken Home & Business 2007,,Intuit,,Quicken,,2007,,Home & Business,,,,financial software,,89.95,,low,,,
401,0,filemaker mobile 8 for palm os and pocket pc,filemaker,69.0,splashid windows mobile software for pocket pc,,29.95,FileMaker Mobile 8,SplashID Windows Mobile Software for Pocket PC,FileMaker,,Mobile,Windows Mobile Software,8,,,,False,False,software,software,69.0,29.95,low,low,"Palm OS, Pocket PC",Pocket PC
402,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft money 2007 premium ( pc ),,79.99,Microsoft Office 2004 Standard,Microsoft Money 2007 Premium,Microsoft,Microsoft,Office,,2004,2007,Standard,Premium,true,False,software,software,239.99,79.99,high,low,Mac,PC
403,0,microsoft windows xp professional full version with sp2,microsoft,299.99,eu063av aba microsoft windows xp professional license and media 1 user cto english -,,137.09,Microsoft Windows XP Professional,Microsoft Windows XP Professional License and Media,Microsoft,Microsoft,,Windows XP,,,Professional Full Version with SP2,Professional,False,False,operating system,operating system license,299.99,137.09,medium,medium,,
404,1,rollercoaster tycoon 3 : soaked,aspyr media,19.99,rollercoaster tycoon 3 soaked,,23.99,RollerCoaster Tycoon 3,RollerCoaster Tycoon 3,Aspyr Media,,,,,,,,False,False,video game,game,19.99,23.99,low,low,,
405,0,call of duty 2 dvd-rom ( mac ),aspyr media,49.99,fallout collection ( dvd-rom ),,24.49,Call of Duty 2,Fallout Collection,Aspyr Media,,,Fallout,,,,,False,False,game,game collection,49.99,24.49,low,low,Mac,DVD-ROM
406,0,adobe after effects cs3,adobe,999.0,adobe cs3 master collection,,2499.99,Adobe After Effects CS3,Adobe CS3 Master Collection,Adobe,Adobe,After Effects,CS3,CS3,,,Master Collection,False,False,software,software,999.0,2499.99,high,high,,
407,0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,Microsoft CRM Professional CAL 3.0,Microsoft Visual Studio 2005 Professional,Microsoft,Microsoft,,Visual Studio,3.0,2005,,Professional,True,True,software,software,9980.0,757.74,high,high,,
