id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,left_normalized_title,left_brand,left_product_line,left_version,left_edition,left_is_upgrade,left_product_type,left_normalized_price,left_price_category,right_normalized_title,right_brand,right_product_line,right_version,right_edition,right_is_upgrade,right_product_type,right_normalized_price,right_price_category,right_platform,left_platform,left_license_type,right_package_type,left_platforms,right_user_count,right_cal_option,left_node_license,right_license_type,right_packaging,left_media_format,right_quantity,right_platforms,left_language,left_manufacturer_normalized,left_user_limit,right_license,left_medium,left_is_subscription,left_sp_version,right_language,left_region,right_service_pack,left_pack_size,right_user_license,left_from_edition,left_to_edition,left_os,right_publisher,right_ISBN,left_packaging,right_media,left_user_count,left_term_length,left_retail_version,right_os_requirement,left_grade_level,left_device_pack,right_installation_type,left_is_bundle,left_media_type,left_number_of_users,left_os_version,right_number_of_agents,left_media,right_retail_box,left_operating_system,left_subscription_length,right_media_type,left_is_full_version,right_license_duration,left_license_term,left_service_pack,right_retail,right_license_count,right_device_cals,right_operating_system,left_package_type,left_subscription_term,right_grade_range,left_quantity,right_business_model,left_grade_range,right_return_policy,right_operating_systems_supported,right_returns_allowed,right_license_quantity,right_device_type,right_download_type,right_retail_status,left_package_quantity,right_academic,right_os_type,left_number_of_clients,left_with_msdn,left_format,right_warranty,right_sp_version,left_features,right_condition,right_client_count,left_manufacturer_sku,right_additions,right_is_academic,right_licensing_type,right_max_managed_systems,left_includes_dvd,left_package,left_num_devices,right_os_version,right_includes,right_duration,right_activation_key,right_language_support,right_number_of_users,right_numLicenses,left_multi_user_support,left_max_users_supported,right_university_licensing,left_duration,left_from_version,right_software_assurance,right_device_count,left_with_sp2,left_subscription_period,right_operating_system_version,right_license_term,right_package_size,right_grade_level,right_os_versions,right_asin,left_os_integration,right_os_service_pack,right_num_licenses,right_inclusions,left_subscription_duration,right_user_limitation,right_university_edition,right_licenses,right_user_type,right_user_limit,right_manufacturer_id,right_is_oem,right_supported_platforms,left_user_license,right_os_supported,left_package_format,right_cal_license_quantity,left_normalized_pages
1627,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87,Microsoft Word 2004,Microsoft,Word,2004,,true,software,109.99,medium,Microsoft PowerPoint 2002,Microsoft,PowerPoint,2002,,true,software,108.87,medium,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,0,instant immersion italian v2 .0 ( large box ),topics entertainment,29.99,instant immersion japanese 2.0,,22.43,Instant Immersion Italian V2.0,Topics Entertainment,Instant Immersion,V2.0,,False,language learning software,29.99,low,Instant Immersion Japanese 2.0,Nan,,2.0,,False,language learning software,22.43,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,1,mavis beacon teaches typing deluxe v17,encore software,39.99,broderbund mavis beacon teaches typing deluxe17,,36.99,Mavis Beacon Teaches Typing Deluxe,Encore Software,Mavis Beacon Teaches Typing,17,Deluxe,false,typing software,39.99,low,Broderbund Mavis Beacon Teaches Typing Deluxe,Broderbund,Mavis Beacon Teaches Typing,Deluxe 17,,False,software,36.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,0,acrobat professional 8 ( windows ),adobe,273.0,adobe acrobat 7.0 professional ( education version ) for windows,,154.99,Adobe Acrobat Professional 8,Adobe,Acrobat,8,,False,software,273.0,high,Adobe Acrobat 7.0 Professional,Adobe,Acrobat,7.0,Professional (Education Version),false,pdf software,154.99,medium,windows,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,0,middle school advantage 2008,encore,39.99,encore software 10449 high school advantage 2007 win 98 me 2000 xp,,26.97,Middle School Advantage,Encore,,2008,,False,educational software,39.99,low,Encore Software High School Advantage 2007,Encore Software,High School Advantage,2007,,False,education software,26.97,low,"['Windows 98', 'Windows ME', 'Windows XP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,0,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0,adobe photoshop cs3 ( v10 .0 ) mac adobe 13102488,,537.65,Adobe Photoshop CS2,Adobe,Photoshop,CS2,,False,software,649.0,high,Adobe Photoshop CS3,Adobe,Photoshop,10.0,,False,software,537.65,high,Mac,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft word 2004,,209.99,Microsoft Visio Standard 2007,Microsoft,Visio,2007,Standard,True,software,129.95,medium,Microsoft Word 2004,Microsoft,Word,2004,,false,software,209.99,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,0,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0,adobe photoshop elements 4.0 mac academic,adobe-education-box,69.99,Adobe Photoshop CS2,Adobe,Photoshop,CS2,,false,software,649.0,high,Adobe Photoshop Elements,Adobe,Photoshop Elements,4.0,Academic,false,software,69.99,low,Mac,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,1,warlords 3 ( jewel case ),red-orb-entertainment,,warlords iii darklords rising,red-orb-entertainment,11.95,Warlords 3,Red Orb Entertainment,,,Jewel Case,false,game,,low,Warlords III Darklords Rising,Red Orb Entertainment,Warlords III,,,False,strategy game,11.95,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft office 2004 std upgrade,,219.99,Microsoft Office 2004 Standard,Microsoft,Office,2004,Standard,False,office software,399.99,high,Microsoft Office 2004 Standard Upgrade,Microsoft,Office,2004,Standard,True,software,219.99,medium,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,0,photo objects 150 000 for macintosh,nova development,49.99,adobe photoshop cs3 for mac,,609.99,Photo Objects for Macintosh,Nova Development,,,,false,software,49.99,low,Adobe Photoshop CS3,Adobe,Photoshop,CS3,,False,photo editing software,609.99,high,Mac,Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,0,adobe creative suite cs3 design premium upsell,adobe,1599.0,adobe cs3 design standard upgrade,,413.99,Adobe Creative Suite CS3 Design Premium,Adobe,Creative Suite,CS3,Design Premium,False,software,1599.0,high,Adobe Creative Suite 3 Design Standard,Adobe,Creative Suite,CS3,Design Standard,true,software,413.99,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,1,airline tycoon deluxe,topware interactive,19.99,sos aggregation company airline tycoon deluxe topware interactive,,15.95,Airline Tycoon Deluxe,Topware Interactive,Tycoon,,Deluxe,False,game,19.99,low,Airline Tycoon Deluxe,Topware Interactive,Airline Tycoon,,Deluxe,False,video game,15.95,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,0,adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,,1482.0,Adobe Creative Suite CS3 Design Standard,Adobe,Creative Suite,CS3,Design Standard,False,software,899.0,high,Adobe Creative Suite (V3) Design Premium,Adobe,Creative Suite,3,Design Premium,false,software,1482.0,very high,Mac,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,0,print shop 22 pro publisher deluxe,encore,99.99,the printshop pro publisher v22 deluxe dvd-rom,,69.9,Encore Print Shop Pro Publisher Deluxe,Encore,Print Shop,22 Pro,Publisher Deluxe,false,software,99.99,low,The PrintShop Pro Publisher v22 Deluxe,,PrintShop Pro,v22,Deluxe,false,software,69.9,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,1,museums of the world,topics entertainment,19.99,topics presents : museums of world,,12.9,Museums of the World,Topics Entertainment,,,,False,video,19.99,low,Museums of World,,,,,False,educational resource,12.9,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,0,neuratron photoscore professional 4,sibelius-software-ltd .,199.99,web easy ( r ) professional 6,,49.99,Neuratron Photoscore Professional 4,Sibelius-Software-Ltd,Photoscore,4,Professional,false,music software,199.99,medium,Web Easy Professional 6,,Web Easy,6,Professional,False,software,49.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,1,adobe creative suite cs3 production premium,adobe,1699.0,adobe production premium cs3 software suite for windows professional editing software,,1698.95,Adobe Creative Suite CS3 Production Premium,Adobe,Creative Suite,CS3,Production Premium,false,software,1699.0,extremely high,Adobe Production Premium CS3 Software Suite,Adobe,Production Premium,CS3,,False,video editing software,1698.95,very high,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,0,instant immersion japanese 2.0,topics entertainment,19.99,topics entertainment instant immersion spanish audio deluxe,,17.55,Instant Immersion Japanese 2.0,Topics Entertainment,,2.0,,False,language learning software,19.99,low,topics entertainment instant immersion spanish audio deluxe,,Instant Immersion,,deluxe,False,language learning software,17.55,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,0,procurve vpn client software unlimited client licenses,hewlett packard,,d-link vpn client software ( 1-user license ) ds-601 ds-601,,42.99,HP ProCurve VPN Client Software,Hewlett Packard,,,,False,software,,low,D-Link VPN Client Software,D-Link,,,,False,software,42.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,1,microsoft licenses biztalk hipaa std . sa only ( u0200024 ),microsoft licenses,4215.77,microsoft u02-00024 open sa biztalk hipaa accltr nt 1p,,2335.47,Microsoft BizTalk HIPAA Standard,Microsoft,BizTalk,,Standard,false,software,4215.77,high,Microsoft BizTalk HIPAA Accelerator,Microsoft,,NT,Business Edition,False,software,2335.47,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,0,punch 5 in 1 home design,punch ! software,39.99,punch software 90500 home design studio mac,punch software,135.99,Punch 5 in 1 Home Design,Punch ! Software,Punch,,Home Design,false,software,39.99,low,Punch Home Design Studio,Punch Software,Home Design Studio,,Home,False,software,135.99,medium,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,1,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft licenses,349.83,microsoft d48-00369 word mac 10.0 eng gov ' t 659556873790,,191.94,Microsoft Word,Microsoft,,10.0,Mac English Government Edition,False,software,349.83,medium,Microsoft Word,Microsoft,,10.0,,False,software,191.94,medium,Mac,Mac,,,,,,,,,,,,,,,,,,,English (Government),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,0,adobe illustrator cs3 [ mac ],adobe,599.0,adobe photoshop cs3 extended for mac,,935.99,Adobe Illustrator CS3,Adobe,Illustrator,CS3,,false,software,599.0,high,Adobe Photoshop CS3 Extended,Adobe,Photoshop,CS3,Extended,false,photo editing software,935.99,high,Mac,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,0,project x project management software,marware,199.95,cakewalk project5 version 2 software music production software,,199.0,Project X Project Management Software,Marware,,,,False,project management software,199.95,medium,Cakewalk Project5 Version 2 Software,Cakewalk,Project5,Version 2,,False,audio software,199.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,0,instant immersion french 2.0,topics entertainment,29.99,instant immersion spanish deluxe 2.0 topics,,39.99,Instant Immersion French 2.0,Topics Entertainment,,2.0,,False,language learning software,29.99,low,Instant Immersion Spanish Deluxe 2.0 Topics,Nan (Note: Manufacturer is 'nan' which could indicate a generic/unknown brand),Instant Immersion,2.0,Deluxe Topics,false,language learning software,39.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,0,adobe photoshop cs3 extended,adobe,999.0,adobe photoshop cs3 for mac upgrade,,189.99,Adobe Photoshop CS3 Extended,Adobe,Photoshop,CS3,Extended,false,image editing software,999.0,very high,Adobe Photoshop CS3 for Mac,Adobe,Photoshop,CS3,,true,photo editing software,189.99,medium,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,0,resumemaker professional 12.0,individual software,29.99,i copydvds 2 professional edition,me-too-software,27.9,Resumemaker Professional,Individual Software,,12.0,,False,software,29.99,low,i CopyDVDS Professional Edition,Me-too-Software,i CopyDVDS,,Professional,False,software,27.9,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,adobe photoshop elements 4.0 mac academic,adobe-education-box,69.99,Adobe Photoshop Elements 4.0,Adobe,Photoshop Elements,4.0,,False,creative software,,,Adobe Photoshop Elements 4.0,Adobe,Photoshop Elements,4.0,Academic,false,software,69.99,low,Mac,Windows,,,,,,,,,,,,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,0,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99,instant immersion italian audio ( audio book ),,19.95,Instant Immersion Italian Deluxe V2.0,Topics Entertainment,Immersion,V2.0,,False,language learning software,29.99,low,Instant Immersion Italian Audio,,,,,False,audio book,19.95,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,0,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,adobe premiere pro cs3 upgrade,,308.99,Adobe Creative Suite CS3 Design Standard,Adobe,Creative Suite,CS3,Design Standard,true,software,399.0,medium,Adobe Premiere Pro CS3,Adobe,Premiere Pro,CS3,Upgrade,True,video editing software,308.99,high,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,0,microsoft office excel 2007,microsoft,229.95,microsoft ( r ) money 2004 standard,,29.99,Microsoft Office Excel 2007,Microsoft,Office,2007,,False,software,229.95,high,Microsoft Money 2004 Standard,Microsoft,Money,2004,Standard,false,accounting software,29.99,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,1,palo alto marketing plan pro 9.0,palo-alto-software,179.0,palo alto software mpd9 palo alto marketing plan v. 9.0 pro complete product business planning 1 user complete product standard pc,palo-alto-software,149.97,Palo Alto Marketing Plan Pro,Palo Alto Software,Marketing Plan Pro,9.0,,False,software planning tool,179.0,medium,Palo Alto Software MPD9,Palo Alto Software,MPD9,9.0,Pro Complete Product Business Planning 1 User Complete Product Standard PC,false,software,149.97,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,0,quickbooks premier edition 2007 5 user multi-pack,intuit,1499.95,121744 diskeeper 2007 pro premier edition complete package 5 workstations dvd w,,426.58,QuickBooks Premier Edition,Intuit,QuickBooks Premier,2007,,False,accounting software,1499.95,high,Diskeeper 2007 Pro Premier Edition,,Diskeeper,2007,Pro Premier,False,software,426.58,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,0,sound forge 9.0,sony media,399.96,sony creative software sfas9000 sound forge audio studio 9,,53.97,Sony Sound Forge 9.0,Sony,Sound Forge,9.0,,False,audio editing software,399.96,high,Sony Sound Forge Audio Studio 9,Sony,Sound Forge,9,,False,audio software,53.97,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48,Adobe Creative Suite CS3 Web Premium,Adobe,Creative Suite,CS3,,true,software,499.0,high,Adobe Creative Suite 3 Design Premium,Adobe,Creative Suite,3,Design Premium,true,software,1687.48,high,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,0,jumpstart kindergarten,knowledge adventure,19.99,reader rabbit kindergarten special 2-cd edition,,12.95,Jumpstart Kindergarten,Knowledge Adventure,,,,False,edutainment software,19.99,low,Reader Rabbit Kindergarten,,Reader Rabbit,,2-CD Edition,False,educational software,12.95,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,22002170 adobe acrobat standard v. 8.0 complete package 1 user cd win can,,295.25,Adobe Photoshop Elements 4.0 Plus Adobe Premiere Elements 2.0,Adobe,Elements,4.0,,false,software,,,Adobe Acrobat Standard 8.0,Adobe,Acrobat,8.0,Standard,false,software,295.25,medium,Win,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,0,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99,adobe photoshop cs3 for mac upgrade,,189.99,Adobe Photoshop Elements 5.0 and Premiere Elements 3.0,Adobe,"['Photoshop Elements', 'Premiere Elements']","['5.0', '3.0']",,False,digital video and photo software,149.99,medium,Adobe Photoshop CS3,Adobe,Photoshop,CS3,,true,photo editing software,189.99,medium,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,0,quickverse bible premier suite,individual software,39.99,quicken 2007 premier win cd,intuit,73.99,QuickVerse Bible Premier Suite,Individual Software,,,,False,software,39.99,low,Quicken Premier 2007,Intuit,Quicken,2007,Premier,false,financial software,73.99,low,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe cs3 production premium academic,,569.99,Adobe Creative Suite CS3 Production Premium,Adobe,Creative Suite,CS3,Production Premium,false,software,1699.0,very high,Adobe CS3 Production Premium Academic,Adobe,Production Premium,CS3,Academic Premium,false,video editing software,569.99,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,0,instant immersion spanish 2.0,topics entertainment,29.99,topics entertainment instant immersion spanish advanced audio,,12.05,Instant Immersion Spanish 2.0,Topics Entertainment,Instant Immersion,2.0,,False,language learning software,29.99,low,Topics Entertainment Instant Immersion Spanish Advanced Audio,,Instant Immersion,,Advanced,False,language learning software,12.05,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,0,microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft powerpoint mac 2004 version upgrade,,89.99,Microsoft Windows XP Professional,Microsoft,Windows XP,Full Version with SP2,Professional,false,operating system,299.99,medium,Microsoft PowerPoint,Microsoft,PowerPoint,2004,,true,software,89.99,low,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,0,gods : lands of infinity special edition,strategy first,29.99,reader rabbit kindergarten special 2-cd edition,,12.95,Gods Lands of Infinity Special Edition,Strategy First,,,Special Edition,False,video game,29.99,low,Reader Rabbit Kindergarten Special,,Reader Rabbit,,2-CD Edition,False,educational software,12.95,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,0,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe acrobat v8 .0 professional for mac,,405.99,Adobe After Effects Professional,Adobe,After Effects,6.5,Professional,true,video editing software,499.99,high,Adobe Acrobat V8 Professional,Adobe,Acrobat,V8.0,Professional,False,document software,405.99,high,Mac,,,,,,,,,,,,,,,,,,,,,,,,,Standard,Professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
