id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,left_canonical_name,left_base_product,left_brand,left_version,left_edition,left_category,left_is_upgrade,left_platform,right_canonical_name,right_base_product,right_brand,right_version,right_edition,right_category,right_is_upgrade,right_platform,left_windows_version
1403,0,microsoft sql server standard edition 2005 64 bit cd/dvd 5 client,microsoft,1849.0,sql server std 2005 5-clt x64 microsoft 228-04013,,1471.93,sql server standard edition 2005,sql server,microsoft,2005,standard,database,False,windows,sql server std 2005,sql server,microsoft,std 2005,std,database management system,False,x64,
1404,0,adobe after effects cs3,adobe,999.0,15510669dm adobe after effects cs3 professional v. 8 media tlp tlp nonprofit d,,18.88,after effects cs3,after effects,adobe,cs3,unknown,design,False,unknown,after effects cs3 professional v. 8,after effects,adobe,cs3,professional,media,False,unknown,
1405,0,omnioutliner professional 3.0,csdc,69.95,diskeeper 2007 professional,,46.95,omnioutliner professional 3.0,omnioutliner,csdc,3.0,professional,utility,False,unknown,diskeeper 2007 professional,diskeeper,diskeeper,2007,professional,utility,False,unknown,
1406,0,marine aquarium 2.5 virtual undersea paradise win/mac,encore software,19.99,encore marine aquarium 2.0,,19.99,marine aquarium 2.5,marine aquarium,encore software,2.5,unknown,utility,False,windows/mac,encore marine aquarium,encore marine aquarium,nan,2.0,unknown,utility,False,unknown,
1407,1,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),adobe software,273.0,adobe acrobat v8 .0 professional for mac upgrade,,145.99,acrobat pro upgrd pro-pro,acrobat,adobe software,pro-upgrd pro-pro,pro,utility,True,mac,acrobat v8 .0 professional,acrobat,adobe,v8.0,professional,utility,True,mac,
1408,0,punch ! master landscape & home design,punch ! software,99.99,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99,punch master landscape & home design,punch ! master,punch ! software,unknown,landscape & home design,utility,False,unknown,punch master landscape and home design,punch software,punch software,unknown,master,design,False,unknown,
1409,0,sibelius 4 educational edition,sibelius-software-ltd .,329.0,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95,sibelius 4 educational edition,sibelius,sibelius-software-ltd,4,educational,music,False,unknown,sibelius 5,sibelius,sibelius-software-ltd,5,software,music production software,False,unknown,
1410,0,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,,computrace lojack for laptops 3 yr subscription,,89.99,lojack for laptops,lojack,unknown,unknown,unknown,utility,False,unknown,computrace lojack for laptops,lojack for laptops,unknown,3 yr subscription,subscription,utility,False,unknown,
1411,0,punch ! home design architectural series 18,punch ! software,129.99,punch software 25100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97,punch ! home design architectural series 18,punch!,punch ! software,18,architectural series,education,False,unknown,punch master landscape & home design architectural,punch master,punch software,1 user (s),landscape & home design architectural,design,False,pc,
1412,0,the printshop 20 professional publisher,broderbund,69.99,the print shop ( r ) 22,,29.99,the printshop 20 professional,printshop,broderbund,20,professional,education,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
1413,1,pc tools spyware doctor 2007 sb cs by pc tools,encore software,29.99,encore software 10991 pc tools spyware doctor 2007 sbcs by pc tools,,25.97,spyware doctor 2007 sb cs,spyware doctor,pc tools,2007,sb cs,utility,False,unknown,spyware doctor 2007,spyware doctor,pc tools,2007,sbcs,utility,False,windows,
1414,0,cisco security server agent for windows and solaris license 100 agents win solaris csa-b100-srvr-k9 ),cisco-systems-enterprise,,cisco csa-b250-dtop-k9 cisco security desktop agent win + sol 250 agent bundle cisco security desktop agent license 250 agents 0746320832500,,10267.54,cisco security server agent,security server agent,cisco,unknown,unknown,utility,False,windows,cisco security desktop agent win + sol,security desktop agent,cisco,win + sol,desktop agent bundle,utility,False,windows,
1415,0,professional home design suite platinum,punch ! software,99.95,punch software 35100 punch ! professional home design suite ( small box ),punch software,62.99,home design suite platinum,professional home designer,punch ! software,unknown,platinum,design,False,unknown,punch professional home design suite,punch !,punch software,unknown,home,design,False,unknown,
1416,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft money 2007 home and business ( pc ),,89.99,office 2004 standard,office,microsoft,2004,standard,office,True,mac,microsoft money 2007 home and business,money,microsoft,2007,home and business,finance/utility,False,windows,
1417,0,professor fuji 's sudoku ( jewel case ),encore software,9.99,cross stitch design studio ( jewel case ) ( 8006 ),m-and-r-technologies,9.59,professor fuji's sudoku,sudoku,encore software,unknown,unknown,education,False,unknown,cross stitch design studio,cross stitch design studio,m-and-r-technologies,unknown,unknown,education,False,unknown,
1418,1,webroot spysweeper antispyware 3 user,webroot software,39.99,webroot software 65210 spy sweeper 3 pc,webroot software,31.99,spysweeper antispyware 3,spysweeper,webroot software,3,user,utility,False,unknown,spy sweeper 3 pc,spy sweeper,webroot,3,pc,utility,False,unknown,
1419,0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,studio ultimate version 11,,129.1,windows vista ultimate,windows,microsoft,vista,ultimate,operating system,False,windows,studio ultimate version 11,studio,microsoft,11,ultimate,utility,False,windows,
1420,0,microsoft office small business 2007,microsoft software,735.33,microsoft windows vista business upgrade license 1 pc english,,168.99,microsoft office small business 2007,office,microsoft,2007,small business,office,False,windows,windows vista business,windows,microsoft,vista,business,operating system,True,windows,
1421,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft ( r ) expression web 1.0,,299.95,microsoft office 2004 professional,office,microsoft,2004,professional,office,False,mac,expression web 1.0,expression web,microsoft (r),1.0,unknown,design,False,unknown,
1422,0,quickbooks premier nonprofit edition 2007,intuit,399.95,quickbooks ( r ),,103.99,quickbooks premier nonprofit edition 2007,quickbooks,intuit,2007,premier nonprofit,education,False,unknown,quickbooks,quickbooks,intuit,unknown,unknown,education,False,windows,
1423,1,instant immersion ingles audio deluxe,topics entertainment,,topics entertainment instant immersion ingles audio deluxe,,17.55,instant immersion ingles audio deluxe,instant immersion,topics entertainment,unknown,deluxe,education,False,unknown,topics entertainment instant immersion ingles audio deluxe,topics entertainment instant immersion,nan,unknown,deluxe,media,False,unknown,
1424,0,money premium 2007 win32 eng na mini box us only cd,microsoft,118.46,microsoft ( r ) money 2007 premium,,69.99,money premium 2007,money,microsoft,2007,premium,office,False,windows,microsoft money 2007 premium,money,microsoft,2007,premium,finance/office,False,unknown,
1425,0,quickbooks credit card processing kit 3.0,intuit,39.95,quickbooks ( r ),,103.99,quickbooks credit card processing kit 3.0,quickbooks,intuit,3.0,credit card processing kit,utility,False,unknown,quickbooks r,quickbooks,intuit,r,unknown,accounting,False,windows,
1426,0,sibelius 5 educational edition,sibelius-software-ltd .,329.0,steinberg software cubase se 3.0 educational edition,,145.73,sibelius 5 educational,sibelius,sibelius-software-ltd,5,educational,education,False,unknown,cubase se 3.0 educational edition,cubase,steinberg,se 3.0,educational,music,False,unknown,
1427,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe cs3 web standard upgrade,,413.99,creative suite cs3 web premium,creative suite,adobe,cs3,web premium,design,True,mac,cs3 web standard,creative suite,adobe,cs3,web,design,True,unknown,
1428,1,civilization iv dvd-rom ( mac ),aspyr media,49.99,civilization iv mac os x aspyr,,45.99,civilization iv,civilization,aspyr media,iv,dvd-rom,education,False,mac,civilization iv,civilization,aspyr,iv,unknown,education,False,mac,
1429,0,adobe audition 2.0 upgrade,adobe,129.0,adobe audition 2.0 audio production software music production software,,348.95,adobe audition 2.0,audition,adobe,2.0,upgrade,media,True,unknown,audition 2.0,adobe audition,adobe,2.0,audio production software,education,False,unknown,
1430,1,quicken 2007 basic,intuit,29.95,intuit quicken basic 2007 software for windows tax & finance software,,29.95,quicken 2007 basic,quicken,intuit,2007,basic,utility,False,unknown,quicken basic 2007,quicken,intuit,2007,basic,finance,False,windows,
1431,0,x-oom movie clone 3 gold,x-oom,,x-oom internet movies 2,,22.9,x-oom movie clone 3 gold,movie clone,unknown,3,gold,utility,False,unknown,x-oom internet movies 2,x-oom,unknown,2,unknown,media,False,unknown,
1432,0,microsoft office small business 2007,microsoft software,735.33,microsoft microsoft office 2004 software suite mac education apple & mac software,,148.95,office small business 2007,office,microsoft,2007,small business,office,False,windows,microsoft office 2004,office,microsoft,2004,unknown,education,False,mac,
1433,0,print explosion deluxe 3.0 ( mac ),nova development,49.99,print explosion deluxe 3.0 : mac,,49.99,print explosion deluxe 3.0,print explosion,nova development,3.0,deluxe,utility,False,mac,print explosion deluxe,print explosion,unknown,3.0,deluxe,utility,False,mac,
1434,1,bryce 6,re : launch,109.95,re : launch bryce 6,,94.94,bryce 6,bryce,re : launch,6,unknown,design,False,unknown,bryce 6,bryce,auto desk,6,unknown,design,False,unknown,
1435,0,punch ! professional home design suite,punch ! software,69.99,punch software 25100 punch ! master landscape and home design,punch software,45.99,punch ! professional home design suite,home design suite,punch ! software,unknown,professional,education,False,unknown,punch master landscape and home design,punch ! master,punch software,25100,landscape and home design,design,False,unknown,
1436,0,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,ma166z/a ilife '06 complete package 1 user dvd mac,,72.74,ilife '06 family pack,iLife,apple computer,'06,family pack,utility,False,mac,ilife '06 complete package,iLife,apple,'06,complete package,utility,False,mac,
1437,0,ae outlook 2007 win32,microsoft corp,,outlook 2007 edu microsoft 543-03865,,50.13,outlook 2007,outlook,microsoft,2007,unknown,office,False,windows,outlook 2007 edu,outlook,microsoft,2007,edu,office,False,windows,
1438,0,professional home design suite platinum,punch ! software,99.95,punch software 86100 prof home design platinum v10 sb win 98 me nt 2000 xp,,84.97,professional home design suite platinum,home design suite,punch ! software,platinum,professional,design,False,unknown,punch software prof home design platinum v10,home design,punch software,v10,professional home platinum,design,False,windows,
1439,0,instant immersion language lab deluxe edition,topics entertainment,,instant immers german dlux 2.0,,36.11,instant immersion language lab deluxe edition,language lab,topics entertainment,deluxe,deluxe edition,education,False,unknown,instant immers german dlux,instant,unknown,2.0,dlux,utility,False,unknown,
1440,0,adobe flash pro cs3 [ mac ],adobe,699.0,adobe illustrator cs3 for mac academic,adobe-education-box,199.99,flash pro cs3,flash,adobe,cs3,professional,design,False,mac,illustrator cs3,creative suite,adobe,cs3,academic,design,False,mac,
1441,0,punch ! professional home design suite,punch ! software,69.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! professional home design suite,punch ! home design suite,punch ! software,unknown,professional,design,False,unknown,punch ! home design architectural series 18,punch software,punch,unknown,home design architectural series 18,utility,False,unknown,
1442,0,adventure workshop 1st-3rd grade 8th edition,encore,19.99,encore software 12411 encore adventure workshop preschool-1st grade 8th edition educational pc,,17.97,adventure workshop 1st-3rd grade,adventure workshop,encore,8th edition,1st-3rd grade,education,False,unknown,encore adventure workshop preschool-1st grade,encore software,encore software,8th edition,preschool-1st grade,education,False,pc,
1443,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft ( r ) money 2007 deluxe,,49.99,excel 2004,excel,microsoft,2004,unknown,office,False,mac,microsoft money 2007 deluxe,money,microsoft,2007,deluxe,finance,False,unknown,
1444,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe cs3 design premium upgrade,,619.99,creative suite cs3 production premium,creative suite,adobe,cs3,production premium,design,False,unknown,cs3 design premium,creative suite,adobe,cs3,premium,design,True,unknown,
1445,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,total training for adobe creative suite 3 design premium,,279.95,creative suite cs3 design premium,creative suite,adobe,cs3,premium,design,True,mac,creative suite 3 design premium,creative suite,adobe,cs3,premium,design,False,unknown,
1446,0,registry mechanic by encore software,encore software,46.52,encore software 13781 westward,,17.97,registry mechanic,registry,encore software,unknown,unknown,utility,False,unknown,encore software,encore,unknown,unknown,unknown,utility,False,unknown,
1447,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft office 2004 software suite oem mac apple & mac software,,239.95,microsoft office 2004 standard,office,microsoft,2004,standard,office,False,mac,office software suite oem mac,microsoft office,microsoft,2004,oem,office,False,mac,
1448,0,cadopia 6 standard edition by cadopia,global marketing partners,295.0,goldmine ( r ) standard edition 6.7,,199.99,cadopia 6 standard edition,cadopia,cadopia,6,standard,design,False,unknown,goldmine standard edition,goldmine,unknown,6.7,standard,utility,False,unknown,
1449,0,sonicwall global vpn client license 01-ssc-5310 ),sonic systems inc. .,,procurve vpn client software unlimited client licenses,,2598.96,sonicwall global vpn client license,sonicwall,sonic systems inc.,unknown,license,security,False,unknown,procurve vpn client software,procurve,hewlett-packard,unknown,unlimited client licenses,utility,False,unknown,
1450,0,windows vista business spanish full version [ dvd ],microsoft,329.95,microsoft windows vista business upgrade license 1 pc english,,168.99,vista business spanish,windows vista business,microsoft,business,business,operating system,False,windows,windows vista business,windows,microsoft,vista,business,operating system,True,windows,
1451,1,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe photoshop cs3 for mac upgrade,,189.99,photoshop cs3,photoshop,adobe,cs3,upgrade,design,True,mac,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
1452,0,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99,punch master landscape professional,punch master,punch ! software,10.0,landscape professional & home design,design,False,unknown,punch ! master landscape and home design,punch,punch software,unknown,master,education,False,unknown,
1453,0,mcafee internet security suite 2007 3 users,mcafee,89.99,mcafee inc total protection 2007 3-user,,92.51,mcafee internet security suite 2007,internet security suite,mcafee,2007,3 users,utility,False,unknown,mcafee inc total protection 2007,total protection,mcafee,2007,3-user,utility,False,unknown,
1454,0,microsoft works suite 2006,microsoft,99.0,microsoft excel 2007 ( pc ),,229.95,microsoft works suite 2006,works suite,microsoft,2006,standard,office,False,unknown,microsoft excel 2007,excel,microsoft,2007,unknown,office,False,windows,
1455,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,adobe premiere elements 3.0,,89.99,photoshop elements 4.0 plus premiere elements 2.0,elements,adobe,4.0,plus,design,False,windows,premiere elements 3.0,premiere,adobe,3.0,elements,media,False,unknown,
1456,1,punch ! home design architectura series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! home design architectura series 18,punch ! home design,punch ! software,architectura series 18,unknown,education,False,unknown,punch ! home design architectural series 18,punch,punch software,18,home,utility,False,unknown,
1457,0,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,sony creative software sound forge audio studio v. 8.0 complete product,,46.47,hp dss software v. 4.0,dss software,hewlett-packard,v. 4.0,complete package,utility,False,unknown,sound forge audio studio v. 8.0 complete,sound forge,sony creative software,v. 8.0,complete,utility,False,unknown,
1458,0,omnioutliner professional 3.0,csdc,69.95,adobe cs3 flash professional academic,,239.99,omnioutliner professional,omnioutliner,csdc,3.0,professional,education,False,unknown,cs3 flash professional,creative suite,adobe,cs3,professional,design,False,unknown,
1459,0,recam remote monitoring software,mobi-technologies-inc .,129.0,software,,736.95,recam remote monitoring software,recam,mobi-technologies-inc,unknown,unknown,utility,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
1460,0,instant immersion french 2.0,topics entertainment,29.99,instant immersion translator deluxe 2.0,,22.9,instant immersion french 2.0,immersion,topics entertainment,2.0,unknown,education,False,unknown,instant immersion translator deluxe 2.0,instant immersion translator,nan,2.0,deluxe,education,False,unknown,
1461,0,ca internet security suite 2007 3 user,computer associates,69.95,pcnf0040 pc-cillin internet security 2007 complete package 3 users federal win,,29.02,ca internet security suite 2007,internet security suite,computer associates,2007,3 user,utility,False,unknown,pc-cillin internet security 2007,pc-cillin,kaspersky,2007,complete package,utility,False,windows,
1462,0,punch ! home design architectural series 4000 v10,punch ! software,199.99,punch software 14100 punch ! professional home design suite for windows,punch software,62.99,punch ! home design architectural series 4000,home design,punch!,10,architectural series 4000,education,False,unknown,punch ! professional home design suite,punch,punch software,unknown,professional home design suite,design,False,windows,
1463,0,acrobat professional 8 ( windows ),adobe,273.0,microsoft office and windows training professional,,29.99,acrobat professional 8,acrobat,adobe,8,professional,utility,False,windows,office and windows training professional,office,microsoft,unknown,professional,education,False,windows,
1464,0,peachtree by sage complete accounting 2007,sage software,269.99,peachtree software vernfp2008rt sage peachtree premium accounting 2008 for nonprofits financial management pc,,540.97,peachtree complete accounting 2007,peachtree,sage software,2007,complete accounting,education,False,,peachtree premium accounting 2008,peachtree,sage peachtree,2008,premium,accounting,False,pc,
1465,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) office word 2004 for mac full version,,231.29,word 2004,word,microsoft,2004,unknown,office,True,mac,office word 2004,word,microsoft,2004,full version,office,False,mac,
1466,0,winway resume deluxe 11.0 network 10,nova development,,resume writer deluxe,,12.9,winway resume deluxe,resume deluxe,nova development,11.0,network,utility,False,unknown,resume writer deluxe,resume writer,unknown,deluxe,unknown,utility,False,unknown,
1467,0,scholastic brain play : pre-kindergarten 1st grade,topics entertainment,19.99,brain play 1st-3rd grade,,17.9,scholastic brain play : pre-kindergarten 1st grade,brain play,topics entertainment,pre-kindergarten 1st grade,unknown,education,False,unknown,brain play 1st-3rd grade,brain play,unknown,1st-3rd grade,unknown,education,False,unknown,
1468,0,geometry ( win/mac ) ( jewel case ),fogware publishing,9.99,cross stitch design studio ( jewel case ) ( 8006 ),m-and-r-technologies,9.59,geometry,geometry,fogware publishing,unknown,unknown,utility,False,windows/mac,cross stitch design studio,cross stitch design studio,m-and-r-technologies,8006,unknown,utility,False,unknown,
1469,0,microsoft office excel 2007,microsoft,229.95,microsoft money 2007 premium ( pc ),,79.99,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,microsoft money 2007 premium,money,microsoft,2007,premium,utility,False,windows,
1470,1,readiris pro 11 corporate edition,iris inc.,399.99,readiris pro 11 corporate edition for pc,,349.99,readiris pro 11 corporate edition,readiris pro,iris inc.,11,corporate,utility,False,unknown,readiris pro 11 corporate edition,readiris pro,readiris,11,corporate,utility,False,pc,
1471,0,acrobat professional 8 ( windows ),adobe,273.0,punch software 14100 punch ! professional home design suite for windows,punch software,62.99,acrobat professional 8,acrobat,adobe,8,professional,utility,False,windows,punch professional home design suite,punch,punch software,unknown,professional,design,False,windows,
1472,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft word 2004 upgrade for mac os x apple & mac software,,108.95,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,microsoft word 2004,word,microsoft,2004,unknown,office,True,mac,
1473,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch ! 5 in 1 home design,punch ! software,punch !,unknown,home,design,False,unknown,punch ! home design architectural series 18,punch,punch software,18,home design architectural series,education,False,,
1474,0,airline tycoon deluxe,topware interactive,19.99,mymaillist deluxe,,49.99,airline tycoon deluxe,airline tycoon,topware interactive,deluxe,unknown,utility,False,unknown,mymailist deluxe,mymailist,unknown,unknown,deluxe,utility,False,unknown,
1475,0,apple xsan ( mac ),apple,,apple mac os x 10.4.6 tiger,,119.99,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,mac os x 10.4.6 tiger,mac os x,apple,10.4.6,unknown,operating system,False,mac,
1476,0,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99,topics entertainment instant immersion hawaiian audio,,12.05,instant immersion italian deluxe v2 .0,instant immersion,topics entertainment,v2.0,deluxe,education,False,unknown,topics entertainment,topics,unknown,unknown,unknown,media,False,unknown,
1477,0,digidesign music production toolkit ( pro tools le ),digidesign,495.0,bias deck 3.5 le digital audio recording software music production software,,69.95,music production toolkit ( pro tools le ),pro tools,digidesign,le,toolkit,education,False,unknown,bias deck 3.5 le,bias deck,bias,3.5 le,le,music production software,False,unknown,
1478,0,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,visual studio professional 2005,visual studio,microsoft,2005,professional,office,False,windows,visual studio pro 2005,visual studio,microsoft,2005,pro,office,True,windows,
1479,0,instant immersion italian v2 .0 ( large box ),topics entertainment,29.99,topics entertainment instant immersion german 2.0,,17.55,instant immersion italian v2 .0,immersion italian,topics entertainment,v2.0,unknown,education,False,unknown,topics entertainment instant immersion german,topics,unknown,2.0,unknown,utility,False,unknown,
1480,0,sony vegas 6 + dvd [ old version ],sony-pictures-digital-entertainment,899.95,sony vegas movie studio + dvd v8 platinum edition video editing software professional editing software,,129.95,sony vegas 6,vegas,sony-pictures-digital-entertainment,6,unknown,utility,False,,sony vegas movie studio + dvd v8 platinum edition,vegas,sony,v8,platinum,video editing,False,unknown,
1481,0,adobe flash pro cs3 [ mac ],adobe,699.0,adobe premiere pro cs3 video editing software for mac av production software,,798.95,flash pro cs3,flash,adobe,cs3,professional,design,False,mac,premiere pro cs3,premiere pro,adobe,cs3,pro,video editing,False,mac,
1482,1,punch ! master landscape & home design,punch ! software,59.99,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99,punch ! master landscape & home design,punch ! master,punch ! software,unknown,landscape & home design,education,False,unknown,punch master landscape and home design,punch ! master,punch software,unknown,landscape and home design,design,False,unknown,
1483,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,microsoft virtual pc 7.0 windows xp home,,205.99,windows vista ultimate,windows,microsoft,vista,ultimate,operating system,True,unknown,microsoft virtual pc 7.0,virtual pc,microsoft,7.0,home,operating system,False,windows xp,
1484,0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,microsoft windows vista business 32-bit oem,,149.99,windows vista ultimate,windows,microsoft,vista,ultimate,operating system,False,windows,windows vista business,windows,microsoft,vista,business,operating system,False,32-bit,
1485,0,blues clues preschool,humongous entertainment,,reader rabbit preschool,the-learning-company,17.9,blues clues preschool,blues clues,humongous entertainment,preschool,unknown,education,False,unknown,reader rabbit preschool,reader rabbit,the-learning-company,unknown,preschool,education,False,unknown,
1486,0,adobe production studio premium,adobe,1699.0,production prem cs3 mac upgrad,adobe software,805.99,production studio premium,adobe production studio,adobe,unknown,premium,design,False,unknown,production prem cs3,creative suite,adobe software,cs3,prem,design,True,mac,
1487,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,microsoft windows xp home edition sp2 retail box,,199.99,windows server 2003 client,windows server,microsoft,2003,client,operating system,False,windows,windows xp home edition sp2,windows xp,microsoft,xp,home,operating system,False,windows,
1488,0,hallmark card studio 2006,sierra home,29.99,hallmark card studio 2004,,29.97,hallmark card studio 2006,card studio,sierra home,2006,unknown,utility,False,unknown,hallmark card studio 2004,card studio,hallmark,2004,unknown,utility,False,unknown,
1489,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe cs3 web premium,,1659.99,creative suite cs3 web premium,creative suite,adobe,cs3,web premium,design,True,mac,cs3 web premium,creative suite,adobe,cs3,web premium,design,False,unknown,
1490,0,professor teaches windows xp,individual software,19.99,individual software jce-wn5 professor teaches windows j/c,individual software,9.99,windows xp,windows,microsoft,xp,unknown,operating system,False,windows,jce-wn5,jce-wn5,individual software,wn5,professor teaches,education,False,windows,
1491,0,punch ! home design architectura series 18,punch ! software,129.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99,punch ! home design architectura series,punch ! home design,punch ! software,18,architectura,education,False,unknown,punch software home design architectural series 18,home design architectural series,punch software,18,home,design,False,unknown,
1492,0,studyworks ! teaching pro : middle school math & science ( win/mac ),global-software-publishing,29.99,middle school life science classification & ecology ( pc/mac ) fogware,,9.99,studyworks ! teaching pro : middle school math & science,studyworks,global-software-publishing,unknown,pro,education,False,windows/mac,middle school life science classification & ecology,fogware,unknown,unknown,unknown,education,False,pc/mac,
1493,0,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99,instant immersion spanish deluxe 2.0 topics,,39.99,instant immersion italian deluxe v2 .0,instant immersion,topics entertainment,v2.0,deluxe,education,False,unknown,instant immersion spanish deluxe 2.0,instant immersion,unknown,2.0,deluxe,education,False,unknown,
1494,0,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects cs3 professional software for mac effects software,,998.95,after effects professional 6.5,after effects,adobe,6.5,professional,design,True,unknown,after effects cs3 professional,after effects,adobe,cs3,professional,design,False,mac,
1495,0,steinberg sequel ( pc or mac ) music creation & performance software,steinberg,129.0,steinberg studio case 2 music production system educational discount music production software,,164.95,sequel,steinberg sequel,steinberg,unknown,music creation & performance software,education/utility,False,"pc,mac",steinberg studio case 2 music production system,studio case 2,steinberg,2,music production system,education,False,unknown,
1496,0,microsoft office excel 2007,microsoft,229.95,microsoft ( r ) money 2007 premium,,69.99,office excel 2007,excel,microsoft,2007,standard,office,False,windows,microsoft (r) money 2007 premium,money,microsoft,2007,premium,finance,False,unknown,
1497,0,mavis beacon teaches typing deluxe 16,broderbund,39.99,mavis beacon teaches typing v17 deluxe pc/mac,,29.9,mavis beacon teaches typing deluxe,mavis beacon,broderbund,16,deluxe,education,False,unknown,mavis beacon teaches typing v17 deluxe,mavis beacon,unknown,v17,deluxe,education,False,pc/mac,
1498,0,quicken 2007 premier,intuit,79.95,quickbooks pro 2007 win,,192.26,quicken premier 2007,quicken,intuit,2007,premier,finance,False,unknown,quickbooks pro 2007,quickbooks,intuit,2007,pro,finance,False,windows,
1499,1,caillou magical adventures,brighter-minds-media-inc .,19.99,caillou magical adventures by brighter minds,brighter-minds-media-inc .,19.99,caillou magical adventures,caillou,brighter-minds-media-inc,unknown,unknown,education,False,unknown,caillou magical adventures,caillou,brighter minds media inc.,unknown,unknown,education,False,unknown,
1500,0,microsoft onenote 2007,microsoft,99.95,microsoft office 2004 standard,,369.99,onenote 2007,onenote,microsoft,2007,unknown,office,False,windows,microsoft office standard,office,microsoft,2004,standard,office,False,unknown,
1501,0,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot software inc 50210 spy sweeper w/antivirus family edition ( mass merchant ) win 2000 xp,,41.97,spy sweeper with antivirus family edition,spy sweeper,webroot,family edition,with antivirus,utility,False,unknown,spy sweeper w/antivirus family edition,spy sweeper,webroot,50210,family edition,utility,False,windows,
1502,0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,,205.99,photoshop cs3,photoshop,adobe,cs3,upgrade,design,True,mac,indesign cs3,creative suite,adobe,cs3,unknown,design,True,mac,
1503,0,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,,bablbr1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux (,,842.73,ca brightstor arcserve backup r11 .5,brightstor arcserve backup,ca (computer associates),r11.5,enterprise option for advantage ingres,utility,False,unknown,bablbr1150s06 brightstor arcserve backup enterprise option,brightstor arcserve backup,arcserve,unknown,enterprise option,utility,False,linux,
1504,0,more brain games,csdc,9.99,brain games : solitaire,,19.99,more brain games,brain games,unknown,unknown,unknown,education,False,unknown,brain games solitaire,solitaire,unknown,unknown,unknown,utility,False,unknown,
1505,0,marine aquarium & goldfish screen saver by encore software,encore software,,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher,,19.97,marine aquarium & goldfish screen saver,marine aquarium,encore software,unknown,unknown,utility,False,unknown,encore marine aquarium,marine aquarium,encore,2.5 ( hybrid ),unknown,utility,False,"windows, mac",
1506,0,sibelius 4 professional edition,sibelius-software-ltd .,599.99,sony vegas 6 video editing software professional editing software,sony-pictures-digital-entertainment,99.0,sibelius 4 professional edition,sibelius,sibelius-software-ltd,4,professional,education,False,unknown,sony vegas 6,vegas,sony,6,professional,video editing,False,unknown,
