"id","label","left_title","right_title","left_authors","right_authors","left_venue","right_venue","left_year","right_year"
2112,1,"optimizing queries across diverse data sources edward l. wimmers , donald kossmann , jun yang , laura m. haas 1997","optimizing queries across diverse data sources very large data bases 1997","","laura m. haas , donald kossmann , edward l. wimmers , jun yang","vldb","","",""
2113,0,"congressional samples for approximate answering of group-by queries viswanath poosala , swarup acharya , phillip b. gibbons sigmod conference","groupwise processing of relational queries","","damianos chatziantoniou , kenneth a. ross","","very large data bases","2000","1997"
2114,0,"repositories and object oriented databases philip a. bernstein","a data model and data structures for moving objects databases luca forlizzi , ralf hartmut g &#252; ting , enrico nardelli , markus schneider 2000","","","sigmod record","international conference on management of data","1998",""
2115,0,"multi-dimensional substring selectivity estimation vldb","estimating the selectivity of spatial queries using the ` correlation ' fractal dimension alberto belussi , christos faloutsos very large data bases","divesh srivastava , olga kapitskaia , raymond t. ng , h. v. jagadish","","","","1999","1995"
2116,0,"efficacious data cube exploration by semantic summarization and compression jian pei , laks v. s. lakshmanan , yan zhao 2003","socqet : semantic olap with compressed cube and summarization international conference on management of data","","laks v. s. lakshmanan , jian pei , yan zhao","vldb","","","2003"
2117,0,"introduction to the career forum column 2001","introduction to constraint databases bart kuijpers acm sigmod record","alexandros labrinidis","","sigmod record","","","2002"
2118,1,"reasoning about spatial relationships in picture retrieval systems clement t. yu , a. prasad sistla , r. haddad vldb","reasoning about spatial relationships in picture retrieval systems a. prasad sistla , clement t. yu , r. haddad 1994","","","","very large data bases","1994",""
2119,0,"act-net - the active database management system manifesto : a rulebase of adbms features ? sigmod record 1996","the ores temporal database management system","","babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou","","international conference on management of data","","1994"
2120,0,"xmark : a benchmark for xml data management vldb 2002","data management for earth system science 1997","martin l. kersten , ralph busse , florian waas , michael j. carey , albrecht schmidt , ioana manolescu","james frew , jeff dozier","","acm sigmod record","",""
2121,0,"selectivity estimation in extensible databases - a neural network approach shaoyu zhou , m. seetha lakshmi","database de-centralization - a practical approach 1995","","tor didriksen , c &#233; sar a. galindo-legaria , eirik dahle","vldb","very large data bases","1998",""
2122,0,"coalescing in temporal databases michael d. soo , richard t. snodgrass , michael h. böhlen vldb","probabilistic temporal databases , i : algebra alex dekhtyar , robert ross , v. s. subrahmanian acm transactions on database systems ( tods ) 2001","","","","","1996",""
2123,0,"investigation of algebraic query optimisation techniques for database programming languages","fibonacci : a programming language for object databases antonio albano , giorgio ghelli , renzo orsini the vldb journal -- the international journal on very large data bases 1995","alexandra poulovassilis , carol small","","vldb","","1994",""
2124,0,"incremental updates of inverted lists for text document retrieval hector garcia-molina , anthony tomasic , kurt a. shoens sigmod conference 1994","metadata for integrating speech documents in a text retrieval system ulrike glavitsch , peter sch &#228; uble , martin wechsler 1994","","","","acm sigmod record","",""
2125,0,"paradise : a database system for gis applications 1995","sap r/3 ( tutorial ) : a database application system international conference on management of data 1998","paradise team","alfons kemper , donald kossmann , florian matthes","sigmod conference","","",""
2126,0,"sideway value algebra for object-relational databases 2002","a system for watermarking relational databases","z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde","rakesh agrawal , peter j. haas , jerry kiernan","vldb","international conference on management of data","","2003"
2127,0,"contorting high dimensional data for efficient main memory processing beng chin ooi , bin cui , kian-lee tan , jianwen su sigmod conference","outlier detection for high dimensional data charu c. aggarwal , philip s. yu 2001","","","","international conference on management of data","2003",""
2128,0,"index-driven similarity search in metric spaces acm trans . database syst . 2003","near neighbor search in large metric spaces sergey brin","gísli r. hjaltason , hanan samet","","","very large data bases","","1995"
2129,0,"capbased-ams : a capability-based and event-driven activity management system 1996","the araneus web-based management system international conference on management of data 1998","kamalakar karlapalem , helen p. yeung , patrick c. k. hung","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo","sigmod conference","","",""
2130,0,"garbage collection in object-oriented databases using transactional cyclic reference counting vldb j.","cost-based selection of path expression processing algorithms in object-oriented databases very large data bases","s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri","georges gardarin , jean-robert gruser , zhao-hui tang","","","1998","1996"
2131,0,"processing complex aggregate queries over data streams","approximate join processing over data streams abhinandan das , johannes gehrke , mirek riedewald","alin dobra , johannes gehrke , rajeev rastogi , minos n. garofalakis","","sigmod conference","international conference on management of data","2002","2003"
2132,0,"efficient execution of joins in a star schema sigmod conference","efficient evaluation of queries in a mediator for websources","andreas weininger","vladimir zadorozhny , louiqa raschid , maria esther vidal , tolga urhan , laura bright","","international conference on management of data","2002","2002"
2133,1,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues stefan de &#223; loch , theo h &#228; rder , nelson mattos , bernhard mitschang , joachim thomas","nelson mendonça mattos , joachim thomas , theo härder , stefan deßloch , bernhard mitschang","","vldb j.","the vldb journal -- the international journal on very large data bases","1998","1998"
2134,0,"dbcache : database caching for web application servers 2002","a predicate-based caching scheme for client-server database architectures 1996","sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay","arthur m. keller , julie basu","sigmod conference","the vldb journal -- the international journal on very large data bases","",""
2135,1,"prefer : a system for the efficient execution of multi-parametric ranked queries sigmod conference","prefer : a system for the efficient execution of multi-parametric ranked queries vagelis hristidis , nick koudas , yannis papakonstantinou international conference on management of data 2001","yannis papakonstantinou , vagelis hristidis , nick koudas","","","","2001",""
2136,0,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan","cost-based selection of path expression processing algorithms in object-oriented databases very large data bases","","georges gardarin , jean-robert gruser , zhao-hui tang","vldb j.","","1996","1996"
2137,0,"specification and implementation of exceptions in workflow management systems","semantics for update rule programs and implementation in a relational database management system louiqa raschid , jorge lobo","stefano paraboschi , stefano ceri , fabio casati , giuseppe pozzi","","acm trans . database syst .","acm transactions on database systems ( tods )","1999","1996"
2138,1,"pix : exact and approximate phrase matching in xml yu xu , mary f. fernandez , sihem amer-yahia , divesh srivastava","pix : exact and approximate phrase matching in xml 2003","","sihem amer-yahia , mary fern &#225; ndez , divesh srivastava , yu xu","sigmod conference","international conference on management of data","2003",""
2139,0,"tail recursion elimination in deductive databases kenneth a. ross acm trans . database syst . 1996","an introduction to deductive database languages and systems kotagiri ramamohanarao , james harland 1994","","","","the vldb journal -- the international journal on very large data bases","",""
2140,0,"concurrency in the data warehouse vldb","data extraction and transformation for the data warehouse 1995","richard taylor","case squire","","international conference on management of data","2000",""
2141,1,"efficient testing of high performance transaction processing systems 1997","efficient testing of high performance transaction processing systems 1997","d. wildfogel , ramana yerneni","d. wildfogel , ramana yerneni","vldb","very large data bases","",""
2142,0,"query processing in spatial network databases vldb","panel : querying networked databases nick koudas , divesh srivastava international conference on management of data","nikos mamoulis , jun zhang , dimitris papadias , yufei tao","","","","2003","2003"
2143,0,"a query language for a web-site management system dan suciu , daniela florescu , alon y. levy , mary f. fernandez 1997","anatomy of a native xml base management system the vldb journal -- the international journal on very large data bases","","t. fiebig , s. helmer , c.-c . kanne , g. moerkotte , j. neumann , r. schiele , t. westmann","sigmod record","","","2002"
2144,0,"the ecobase project : database and web technologies for environmental information systems 2001","integrating modelling systems for environmental management information systems 1997","asterio k. tanaka , patrick valduriez","david j. abel , kerry taylor , dean kun","sigmod record","acm sigmod record","",""
2145,0,"enterprise java platform data access seth j. white , r. g. g. cattell , sheldon j. finkelstein sigmod conference 1998","microsoft universal data access platform international conference on management of data 1998","","jos &#233; a. blakeley , michael j. pizzo","","","",""
2146,1,"the database research group at eth zurich","the database research group at eth zurich moira c. norrie , stephen m. blott , hans-j &#246; rg schek , gerhard weikum acm sigmod record 1994","hans-jörg schek , moira c. norrie , gerhard weikum , stephen blott","","sigmod record","","1994",""
2147,0,"capturing and querying multiple aspects of semistructured data","miro web : integrating multiple data sources through semistructured data types luc bouganim , tatiana chan-sine-ying , tuyet-tram dang-ngoc , jean-luc darroux , georges gardarin , fei sha very large data bases 1999","curtis e. dyreson , michael h. böhlen , christian s. jensen","","vldb","","1999",""
2148,0,"book review column karl aberer sigmod record","book reviews acm sigmod record 2002","","karl aberer","","","2002",""
2149,0,"database systems management and oracle8 c. gregory doherty","the araneus web-based management system international conference on management of data 1998","","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo","sigmod conference","","1998",""
2150,0,"understanding the semantics of sensor data murali mani","on the semantics of now in databases acm transactions on database systems ( tods )","","james clifford , curtis dyreson , tom &#225; s isakowitz , christian s. jensen , richard thomas snodgrass","sigmod record","","2003","1997"
2151,0,"optimization of dynamic query evaluation plans goetz graefe , richard l. cole","parametric query optimization yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis the vldb journal -- the international journal on very large data bases","","","sigmod conference","","1994","1997"
2152,0,"database research at columbia university","database research at the indian institute of technology , bombay 1996","kenneth a. ross , gail e. kaiser , luis gravano , salvatore j. stolfo , shih-fu chang","d. b. phatak , n. l. sarda , s. seshadri , s. sudarshan","sigmod record","acm sigmod record","1998",""
2153,0,"context-based prefetch - an optimization for implementing objects on relations david shutt , philip a. bernstein , shankar pal vldb j.","opt + + : an object-oriented implementation for extensible database query optimization the vldb journal -- the international journal on very large data bases","","navin kabra , david j. dewitt","","","2000","1999"
2154,0,"dimensionality reduction for similarity searching in dynamic databases ambuj k. singh , kothuri venkata ravi kanth , divyakant agrawal sigmod conference","indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches changzhou wang , x. sean wang the vldb journal -- the international journal on very large data bases 2001","","","","","1998",""
2155,0,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems henrique paques , wei tang , calton pu , wei han , ling liu , david buttler sigmod conference 2000","mocha : a self-extensible database middleware system for distributed data sources manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos international conference on management of data 2000","","","","","",""
2156,0,"open object database management systems josé a. blakeley","schema and database evolution in the o2 object database system fabrizio ferrandina , thorsten meyer , roberto zicari , guy ferran , jo &#235; lle madec very large data bases","","","sigmod conference","","1994","1995"
2157,0,"accessing a relational database through an object-oriented database interface vldb 1995","query processing over object views of relational data gustav fahl , tore risch","jack a. orenstein , d. n. kamber","","","the vldb journal -- the international journal on very large data bases","","1997"
2158,0,"converting relational to object-oriented databases sigmod record 1997","the trigs active object-oriented database system - an overview","joseph fong","g. kappel , w. retschitzegger","","acm sigmod record","","1998"
2159,0,"efficient evaluation of queries in a mediator for websources tolga urhan , laura bright , vladimir zadorozhny , maria-esther vidal , louiqa raschid 2002","efficient execution of joins in a star schema international conference on management of data","","andreas weininger","sigmod conference","","","2002"
2160,0,"reminiscences on influential papers","influential papers","per-åke larson , luis gravano , stefano ceri , leonid libkin , tova milo , kenneth a. ross","ken ross","sigmod record","acm sigmod record","2001","2002"
2161,0,"semantic interoperability in global information systems : a brief introduction to the research area and the special section amit p. sheth , aris m. ouksel sigmod record 1999","semantic and pedagogic interoperability mechanisms in the ariadne educational repository e. forte , f. haenni , k. warkentyne , e. duval , k. cardinaels , e. vervaet , k. hendrikx , m. wentland forte , f. simillion","","","","acm sigmod record","","1999"
2162,0,"adaptive filters for continuous queries over distributed data streams 2003","aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems ling liu , calton pu , david buttler , wei han , henrique paques , wei tang","jennifer widom , chris olston , jing jiang","","sigmod conference","international conference on management of data","","2000"
2163,0,"information integration and xml in ibm 's db2 vldb 2002","information rules dale a. stirling acm sigmod record 2003","patricia g. selinger","","","","",""
2164,0,"book review column karl aberer 2002","book reviews acm sigmod record 2002","","karl aberer","sigmod record","","",""
2165,0,"guest editor 's introduction sigmod record","guest editorial alon y. halevy","asuman dogac","","","the vldb journal -- the international journal on very large data bases","2002","2002"
2166,0,"the araneus web-base management system sigmod conference","database systems management and oracle8 c. gregory doherty international conference on management of data","giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni","","","","1998","1998"
2167,0,"fast algorithms for projected clustering joel l. wolf , cecilia magdalena procopiuc , jong soo park , charu c. aggarwal , philip s. yu","fast algorithms for maintaining replica consistency in lazy master replicated databases very large data bases 1999","","esther pacitti , pascale minet , eric simon","sigmod conference","","1999",""
2168,0,"report from the nsf workshop on workflow and process automation in information systems dimitrios georgakopoulos , stef joosten , marek rusinkiewicz , alexander l. wolf , walt scacchi , amit p. sheth , jack c. wileden sigmod record 1996","report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son","","","","acm sigmod record","","1996"
2169,0,"ofl : a functional execution model for object query languages sigmod conference 1995","towards an effective calculus for object query languages international conference on management of data 1995","georges gardarin , fernando machuca , philippe pucheral","leonidas fegaras , david maier","","","",""
2170,0,"temporal slicing in the evaluation of xml queries","analysis of predictive spatio-temporal queries 2003","richard t. snodgrass , dengfeng gao","yufei tao , jimeng sun , dimitris papadias","vldb","acm transactions on database systems ( tods )","2003",""
2171,0,"improving timeliness in real-time secure database systems","a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz","sang hyuk son , rasikan david , bhavani m. thuraisingham","","sigmod record","very large data bases","1996","1998"
2172,0,"query unnesting in object-oriented databases leonidas fegaras 1998","exact : an extensible approach to active object-oriented databases","","oscar d &#237; az , arturo jaime","sigmod conference","the vldb journal -- the international journal on very large data bases","","1997"
2173,1,"query evaluation in deductive databases with alternating fixpoint semantics 1995","query evaluation in deductive databases with alternating fixpoint semantics acm transactions on database systems ( tods )","weidong chen","weidong chen","acm trans . database syst .","","","1995"
2174,0,"report on first international workshop on real-time database systems 1996","improving timeliness in real-time secure database systems acm sigmod record 1996","sang hyuk son , kwei-jay lin , azer bestavros","sang h. son , rasikan david , bhavani thuraisingham","sigmod record","","",""
2175,0,"the araneus web-base management system sigmod conference","catching the boat with strudel : experiences with a web-site management system 1998","giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni","mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu","","international conference on management of data","1998",""
2176,0,"web caching for database applications with oracle web cache","building scalable internet applications with oracle8i server julie basu , jos &#233; alberto fern &#225; ndez , olga peschansky 2000","jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu","","sigmod conference","very large data bases","2002",""
2177,0,"estimating the selectivity of spatial queries using the ` correlation ' fractal dimension christos faloutsos , alberto belussi 1995","analysis of n-dimensional quadtrees using the hausdorff fractal dimension very large data bases 1996","","christos faloutsos , volker gaede","vldb","","",""
2178,0,"generalized search trees for database systems jeffrey f. naughton , avi pfeffer , joseph m. hellerstein vldb 1995","s3 : similarity search in cad database systems stefan berchtold , hans-peter kriegel 1997","","","","international conference on management of data","",""
2179,1,"expressing business rules ronald g. ross sigmod conference 2000","expressing business rules 2000","","ronald g. ross","","international conference on management of data","",""
2180,0,"optimizing multiple dimensional queries simultaneously in multidimensional databases jeffrey xu yu , weifa liang , maria e. orlowska","the multidimensional database system rasdaman p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann international conference on management of data","","","vldb j.","","2000","1998"
2181,1,"xml-based information mediation with mix yannis papakonstantinou , richard marciano , chaitanya k. baru , pavel velikhov , vincent chu , amarnath gupta , bertram ludäscher 1999","xml-based information mediation with mix international conference on management of data 1999","","chaitan baru , amarnath gupta , bertram lud &#228; scher , richard marciano , yannis papakonstantinou , pavel velikhov , vincent chu","sigmod conference","","",""
2182,0,"approximate query processing : taming the terabytes 2001","query processing techniques for arrays arunprasad p. marathe , kenneth salem","minos n. garofalakis , phillip b. gibbons","","vldb","the vldb journal -- the international journal on very large data bases","","2002"
2183,0,"query optimization for xml","sql query optimization : reordering for a general class of queries piyush goel , bala iyer 1996","jason mchugh , jennifer widom","","vldb","international conference on management of data","1999",""
2184,0,"enabling dynamic content caching for database-driven web sites qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan 2001","cache portal : technology for accelerating database-driven e-commerce web sites wen-syan li , k. sel &#231; uk candan , wang-pin hsiung , oliver po , divyakant agrawal , qiong luo , wei-kuang waine huang , yusuf akca , cemal yilmaz 2001","","","sigmod conference","very large data bases","",""
2185,0,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty 1996","the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri 1994","","","sigmod conference","very large data bases","",""
2186,1,"on xml and databases : where 's the beef ? ( panel abstract ) 2000","of xml and databases ( panel session ) : where 's the beef ? jennifer widom , adam bosworth , bruce lindsay , michael stonebraker , dan suciu","michael j. carey","","sigmod conference","international conference on management of data","","2000"
2187,0,"quotient cube : how to summarize the semantics of a data cube vldb 2002","on the semantics of now in databases acm transactions on database systems ( tods )","laks v. s. lakshmanan , jian pei , jiawei han","james clifford , curtis dyreson , tom &#225; s isakowitz , christian s. jensen , richard thomas snodgrass","","","","1997"
2188,0,"advances in databases and information systems ( adbis ) 2002","solving satisfiability and implication problems in database systems","albertas caplinskas , johann eder , olegas vasilecas","sha guo , wei sun , mark a. weiss","sigmod record","acm transactions on database systems ( tods )","","1996"
2189,0,"accessing a relational database through an object-oriented database interface vldb 1995","the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo 1999","jack a. orenstein , d. n. kamber","","","international conference on management of data","",""
2190,0,"unisql/x unified relational and object-oriented database system won kim sigmod conference","storing and querying ordered xml using a relational database system international conference on management of data","","igor tatarinov , stratis d. viglas , kevin beyer , jayavel shanmugasundaram , eugene shekita , chun zhang","","","1994","2002"
2191,0,"re-designing distance functions and distance-based applications for high dimensional data charu c. aggarwal","automatic subspace clustering of high dimensional data for data mining applications 1998","","rakesh agrawal , johannes gehrke , dimitrios gunopulos , prabhakar raghavan","sigmod record","international conference on management of data","2001",""
2192,0,"challenges for global information systems alon y. levy , divesh srivastava , abraham silberschatz , maria zemankova vldb","a graphical query language for mobile information systems 2003","","ya-hui chang","","acm sigmod record","1994",""
2193,1,"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994","the aditi deductive database system jayen vaghani , kotagiri ramamohanarao , david b. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland","","","vldb j.","the vldb journal -- the international journal on very large data bases","","1994"
2194,0,"the tv-tree : an index structure for high-dimensional data king-ip lin , h. v. jagadish , christos faloutsos 1994","the a-tree : an index structure for high-dimensional spaces using relative approximation yasushi sakurai , masatoshi yoshikawa , shunsuke uemura , haruhiko kojima","","","vldb j.","very large data bases","","2000"
2195,0,"data partitioning and load balancing in parallel disk systems vldb j.","dynamic multi-resource load balancing in parallel database systems very large data bases 1995","gerhard weikum , peter zabback , peter scheuermann","erhard rahm , robert marek","","","1998",""
2196,1,"implementation of two semantic query optimization techniques in db2 universal database","implementation of two semantic query optimization techniques in db2 universal database qi cheng , jarek gryz , fred koo , t. y. cliff leung , linqi liu , xiaoyan qian , k. bernhard schiefer very large data bases 1999","k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng","","vldb","","1999",""
2197,0,"multi-dimensional selectivity estimation using compressed histogram information 1999","improved histograms for selectivity estimation of range predicates viswanath poosala , peter j. haas , yannis e. ioannidis , eugene j. shekita international conference on management of data 1996","deok-hwan kim , ju-hong lee , chin-wan chung","","sigmod conference","","",""
2198,0,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002","unisql/x unified relational and object-oriented database system won kim 1994","","","","international conference on management of data","",""
2199,0,"a database model for object dynamics vldb j. 1997","a cost model for clustered object-oriented databases very large data bases 1995","mike p. papazoglou , bernd j. krämer","georges gardarin , jean-robert gruser , zhao-hui tang","","","",""
2200,0,"infering structure in semistructured data rajeev motwani , serge abiteboul , svetlozar nestorov sigmod record","lore : a lightweight object repository for semistructured data international conference on management of data","","dallan quass , jennifer widom , roy goldman , kevin haas , qingshan luo , jason mchugh , svetlozar nestorov , anand rajaraman , hugo rivero , serge abiteboul , jeff ullman , janet wiener","","","1997","1996"
2201,0,"transactional information systems - book review marc h. scholl 2001","duplicate removal in information system dissemination 1995","","tak w. yan , hector garcia-molina","sigmod record","very large data bases","",""
2202,0,"open object database management systems josé a. blakeley","research perspectives for time series management systems acm sigmod record","","werner dreyer , angelika kotz dittrich , duri schmidt","sigmod conference","","1994","1994"
2203,0,"optimizing multidimensional index trees for main memory access sigmod conference 2001","optimizing database architecture for the new bottleneck : memory access stefan manegold , peter a. boncz , martin l. kersten the vldb journal -- the international journal on very large data bases 2000","sang kyun cha , keunjoo kwon , kihong kim","","","","",""
2204,0,"research in database engineering at the university of namur sigmod record","florida international university high performance database research center naphtali rishe , wei sun , david barton , yi deng , cyril orji , michael alexopoulos , leonardo loureiro , carlos ordonez , mario sanchez , artyom shaposhnikov","jean-luc hainaut","","","acm sigmod record","2003","1995"
2205,0,"optimizing queries over multimedia repositories sigmod conference 1996","optimizing queries on files mariano p. consens , tova milo international conference on management of data","luis gravano , surajit chaudhuri","","","","","1994"
2206,0,"the mariposa distributed database management system sigmod record 1996","the network is the database : data management for highly distributed systems international conference on management of data 2001","jeff sidell","julio c. navas , michael wynblatt","","","",""
2207,0,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994","upsizing form file server to client server architectures corporate the access team microsoft international conference on management of data 1995","","","","","",""
2208,0,"query processing in spatial network databases vldb","distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999","nikos mamoulis , jun zhang , dimitris papadias , yufei tao","","","","2003",""
2209,0,"materialized view selection and maintenance using multi-query optimization sigmod conference 2001","optimizing queries using materialized views : a practical , scalable solution international conference on management of data","krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan","jonathan goldstein , per - &#197; ke larson","","","","2001"
2210,0,"integrating symbolic images into a multimedia database system using classification and abstraction approaches hanan samet , aya soffer vldb j.","integrating the ub-tree into a database system kernel 2000","","frank ramsak , volker markl , robert fenk , martin zirkel , klaus elhardt , rudolf bayer","","very large data bases","1998",""
2211,0,"bigsur : a system for the management of earth science data paul brown , michael stonebraker 1995","lore : a database management system for semistructured data jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom acm sigmod record","","","vldb","","","1997"
2212,0,"the ecrc multi database system sigmod conference","the mariposa distributed database management system acm sigmod record","heribert schütz , willem jonker","jeff sidell","","","1995","1996"
2213,0,"outerjoin simplification and reordering for query optimization césar a. galindo-legaria , arnon rosenthal 1997","open issues in parallel query optimization acm sigmod record","","waqar hasan , daniela florescu , patrick valduriez","acm trans . database syst .","","","1996"
2214,0,"learning about data integration challenges from day one 2003","data integration in the large : the challenge of reuse very large data bases 1994","alon y. halevy","arnon rosenthal , leonard j. seligman","sigmod record","","",""
2215,0,"parametric query optimization vldb j. 1997","coloring away communication in parallel query optimization waqar hasan , rajeev motwani very large data bases","raymond t. ng , timos k. sellis , yannis e. ioannidis , kyuseok shim","","","","","1995"
2216,0,"accessing a relational database through an object-oriented database interface vldb 1995","a taxonomy for secure object-oriented databases","jack a. orenstein , d. n. kamber","martin s. olivier , sebastiaan h. von solms","","acm transactions on database systems ( tods )","","1994"
2217,0,"metu interoperable database system sigmod conference","the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo 1999","sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic","","","international conference on management of data","1996",""
2218,0,"information systems research at rwth aachen matthias jarke","the database and information system research group at the university of ulm","","peter dadam , wolfgang klas","sigmod record","acm sigmod record","1995","1997"
2219,0,"query rewriting for semistructured data sigmod conference 1999","unql : a query language and algebra for semistructured data based on structural recursion","vasilis vassalos , yannis papakonstantinou","peter buneman , mary fernandez , dan suciu","","the vldb journal -- the international journal on very large data bases","","2000"
2220,0,"temporal database system implementations michael h. böhlen 1995","on efficiently implementing schemasql on an sql database system","","laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian","sigmod record","very large data bases","","1999"
2221,1,"on completeness of historical relational query languages acm trans . database syst .","on completeness of historical relational query languages james clifford , albert croker , alexander tuzhilin acm transactions on database systems ( tods ) 1994","james clifford , albert croker , alexander tuzhilin","","","","1994",""
2222,1,"nonstop sql : scalability and availability for decision support susanne englert 1994","nonstop sql : scalability and availability for decision support susanne englert 1994","","","sigmod conference","international conference on management of data","",""
2223,0,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002","an efficient method for checking object-oriented database schema correctness a. formica , h. d. groger , m. missikoff 1998","","","","acm transactions on database systems ( tods )","",""
2224,0,"the ccube constraint object-oriented database system sigmod conference","query unnesting in object-oriented databases international conference on management of data","alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","leonidas fegaras","","","1999","1998"
2225,1,"manipulating interpolated data is easier than you thought stéphane grumbach , philippe rigaux , luc segoufin","manipulating interpolated data is easier than you thought very large data bases","","st &#233; phane grumbach , philippe rigaux , luc segoufin","vldb","","2000","2000"
2226,1,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases vldb","evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper","alfons kemper , reinhard braumandl , jens claußen","","","very large data bases","1998","1998"
2227,0,"description logics for semantic query optimization in object-oriented database systems claudio sartori , sonia bergamaschi , domenico beneventano","the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo 1999","","","acm trans . database syst .","international conference on management of data","2003",""
2228,0,"data grid management systems arun jagatheesan , arcot rajasekar 2003","dynamat : a dynamic view management system for data warehouses yannis kotidis , nick roussopoulos international conference on management of data 1999","","","sigmod conference","","",""
2229,0,"anatomy of a native xml base management system thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer vldb j. 2002","lore : a database management system for semistructured data jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom acm sigmod record","","","","","","1997"
2230,1,"high-concurrency locking in r-trees 1995","high-concurrency locking in r-trees very large data bases","douglas banks , marcel kornacker","marcel kornacker , douglas banks","vldb","","","1995"
2231,0,"guest editorial alon y. halevy vldb j. 2002","guest editorial malcolm p. atkinson the vldb journal -- the international journal on very large data bases 2000","","","","","",""
2232,0,"book review column","book review column karl aberer acm sigmod record 2002","karl aberer","","sigmod record","","2002",""
2233,0,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002","cost-driven vertical class partitioning for methods in object oriented databases 2003","","chi-wai fung , kamalakar karlapalem , qing li","","the vldb journal -- the international journal on very large data bases","",""
2234,0,"discover : keyword search in relational databases 2002","enhanced abstract data types in object-relational databases","vagelis hristidis , yannis papakonstantinou","praveen seshadri","vldb","the vldb journal -- the international journal on very large data bases","","1998"
2235,0,"data partitioning and load balancing in parallel disk systems vldb j.","data placement in shared-nothing parallel database systems manish mehta , david j. dewitt the vldb journal -- the international journal on very large data bases 1997","gerhard weikum , peter zabback , peter scheuermann","","","","1998",""
2236,0,"issues in data stream management sigmod record","evolution and change in data management - issues and directions john f. roddick , lina al-jadir , leopoldo bertossi , marlon dumas , florida estrella , heidi gregersen , kathleen hornsby , jens lufter , federica mandreoli , tomi m &#228; nnist &#246; , enric mayol , lex wedemeijer acm sigmod record 2000","lukasz golab , m. tamer özsu","","","","2003",""
