id,label,left_title,right_title,left_brand,left_productType,left_series,left_modelPartNo,left_capacity,left_formFactor,left_interfaceBus,left_keySpecs,left_kitCount,left_editionColor,right_brand,right_productType,right_series,right_modelPartNo,right_capacity,right_formFactor,right_interfaceBus,right_keySpecs,right_kitCount,right_editionColor,left_speedPerf,right_speedPerf,left_product_type,left_interface,right_product_type,right_interface,left_Brand,left_Product Type,left_Capacity,left_Interface/Bus,left_Speed/Perf,right_Brand,right_Product Type,right_Capacity,right_Interface/Bus,right_Speed/Perf
447,0,Corsair DDR3 4GB Laptop Memory-US,Corsair Memory Vengeance Jet Black DDR3 8GB 1866MHz C9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1,Kingston DDR3 SO DIMM 4GB PC1600 CL11,Kingston Technology ValueRAM 4GB DDR3-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,0,Intel Xeon 3.06GHz Null BL20P G2 1P,Intel Xeon 3.2GHz 2M BL20P G2 2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,0,Asus Prime Z270M-Plus,Asrock Intel Z270M Extreme4 Kaby Lake Micro ATX Motherboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,0,Seagate Barracuda ST2000DM001 2TB 3.5 SATA 6Gb/s HDD,Seagate BarraCuda ST2000DM006 2TB HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,0,Apple iPad mini 4 Wi-Fi 128GB 7.9'' MK9Q2LL/A Tablets,Apple iPad Pro 512GB Gray Tablet 12.9 2017 Wi-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,0,HP PCI-E GB Server Adapter 394793-B21 HBA,HP SC40Ge Host Bus Adapter 449363-B21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,1,Asus Essence STX II 7.1,Asus Xonar Essence STX II 7.1 (90YA00NN-M0UA00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,1,HP Smart Array P600/512 Controller - storage controller (RAID) SATA 1.5Gb/s / SAS PCI-X/133 MHz,HP Smart Array P600/512 Controller - storage controller (RAID) SATA 1.5Gb/s / SAS PCI-X/133 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1,AMD A10-9700E Boxed,AMD Processor AMD QC A10-9700E 3.0GHz 3.5GHz Turbo 2MB L2 Cache 35W 2400MHz DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,0,HP 146.8-GB 10K FC-AL SSD,HP 300-GB 10K FC-AL HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,0,Asus GeForce GTX 1060 PCIe Turbo Graphics Card 6GB GDDR5,Zotac GeForce GTX 1060 AMP! Edition 3GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,0,Generic SD1GB BXP SD Secure Digital Card 1GB,HP 9.1GB Ultra2 7.2K Drive 349514-B21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,0,HP 146GB 15K 3.5 SAS,HP 72.8GB U320 SCSI 15K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,0,WD Red 1TB 3.5 SATA3 64MB 5400RPM HDD,Seagate BarraCuda 2TB SATA 6Gb/s 3.5 HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,0,"Case Logic LAPS116K 16 Sleeve Black 14"" Laptop Sleeve",HP ZBook Studio G3 i7-6700HQ 8GB 256GB SSD 15.6 FHD W7Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,0,TP-LINK TL-SG1024D 24 Port Gigabit Desktop Rackmount Switch,TP-Link TL-WN781ND PCI Express 150Mbps Wireless Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,0,Western Digital 6TB My Cloud Personal Network Attached Storage - NAS WDBCTL0060HWT-NESN,Synology DS1517+ 5 Bay Desktop NAS Enclosure with 8GB LN80187 - DS1517+ (8GB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,0,AMD Ryzen 5 1500X 3.5 GHz processor YD150XBBAEBOX Add-In Processors (CPUs),AMD Ryzen 7 1700 3.0GHz 8-Core Processor YD1700BBAEBOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,0,Intel Hex Core i7 7800X Unlocked CPU BX80673I77800X,Intel i7 6800K Broadwell Extreme Unlocked CPU BX80671I76800K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,0,Gigabyte GA-B250M-D3H Micro ATX LGA1151 Motherboard,Asus B250M-A PRIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,0,HP DL380 G6 2P X5550 2.66GHz 12GB,HP Xeon E5506 2.13GHz DL380 G6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,0,Corsair Vengeance LPX DDR4 2400MHz 16GB (2x8GB) Kit - Black,Corsair Vengeance LPX DDR4 3200MHz 16GB (4x4GB) Kit - Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,1,HP G8 G9 3 TB 6G 7.2K 3.5 SATA SC 2 Pack SSD,HP G8 G9 3 TB 6G 7.2K 3.5 SATA SC SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,0,HP Proliant Remote Insight Board 157866-001 2.5in SATA 6Gbps,FAN CHASSIS 120MM 130 122633-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,0,Asus H110M-A/M.2 MATX 1151 Intel H110 2xDDR4 6xSATA3 4xUSB3 D-SUB DVI HDMI,Gigabyte H110M-S2HP Intel Micro ATX Motherboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,0,Kingston DataTraveler microDuo 3C USB flash drive 32GB,Sandisk Cruzer Ultra 32GB USB 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1,AMD Ryzen 5 1600X Boxed Without Cooler,AMD Ryzen 5 Six Core 1600X 4.00GHz Socket AM4 Processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,0,Seagate Barracuda 500GB Internal Hard Drive SATA 6Gb/s HDD,Western Digital Red 1TB 3.5 SATA 6Gb/s HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1,Asus Radeon HD 7850 DC2 2GB GDDR5 Graphics Card,Asus Radeon HD 7850 V2 2GB GDDR5 DirectCU II Video Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,0,Asus GeForce GTX 1080 Turbo 8GB GDDR5X Graphics Card,Gigabyte GeForce GTX 1070 Windforce OC 8GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,0,AMD Ryzen 5 Six Core 1600 3.60GHz Socket AM4 Processor - Retail,AMD Processor Ryzen 3 QC 1200 3.1GHz 3.4GHz Turbo 8MB Cache 65W 2667MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,1,Gigabyte Brix GB-BKi5HA-7200 Intel Core i5 Kabylake DDR4 Mini PC | OcUK,Gigabyte GB-BKI5HA-7200 BRIX S@es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,0,HP Xeon E5506 2.13GHz BL280c G6 507825-B21,HP Xeon E5345 2.33GHz DL160 G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1,HP 60-GB 2.5 SATA SSD,HP 60-GB 2.5 SATA SSD DL165 G5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,0,HP Smart Array P600 SATA 1.5Gb/s SAS PCI-X RAID Controller,HP E5506 2.13GHz ML370 G6 Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,0,HP Probook 640 G2 8GB + Ultra Slim Docking Carepack HP Store España,Asus ZenBook 3 Deluxe UX490UA-BE029T i5-7200u 8GB 256GB SSD 14 W10 Azul Black Friday 2017 Megacomponentes.com informática y tecnología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,0,HP ProDesk 600 SFF,StarTech TX3 Replacement Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,0,"HP EliteOne 800 G1 Core i5 4590S 4 GB 256GB LED 23"" HP 23 L5M82US#ABA-DUP Desktop",Apple Mac mini DTS Core i5 2.6 GHz 8 GB 1 TB Apple TB MGEN2LL/A Desktop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,0,Seagate ST31000340AS 1TB 7.2K 3.5 SATA 3G,Seagate ST31000524NS EQL 1TB 7.2K 3.5 SATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,0,PNY Nvidia Quadro M4000 Graphics Card 8GB GDDR5 1664 CUDA Core SATA III,PNY nVidia Quadro K1200 DP Graphics Card 4GB GDDR5 DisplayPort PCIe 3.0 x16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,0,AMD Athlon X4 860K Boxed 3.70GHz Edition,AMD FX-6300 3.5GHz 6-Core Processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,0,AMD Ryzen 7 1700X 3.4GHz 8C 95W Box Processor,AMD Ryzen Threadripper 1900X 3.8GHz 8C 16MB L3 Cache 180W DDR4-2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,0,HP Opteron 2354 2.2GHz DL165 G5  Null,HP 16GB (1x16GB) SDRAM DIMM  Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1,HP Proliant Remote Insight Board 157866-001,HP Proliant Remote Insight Board 157866-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,0,HPE 2GB DDR2-667 SDRAM Module (408851-B21),HP 2GB (2x1GB) 266MHz SDRAM Kit (300680-B21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,0,HP Ultra SCSI-3 10K SSD 9.1GB,HP PC3200 Reg ECC Kit 1GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,0,SanDisk MicroSDHC 32GB UHS-I/Class 10 48MB/s,Gigaram MSDHC 16GB Class 6 Micro Secure Digital High Capacity Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0,Corsair Force LS v2 120GB SATA SSD,Samsung 850 EVO 1TB 2.5-Inch SATA III Internal SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,0,HP 146.8-GB 10K FC-AL HDD BD1465822C,HP 36.4-GB 10K FC-AL Null BD03656ABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1,Gigabyte Brix GB-BXBT-2807 Intel Celeron (Baytrail) DDR3 Barebones PC,Gigabyte BRIX GB-BXBT-2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,0,TP-Link TL-WN951N,Asus PCE-AC55BT PCI-Express x1 802.11a/b/g/n/ac Wi-Fi Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,0,HP Pavilion Laptop,HP Pavilion Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1,AMD FX-4300 Boxed,AMD FX 4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,0,Intel Xeon E5-2609V2 CPU 712741-B21,HP G8 G9 960GB 2.5 SATA 6G SSD 756601-B21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,0,Intel Core i7-6700K,Intel Core i5-7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,0,TP-Link AV1000 Powerline Starter Kit TL-PA7020PKIT 2-port Gigabit Passthrough,TP-Link TL-WN881ND Wireless N PCI Express Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,0,Kingston HyperX FURY Blue 8GB DDR3 1866MHz RAM,Kingston HyperX Impact Black Series 8GB DDR3L 1600MHz CL9 SODIMM RAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1,HP 146.8-GB 10K FC-AL HDD BD1465822C,HP 146.8-GB 10K FC-AL BD1465822C-5Pack 5 Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,0,Asus GeForce GTX 1070 Turbo 8GB GDDR5,EVGA - GeForce GTX 1080 8GB Founders Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,0,OCZ RD400 128GB PCIe NVMe AIC SSD SSD LN72985 - RVD400-M22280-128G-A,Intel 540s 240GB M.2 SATA SSD SSD SSDSCKKW240H6X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,0,HP 110 SDLT SSD 200GB,HP PC2-5300 SDRAM Kit 64GB (8x8GB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,0,Asus VivoBook Pro N552VX-FY024T i7-6700HQ 8GB 1TB Nvida GTX950 4GB W10,Asus ROG G501VW-FW106T i7-6700HQ 8GB 1TB Nvidia GTX960 2GB W10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,0,HP 4GB PC3-8500 RDIMM DIMM 1x4GB 8500S RAM,HP Proliant Low Power kit 647897-B21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,0,HP Smart Array P222 storage controller SATA 6Gb/s PCIe 3.0 x8 x8,HPE Smart Array P420 6Gb/s RAID Controller 631671-B21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,0,HP 2GB (2x1GB) PC2-5300 SDRAM Kit,HP 8GB (2x4GB) PC2-5300 LP SDRAM Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,0,Asus TUF Sabertooth X99 ATX Motherboard Intel Socket 2011-3,Asus H170M-E D3 Micro ATX Motherboard LGA1151 Socket H170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,0,"Intel SSDSC2BA800G401 Solid State Drive DC S3710 Series 800GB SATA 2.5"" SSD",Lenovo 4XB0H30209 Solid State Drive M.2 Card 180GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,0,Western Digital 240GB Green M.2 SSD WDS240G1G0B,SanDisk 256GB Z400s SATA 6Gb/s SD8SNAT-256G-1122 SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,0,Tp-Link TL-WN881ND 300Mbps 2 antenna Wireless PCI-E Card,StarTech.com 1-Port PCI 32 Bit Gigabit Ethernet Network Adaptor Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,0,Kingston DDR3 RAM Kit 8GB 1333 PC3-10600,HP DDR2 RDIMM 4GBx2 240p PC2-5300 CL5 36c 256x4 - Low Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,0,HP X5560 2.80GHz ML350 G6 Server Part 495906-B21,HP Ethernet 1Gb 4-Port 366M Adapter 615729-B21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,0,Kingston 64GB DDR4 CL14 2133MHZ RAM Kit,Corsair 16GB DDR4 CL14 2133MHZ FURYBLACK RAM Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,0,Gigabyte GA-Z170N-Gaming 5 LGA1151 Socket Mini ITX Motherboard DDR4,Gigabyte GA-Z270N-WIFI Intel Z270 Socket 1151 DDR4 Mini-ITX Motherboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,0,HP 6TB SAS 7200RPM 3.5 SSD HDD,Seagate 1TB SATA 7200RPM 3.5 HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,0,"Western Digital Gold RE 6TB SATA 128MB 3.5""",Kingston DataTraveler SE9H USB 32GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,0,Kingston 16GB Class 4 MicroSDHC Flash Card TSDC4/16GB Blank Video Media,Transcend 32GB SDHC Class 10 Flash Memory Card TS32GSDHC10 Camera Photo Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1,Kingston Fury Black DDR4-2400 C15 64GB Kit (4x16GB) HX424C15FBK4/64,Kingston HyperX Fury DDR4-2400 PC4-19200 64GB Kit (4x16GB) CL15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,0,HP 6-TB 6G 7.2K 3.5 SAS HDD,HP G8 G9 3-TB 6G 7.2K 3.5 SATA SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,0,Acer KA240H 24 TN Negro PC Monitor,StarTech.com Dual Video Universal USB 3.0 Laptop Docking Station HDMI DVI VGA Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,0,Dell Inspiron 630M PA-1900-02D Power Adapter,HP 199679-001 SCSI DLT Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1,EAF Supply Chain Tape Drives,HP StorageWorks Internal DLT SCSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,1,Gigabyte GeForce GTX 1070 WINDFORCE OC 8GB,Gigabyte NVIDIA GeForce GTX 1070 WINDFORCE OC LN73459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,0,HP MSA50 10-Bay 1U Enclosure,HP 2GB PC2-5300 SDRAM Module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,0,Kingston Digital 128GB Data Traveler SE9 G2 USB 3.0 - US Data Storage,PENDR 128GB USB 3.0 NEGRO DT100G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,1,Seagate ST3750330NS 750GB 3.5 SATA 3G HDD,Seagate Barracuda ES.2 ST3750330NS 750GB 3.5 HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1,AMD A6-9500 APU,AMD DC A6-9500 APU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,0,HP 500660-B21 4GB PC3-8500R-7 LP RDIMM,HP 647897-B21 8GB (1x8GB) LP SDRAM RDIMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,0,StarTech.com Drive Duplicator and Eraser for 2.5in 3.5in SATA SATDUP11 Disk Cleaners,Seagate IronWolf 1TB NAS 5900RPM SATA 6Gb/s 64MB Cache HDD ST1000VN002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1,Corsair Carbide SPEC-03 Orange Windowed,Corsair Carbide SPEC 3 Windowed ATX PC Gaming Case Orange Fan Fan LN68470 - CC-9011054-WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,0,SanDisk Cruzer Fit SSD CZ33 16GB USB 2.0 Low-Profile Flash Drive,SanDisk iXpand USB 3.0 Flash Drive 64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,0,SeeThru MacBook Pro with Retina Display 13 Case,Macbook Pro 13.3-inch Dual Core i5 (Mid 2012) MD101LL/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,0,Kingston DataTraveler microDuo 32GB USB 3.0 Flash Drive,Corsair Flash Voyager Slider X2 32GB Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,0,Corsair 100R Silent ATX Mid Tower Case CC-9011077-WW,Antec P380 Windowed Full Tower PC Gaming Case LN61713 - 0-761345-83800-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1,Apple iPad Pro 10.5 Midnight Blue Smart Cover,Smart Cover Ipad Pro 10.5 - Black Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,0,HP ML530R G2 Xeon 3.0GHz 1GB SAS HDD,HP 400-GB 10K 3.5 SAS HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1,TP-Link TL-SG1024D 24 Port Gigabit Desk/Rackmount Switch,TP-LINK TL-SG1024D 24 Port Gigabit Desktop Rackmount Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,1,Acer KA KA240H 24 TN Negrо Full HD PC Monitor 1920X1080 16:9 7MS,Acer KA240H 24 LED Monitor - 16:9 5 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,0,Palit NVIDIA GeForce GTX 1080 8GB GameRock LN73341,Asus GeForce GTX 1070 Ti Turbo Boost 8GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,0,HP Xeon E7400 2.8GHz DL120 G5 533993-B22,HP Xeon E5506 2.13GHz BL280c G6 507825-B21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,0,Transcend microSDXC UHS-I 64GB 300x Class 10,TARJETA SDHC Class 10 32GB 300X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,1,HP 240GB SSD SATA 6Gb/s,HPE Read Intensive-2 240 GB SATA 6Gb/s SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1,HPE 2GB DDR-333 DDR SDRAM Module (358349-B21),HP 2GB PC2700 SDRAM Module (358349-B21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,0,Kingston Digital Data Traveler Micro Duo 64GB USB 3.0 OTG MUF-32TD/64GB,DataTraveler microDuo - 16 Go USB 3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,0,HP PL 8500R (2) Xeon 550MHz 1MB 1GB,HP REMAN L5640 DL380G7 KIT HP KIT - 587507-B21 Add-In Processors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,0,Asus GeForce GTX 750 Ti OC 2GB GDDR5,Asus GeForce GTX 1070 Turbo 8GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,1,Corsair Vengeance LPX DDR4-3000 RAM Kit CMK16GX4M4B3000C15R 16GB (4 x 4GB),Corsair Vengeance LPX CMK16GX4M4B3000C15R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,0,Asus H170M-E DDR3 Micro ATX Motherboard (Socket 1151) Intel H170,Asus PRIME B250M-A LGA1151 Micro ATX Motherboard (PRIME B250M-A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,0,Kingston 8GB DDR3 SDRAM DIMM Kit (KVR13N9S8HK2/8),Kingston 4GB DDR3 SO-DIMM (KVR16S11S8/4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,0,Apple iPad Mini 4  128GB WiFi Silver,Apple 12.9-inch iPad Pro Wi-Fi 32GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,0,221275 B21 DL740R Xeon 1MB Hz,HP Intel Xeon X7560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,0,Kingston DDR2-800 2GB SODIMM RFB PC2-6400 CL6 1Rx8 1.8V RAM,Kingston HyperX Fury Series 8GB DDR3-1866 CL10 HX318C10F/8 RAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,1,Logitech HD Pro C920 Refresh,Logitech HD Pro C920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,0,Corsair Dominator Platinum CMD16GX4M2B3000C15,Corsair Vengeance LED 32GB (2 x 16GB) DDR4 DRAM 3000MHz C15 Memory Kit Red LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,1,Logitech BCC950 USB Full HD 1080p ConferenceCam,Polycom Interface Module SS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,1,Asus GeForce GTX 1070 Turbo 8GB GDDR5,Asus TURBO-GTX1070-8G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,1,Kingston DDR3 Value 8GB 1600MHz (2x4GB),Kingston KVR16N11S8K2/8 8GB 2X4GB Kits 1600MHz Non-ECC CL11 DIMM X8 X8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,1,Gigaram 32GB CF CompactFlash,Gigaram TS32GCF1000 DFE 32GB CF 1000x 160MB/s CompactFlash Card Transcend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,0,Dell Vostro Laptop,HP Spectre x360 Convertible Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,0,AMD Ryzen 3 Quad Core 1300X 3.70GHz Processor - Retail - AMD,AMD Quad Core A10 9700E AM4 CPU/Processor with Radeon Graphics - AD9700AHABBOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,0,SanDisk iXpand USB 3.0 Flash Drive 64GB,Corsair Flash Voyager GO 32GB USB 3.0 Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,0,Samsung 850 EVO MZ-N5E1T0 1TB SATA 6Gb/s SSD,Samsung M.2 850 EVO 250GB SATA SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,0,Apple Smart Keyboard MPTL2LL/A Tablet Case,Apple MJYR2LL/A Smart Keyboard for 12.9-inch iPad Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,0,Corsair 4GB DDR3 1066MHz PC3-8500 SODIMM Memory Module,Corsair Vengeance 8GB (2 x 4GB) DDR3-1866 Memory Memory CMZ8GX3M2A1866C9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,0,Corsair Vengeance 4GB DDR3-1600 Memory (CMZ4GX3M1A1600C9B),Corsair Memory 4GB DDR3 SO-DIMM PC3-10666 (1333) Laptop LN32201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1,HP 9.1GB Ultra SCSI-3 10K SSD HD00931C35 10K,HP 9.1GB Ultra SCSI-3 10K SSD HD00931C35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1,336047-B21 KVM USB Console Interface,336047-B21 KVM USB Console Interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
