id,label,name_left,name_right,addr_left,addr_right,city_left,city_right,phone_left,phone_right,type_left,type_right,class_left,class_right,left_canonical_name,left_standardized_address,left_standardized_city,left_standardized_phone,left_standardized_class,left_standardized_cuisine,right_canonical_name,right_standardized_address,right_standardized_city,right_standardized_phone,right_standardized_class,right_standardized_cuisine
141,0,` hard rock cafe ',` edison cafe ',' 221 w. 57th st. ',' 228 w. 47th st. ',` new york ',` new york city ',212/489 -6565,212-840-5000,american,diners,261,611,hard rock cafe,221 west 57th street,new york,2124896565,unknown,american,edison cafe,228 west 47th street,New York City,2128405000,unknown,diners
142,1,` dining room ritz-carlton buckhead ',` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/237 -2700,404-237-2700,international,` american ( new ) ',90,90,dining room ritz-carlton buckhead,3434 peachtree road,Atlanta,4042372700,unknown,international,ritz-carlton dining room,3434 peachtree road ne,Atlanta,4042372700,unknown,american
143,1,` smith & wollensky ',` smith & wollensky ',' 201 e. 49th st. ',' 797 third ave. ',` new york ',` new york city ',212/753 -1530,212-753-1530,american,steakhouses,62,62,smith & wollensky,201 e. 49th street,new york,2127531530,62,american,smith & wollensky,797 third avenue,New York City,2127531530,unknown,steakhouses
144,0,` matthew \ 's ',` masa \ 's ',' 1030 3rd ave. at 61st st. ',' 648 bush st. ',` new york ',` san francisco ',212/838 -4343,415-989-7154,american,` french ( new ) ',305,106,matthews,1030 3rd avenue at 61st street,New York,2128384343,unknown,american,masa s,648 bush street,San Francisco,4159897154,unknown,french
145,0,` border grill ',` roosevelt tamale parlor ',' 4th st. ',' 2817 24th st. ',` los angeles ',` san francisco ',310/451 -1655,415-550-9213,mexican,mexican,116,742,border grill,4th street,los angeles,3104511655,unknown,mexican,roosevelt tamale parlor,2817 24th street,San Francisco,4155509213,unknown,mexican
146,0,` cafe ritz-carlton buckhead ',` la grotta ',' 3434 peachtree rd. ',' 2637 peachtree rd. ne ',atlanta,atlanta,404/237 -2700,404-231-1368,` ext 6108 international ',italian,89,85,cafe ritz-carlton buckhead,3434 peachtree road,Atlanta,4042372700,unknown,international,la grotta,2637 peachtree road ne,Atlanta,4042311368,unknown,italian
147,0,` vivande porta via ',` plumpjack cafe ',' 2125 fillmore st. ',' 3127 fillmore st. ',` san francisco ',` san francisco ',415/346 -4430,415-563-4755,italian,` american ( new ) ',524,108,vivande porta,2125 fillmore street,San Francisco,4153464430,unknown,italian,plumpjack cafe,3127 fillmore street,san francisco,4155634755,unknown,american
148,1,pisces,pisces,'95 ave. a at 6th st. ','95 ave. a ',` new york ',` new york city ',212/260 -6660,212-260-6660,seafood,seafood,54,54,pisces,95 avenue a at sixth street,new york,2122606660,unknown,seafood,pisces,95 avenue a,New York City,2122606660,unknown,seafood
149,0,` le chardonnay ',citrus,' 8284 melrose ave. ',' 6703 melrose ave. ',` los angeles ',` los angeles ',213/655 -8880,213-857-0034,french,californian,12,6,le chardonnay,8284 melrose avenue,Los Angeles,2136558880,unknown,french,citrus,6703 melrose avenue,Los Angeles,2138570034,unknown,californian
150,0,bruno,lutece,' 240 e. 58th st. ',' 249 e. 50th st. ',` new york ',` new york city ',212/688 -4190,212-752-2225,italian,` french ( classic ) ',195,44,bruno,240 east 58th street,New York,2126884190,unknown,italian,lutece,249 e. 50th street,New York City,2127522225,unknown,french
151,0,march,` shun lee palace ',' 405 e. 58th st. ',' 155 e. 55th st. ',` new york ',` new york city ',212/754 -6272,212-371-8844,american,chinese,46,60,march,405 e. 58th street,New York,2127546272,unknown,american,shun lee palace,155 e 55th street,New York City,2123718844,unknown,chinese
152,0,toulouse,abruzzi,' b peachtree rd. ',' 2355 peachtree rd. ne ',atlanta,atlanta,404/351 -9533,404-261-8186,french,italian,92,74,toulouse,b peachtree road,atlanta,4043519533,unknown,french,abruzzi,2355 peachtree road ne,Atlanta,4042618186,unknown,italian
153,0,` yolie \ 's ',` le montrachet bistro ',' 3900 paradise rd. ',' 3000 paradise rd. ',` las vegas ',` las vegas ',702/794 -0700,702-732-5651,` steak houses ',` french bistro ',452,69,yolie s,3900 paradise road,las vegas,7027940700,unknown,steak,le montrachet,3000 paradise road,Las Vegas,7027325651,unknown,french
154,0,` chin \ 's ',` madame ching \ 's ',' 3200 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-894-7111,asian,asian,67,662,chins,3200 las vegas blvd s,Las Vegas,7027338899,unknown,asian,madame chings,3300 las vegas boulevard south,Las Vegas,7028947111,unknown,asian
155,1,granita,granita,' 23725 w. malibu rd. ',' 23725 w. malibu rd. ',malibu,malibu,310/456 -0488,310-456-0488,californian,californian,8,8,granita,23725 west malibu road,Malibu,3104560488,unknown,californian,granita,23725 w malibu road,Malibu,3104560488,unknown,californian
156,1,` l \ ` orangerie ',` l \ ` orangerie ',' 903 n. la cienega blvd. ',' 903 n. la cienega blvd. ',` los angeles ',` w. hollywood ',310/652 -9770,310-652-9770,french,` french ( classic ) ',11,11,orangerie,903 n la cienega blvd,Los Angeles,3106529770,unknown,french,orangerie,903 north la cienega boulevard,w. hollywood,3106529770,unknown,french
157,1,` georgia grille ',` georgia grille ',' 2290 peachtree rd. . peachtree square shopping center ',' 2290 peachtree rd. ',atlanta,atlanta,404/352 -3517,404-352-3517,american,southwestern,81,81,georgia grille,2290 peachtree road peachtree square shopping center,atlanta,4043523517,unknown,american,georgia grille,2290 peachtree road,Atlanta,4043523517,unknown,southwestern
158,0,` camille \ 's ',` uncle bill \ 's pancake house ',' 1186 n. highland ave. ',' 1305 highland ave. ',atlanta,` manhattan beach ',404/872 -7203,310-545-5177,italian,diners,388,599,camille s,1186 n highland ave,Atlanta,4048727203,unknown,italian,uncle bills pancake house,1305 highland avenue,Manhattan Beach,3105455177,unknown,diners
159,0,` antonio \ 's ',` fiore rotisserie & grille ',' 3700 w. flamingo ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/252 -7737,702-252-7702,italian,italian,423,660,antonios,3700 w flamingo,Las Vegas,7022527737,unknown,italian,fiore rotisserie & grille,3700 w flamingo road,Las Vegas,7022527702,unknown,italian
160,0,bistango,` ritz-carlton restaurant ',' 1100 peachtree st. ',' 181 peachtree st. ',atlanta,atlanta,404/724 -0901,404-659-0400,mediterranean,` french ( classic ) ',386,91,bistango,1100 peachtree street,Atlanta,4047240901,unknown,mediterranean,ritz-carlton restaurant,181 peachtree street,atlanta,4046590400,91,french
161,0,` cafe roma ',` chin \ 's ',' 3570 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-733-8899,` coffee shops/diners ',chinese,433,67,cafe roma,3570 las vegas boulevard south,Las Vegas,7027317547,unknown,coffee,chins,3200 las vegas boulevard south,las vegas,7027338899,unknown,chinese
162,0,` ralph \ 's diner ',` michael \ 's ( las vegas ) ',' 3000 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-737-7111,` coffee shops/diners ',continental,448,664,ralphs diner,3000 las vegas blvd s,las vegas,7027326330,unknown,unknown,michael-s,3595 las vegas blvd s,Las Vegas,7027377111,unknown,continental
163,0,helmand,` carmine \ 's ',' 430 broadway ',' 2450 broadway ',` san francisco ',` new york city ',415/362 -0641,212-362-2200,` greek and middle eastern ',italian,479,28,helmand,430 broadway,san francisco,4153620641,unknown,greek and middle eastern,carmine s,2450 broadway,New York City,2123622200,unknown,italian
164,0,mikado,` michael \ 's ( las vegas ) ',' 3400 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-737-7111,asian,continental,446,664,mikado,3400 las vegas blvd s,Las Vegas,7027917111,unknown,asian,michael s,3595 las vegas blvd s,Las Vegas,7027377111,unknown,continental
165,1,lulu,` lulu restaurant-bis-cafe ',' 816 folsom st. ',' 816 folsom st. ',` san francisco ',` san francisco ',415/495 -5775,415-495-5775,mediterranean,mediterranean,105,105,lulu,816 folsom street,San Francisco,4154955775,unknown,mediterranean,lulu,816 folsom street,San Francisco,4154955775,unknown,mediterranean
166,0,` the bacchanal ',` buccaneer bay club ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-894-7350,` only in las vegas ',continental,449,657,bacchanal,3570 las vegas blvd s,las vegas,7027317525,unknown,unknown,buccaneer bay club,3300 las vegas blvd s,Las Vegas,7028947350,unknown,continental
167,0,` le marais ',` virgil \ 's real bbq ',' 150 w. 46th st. ',' 152 w. 44th st. ',` new york ',` new york city ',212/869 -0900,212-921-9494,american,bbq,290,66,le marais,150 west 46th street,new york,2128690900,unknown,american,virgils real bbq,152 w 44th street,new york city,2129219494,unknown,bbq
168,0,` le chantilly ',yama,' 106 e. 57th st. ',' 122 e. 17th st. ',` new york ',` new york city ',212/751 -2931,212-475-0969,french,japanese,285,654,le chantilly,106 e 57th street,New York,2127512931,unknown,french,yama,122 e 17th street,New York City,2124750969,unknown,japanese
169,0,` pano \ 's and paul \ 's ',' 103 west ',' 1232 w. paces ferry rd. ',' 103 w. paces ferry rd. ',atlanta,atlanta,404/261 -3662,404-233-5993,international,continental,88,675,pano s and paul s,1232 w paces ferry road,Atlanta,4042613662,unknown,international,103 west,103 w paces ferry road,atlanta,4042335993,unknown,continental
170,0,` ralph \ 's diner ',` sterling brunch ',' 3000 las vegas blvd. s ',' 3645 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-739-4651,` coffee shops/diners ',eclectic,448,673,ralphs diner,3000 las vegas blvd s,las vegas,7027326330,unknown,coffee shops/diners,sterling brunch,3645 las vegas blvd south,Las Vegas,7027394651,unknown,eclectic
171,0,` tadich grill ',aqua,' 240 california st. ',' 252 california st. ',` san francisco ',` san francisco ',415/391 -2373,415-956-9662,seafood,` american ( new ) ',519,95,tadich grill,240 california street,san francisco,4153912373,unknown,seafood,aqua,252 california street,San Francisco,4159569662,unknown,american
172,0,sanppo,postrio,' 1702 post st. ',' 545 post st. ',` san francisco ',` san francisco ',415/346 -3486,415-776-7825,asian,californian,510,109,sanppo,1702 post street,San Francisco,4153463486,unknown,asian,postrio,545 post street,San Francisco,4157767825,unknown,californian
173,1,` restaurant katsu ',katsu,' 1972 n. hillhurst ave. ',' 1972 hillhurst ave. ',` los angeles ',` los feliz ',213/665 -1891,213-665-1891,asian,japanese,10,10,restaurant katsu,1972 n hillhurst avenue,los angeles,2136651891,unknown,asian,katsu,1972 hillhurst avenue,Los Feliz,2136651891,unknown,japanese
174,0,petrossian,felidia,' 182 w. 58th st. ',' 243 e. 58th st. ',` new york ',` new york city ',212/245 -2214,212-758-1479,french,italian,52,33,petrossian,182 west 58th street,new york,2122452214,unknown,french,felidia,243 e. 58th street,New York City,2127581479,unknown,italian
175,0,` zuni cafe & grill ',` cafe flore ',' 1658 market st. ',' 2298 market st. ',` san francisco ',` san francisco ',415/552 -2522,415-621-8579,mediterranean,californian,532,722,zuni cafe & grill,1658 market street,San Francisco,4155522522,unknown,mediterranean,cafe flore,2298 market street,San Francisco,4156218579,unknown,californian
176,0,` la folie ',` swan oyster depot ',' 2316 polk st. ',' 1517 polk st. ',` san francisco ',` san francisco ',415/776 -5577,415-673-1101,french,seafood,104,746,la folie,2316 polk street,San Francisco,4157765577,unknown,french,swan oyster depot,1517 polk street,San Francisco,4156731101,unknown,seafood
177,0,bistro,` michael \ 's ( las vegas ) ',' 3400 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-737-7111,continental,continental,429,664,bistro,3400 las vegas boulevard south,Las Vegas,7027917111,continental,unknown,michaels,3595 las vegas boulevard s.,las vegas,7027377111,unknown,continental
178,0,` virgil \ 's ',` les celebrites ',' 152 w. 44th st. ',' 155 w. 58th st. ',` new york ',` new york city ',' 212 / 921-9494 ',212-484-5113,american,` french ( classic ) ',66,42,virgils,152 w 44th street,new york,2129219494,unknown,american,les celebrites,155 w 58th street,new york city,2124845113,unknown,french
179,0,` virgil \ 's ',petrossian,' 152 w. 44th st. ',' 182 w. 58th st. ',` new york ',` new york city ',' 212 / 921-9494 ',212-245-2214,american,russian,66,52,virgil s,152 w 44th street,New York,2129219494,unknown,american,petrossian,182 west 58th street,New York City,2122452214,unknown,russian
180,0,abbey,tortillas,' 163 ponce de leon ave. ',' 774 ponce de leon ave. ne ',atlanta,atlanta,404/876 -8532,404-892-0193,international,tex-mex,379,716,abbey,163 ponce de leon avenue,Atlanta,4048768532,unknown,international,tortillas,774 ponce de leon avenue ne,atlanta,4048920193,unknown,tex-mex
181,0,` restaurant ritz-carlton atlanta ',` morton \ 's of chicago ( atlanta ) ',' 181 peachtree st. ',' 303 peachtree st. ne ',atlanta,atlanta,404/659 -0400,404-577-4366,continental,steakhouses,91,704,ritz-carlton atlanta,181 peachtree street,Atlanta,4046590400,unknown,continental,morton of chicago,303 peachtree street ne,atlanta,4045774366,unknown,steakhouses
182,0,` bertolini \ 's ',` tre visi ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-891-7331,italian,italian,427,674,bertolini,3570 las vegas blvd s,Las Vegas,7027354663,427,italian,tre visi,3799 las vegas blvd s,las vegas,7028917331,unknown,italian
183,0,` mon kee seafood restaurant ',` lombardi \ 's ',' 679 n. spring st. ','32 spring st. ',` los angeles ',` new york city ',213/628 -6717,212-941-7994,asian,pizza,147,625,mon kee seafood,679 n spring st,los angeles,2136286717,unknown,asian,lombardi,32 spring street,New York City,2129417994,unknown,pizza
184,0,lespinasse,felidia,' 2 e. 55th st. ',' 243 e. 58th st. ',` new york ',` new york city ',212/339 -6719,212-758-1479,american,italian,43,33,lespinasse,2 east 55th street,new york,2123396719,unknown,american,felidia,243 e 58th street,new york city,2127581479,unknown,italian
185,0,posto,` art \ 's deli ',' 14928 ventura blvd. ',' 12224 ventura blvd. ',` sherman oaks ',` studio city ',818/784 -4400,818-762-1221,italian,delis,156,1,posto,14928 ventura blvd.,sherman oaks,8187844400,unknown,italian,arts deli,12224 ventura blvd,Studio City,8187621221,unknown,delis
186,0,toulouse,` ritz-carlton cafe ( buckhead ) ',' b peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/351 -9533,404-237-2700,french,` american ( new ) ',92,89,toulouse,b peachtree road,Atlanta,4043519533,unknown,french,ritz-carlton cafe,3434 peachtree rd ne,Atlanta,4042372700,unknown,american
187,0,` bone \ 's ',` rae \ 's ',' 3130 piedmont road ',' 2901 pico blvd. ',atlanta,` santa monica ',404/237 -2663,310-828-7937,american,diners,76,589,bone s,3130 piedmont road,Atlanta,4042372663,unknown,american,raes,2901 pico boulevard,Santa Monica,3108287937,unknown,diners
188,0,` the palm ',` la cachette ',' 9001 santa monica blvd. ',' 10506 little santa monica blvd. ',` los angeles ',` century city ',310/550 -8811,310-470-4992,american,` french ( new ) ',15,568,palm,9001 santa monica blvd.,los angeles,3105508811,unknown,american,la cachette,10506 little santa monica boulevard,Century City,3104704992,unknown,french
189,0,` le perigord ',` four seasons ',' 405 e. 52nd st. ','99 e. 52nd st. ',` new york ',` new york city ',212/755 -6244,212-754-9494,french,` american ( new ) ',291,34,le perigord,405 e 52nd street,New York,2127556244,unknown,french,four seasons,99 e 52nd street,New York City,2127549494,unknown,american
190,1,aquavit,aquavit,'13 w. 54th st. ','13 w. 54th st. ',` new york ',` new york city ',212/307 -7311,212-307-7311,continental,scandinavian,24,24,aquavit,13 w 54th street,New York,2123077311,unknown,continental,aquavit,13 w 54th street,new york city,2123077311,24,scandinavian
191,0,bistro,` coyote cafe ( las vegas ) ',' 3400 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-891-7349,continental,southwestern,429,68,bistro,3400 las vegas blvd south,las vegas,7027917111,unknown,continental,coyote cafe,3799 las vegas blvd s,Las Vegas,7028917349,unknown,southwestern
192,0,` pinot bistro ',` sushi nozawa ',' 12969 ventura blvd. ',' 11288 ventura blvd. ',` los angeles ',` studio city ',818/990 -0500,818-508-7017,french,japanese,18,595,pinot bistro,12969 ventura blvd.,los angeles,8189900500,unknown,french,sushi nozawa,11288 ventura blvd.,Studio City,8185087017,unknown,japanese
193,0,` carnival world ',` buzio \ 's in the rio ',' 3700 w. flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/252 -7777,702-252-7697,buffets,seafood,435,658,carnival world,3700 w flamingo road,las vegas,7022527777,unknown,buffets,buzios in the rio,3700 w flamingo rd,Las Vegas,7022527697,unknown,seafood
194,1,fenix,` fenix at the argyle ',' 8358 sunset blvd. west ',' 8358 sunset blvd. ',hollywood,` w. hollywood ',213/848 -6677,213-848-6677,american,` french ( new ) ',7,7,fenix,8358 sunset blvd west,Hollywood,2138486677,unknown,american,fenix at the argyle,8358 sunset blvd.,w hollywood,2138486677,unknown,french
195,0,` yolie \ 's ',` rae \ 's ',' 3900 paradise rd. ',' 2901 pico blvd. ',` las vegas ',` santa monica ',702/794 -0700,310-828-7937,` steak houses ',diners,452,589,yolie,3900 paradise road,Las Vegas,7027940700,unknown,steak houses,raes,2901 pico boulevard,Santa Monica,3108287937,unknown,diners
196,0,` luna si ',` palm the ( atlanta ) ',' 1931 peachtree rd. ',' 3391 peachtree rd. ne ',atlanta,atlanta,404/355 -5993,404-814-1955,continental,steakhouses,405,709,luna si,1931 peachtree road,atlanta,4043555993,unknown,continental,palm the,3391 peachtree rd ne,atlanta,4048141955,unknown,steakhouses
197,0,` la reserve ',` wollensky \ 's grill ',' 4 w. 49th st. ',' 205 e. 49th st. ',` new york ',` new york city ',212/247 -2993,212-753-0444,french,steakhouses,281,653,la reserve,4 w 49th street,new york,2122472993,unknown,french,wollenskys grill,205 e 49th street,new york city,2127530444,unknown,steakhouses
198,0,` le colonial ',` shun lee palace ',' 149 e. 57th st. ',' 155 e. 55th st. ',` new york ',` new york city ',' 212 / 752-0808 ',212-371-8844,asian,chinese,286,60,le colonial,149 e. 57th street,new york,2127520808,unknown,asian,shun lee palace,155 e. 55th street,New York City,2123718844,unknown,chinese
199,0,` pinot bistro ',` cafe bizou ',' 12969 ventura blvd. ',' 14016 ventura blvd. ',` los angeles ',` sherman oaks ',818/990 -0500,818-788-3536,french,` french bistro ',18,3,pinot bistro,12969 ventura blvd.,los angeles,8189900500,unknown,french,cafe bizou,14016 ventura blvd.,Sherman Oaks,8187883536,unknown,french bistro
200,0,` gallagher \ 's ',` edison cafe ',' 228 w. 52nd st. ',' 228 w. 47th st. ',` new york ',` new york city ',212/245 -5336,212-840-5000,american,diners,254,611,gallaghers,228 w 52nd street,new york,2122455336,unknown,american,edison cafe,228 w 47th street,New York City,2128405000,unknown,diners
201,0,` le marais ',` les celebrites ',' 150 w. 46th st. ',' 155 w. 58th st. ',` new york ',` new york city ',212/869 -0900,212-484-5113,american,` french ( classic ) ',290,42,le marais,150 w 46th street,new york,2128690900,unknown,american,les celebrites,155 w 58th st,new york city,2124845113,unknown,french
202,0,` margarita \ 's mexican cantina ',` tre visi ',' 3120 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/794 -8200,702-891-7331,mexican,italian,444,674,margaritas mexican cantina,3120 las vegas boulevard south,Las Vegas,7027948200,unknown,mexican,tre visi,3799 las vegas boulevard south,las vegas,7028917331,unknown,italian
203,0,` border grill ',` water grill ',' 4th st. ',' 544 s. grand ave. ',` los angeles ',` los angeles ',310/451 -1655,213-891-0900,mexican,seafood,116,600,border grill,4th street,los angeles,3104511655,unknown,mexican,water grill,544 south grand avenue,los angeles,2138910900,unknown,seafood
204,0,'em press court ',moongate,' 3570 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-791-7352,asian,chinese,438,666,em press court,3570 las vegas boulevard south,Las Vegas,7027317888,unknown,asian,moongate,3400 las vegas blvd south,Las Vegas,7027917352,unknown,chinese
205,0,` cafe michelle ',` buzio \ 's in the rio ',' 1350 e. flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/735 -8686,702-252-7697,american,seafood,432,658,cafe michelle,1350 e flamingo road,Las Vegas,7027358686,unknown,american,buzios in the rio,3700 w flamingo road,Las Vegas,7022527697,unknown,seafood
206,0,` the bacchanal ','em eril \ 's new orleans fish house ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-891-7374,` only in las vegas ',seafood,449,659,bacchanal,3570 las vegas boulevard south,Las Vegas,7027317525,unknown,unknown,emeralds new orleans fish house,3799 las vegas boulevard south,Las Vegas,7028917374,unknown,seafood
207,0,mikado,` chin \ 's ',' 3400 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-733-8899,asian,chinese,446,67,mikado,3400 las vegas boulevard south,las vegas,7027917111,unknown,asian,chins,3200 las vegas blvd s,Las Vegas,7027338899,unknown,chinese
208,0,` steak house ',` steakhouse the ',' 2880 las vegas blvd. s ',' 128 e. fremont st. ',` las vegas ',` las vegas ',702/734 -0410,702-382-1600,` steak houses ',steakhouses,72,671,steak house,2880 las vegas blvd s,las vegas,7027340410,unknown,steak,steakhouse,128 e fremont street,Las Vegas,7023821600,unknown,steakhouses
209,1,` rose pistola ',` rose pistola ',' 532 columbus ave. ',' 532 columbus ave. ',` san francisco ',` san francisco ',415/399 -0499,415-399-0499,italian,italian,111,111,rose pistola,532 columbus avenue,San Francisco,4153990499,unknown,italian,rose pistola,532 columbus avenue,San Francisco,4153990499,unknown,italian
210,1,` la cote basque ',` la cote basque ','60 w. 55th st. between 5th and 6th ave. ','60 w. 55th st. ',` new york ',` new york city ',212/688 -6525,212-688-6525,french,` french ( classic ) ',40,40,la cote basque,60 west 55th street between 5th and 6th avenue,New York,2126886525,unknown,french,la cote basque,60 w. 55th street,New York City,2126886525,40,french
211,0,` ernie \ 's ',` joe \ 's ',' 2150 broadway between 75th and 76th sts . ',' 1023 abbot kinney blvd. ',` new york ',venice,212/496 -1588,310-399-5811,american,` american ( new ) ',234,560,ernie s,2150 broadway between 75th and 76th streets ,new york,2124961588,unknown,american,joe s,1023 abbot kinney boulevard,venice,3103995811,unknown,american
212,1,` le chardonnay ',` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',' 8284 melrose ave. ',` los angeles ',` los angeles ',213/655 -8880,213-655-8880,french,` french bistro ',12,12,le chardonnay,8284 melrose avenue,Los Angeles,2136558880,unknown,french,le chardonnay,8284 melrose avenue,Los Angeles,2136558880,unknown,french
213,0,` kabuto sushi ',` khan toke thai house ',' 5116 geary blvd. ',' 5937 geary blvd. ',` san francisco ',` san francisco ',415/752 -5652,415-668-6654,asian,thai,486,103,kabuto sushi,5116 geary blvd.,San Francisco,4157525652,unknown,asian,khan toke thai house,5937 geary boulevard,San Francisco,4156686654,unknown,thai
214,0,` le perigord ',march,' 405 e. 52nd st. ',' 405 e. 58th st. ',` new york ',` new york city ',212/755 -6244,212-754-6272,french,` american ( new ) ',291,46,le perigord,405 east 52nd street,New York,2127556244,unknown,french,march,405 e 58th street,New York City,2127546272,unknown,american
215,0,'em press court ','em eril \ 's new orleans fish house ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-891-7374,asian,seafood,438,659,em press court,3570 las vegas blvd s,Las Vegas,7027317888,unknown,asian,emril-s-new-orleans-fish-house,3799 las vegas blvd s,las vegas,7028917374,unknown,seafood
216,0,` manhattan ocean club ',petrossian,'57 w. 58th st. ',' 182 w. 58th st. ',` new york ',` new york city ',' 212 / 371-7777 ',212-245-2214,seafood,russian,45,52,manhattan ocean club,57 w. 58th street,new york,2123717777,45,seafood,petrossian,182 west 58th street,new york city,2122452214,unknown,russian
217,0,` coyote cafe ',moongate,' 3799 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/891 -7349,702-791-7352,southwestern,chinese,68,666,coyote cafe,3799 las vegas blvd s,Las Vegas,7028917349,unknown,southwestern,moongate,3400 las vegas blvd s,Las Vegas,7027917352,unknown,chinese
218,0,` des alpes ',` peter luger steak house ',' 732 broadway ',' 178 broadway ',` san francisco ',brooklyn,415/788 -9900,718-387-7400,french,steakhouses,468,637,des alpes,732 broadway,San Francisco,4157899000,unknown,french,peter luger steak house,178 broadway,brooklyn,7183877400,unknown,steakhouse
219,0,` lincoln tavern ',` cafe des artistes ','51 w. 64th st. ',' 1 w. 67th st. ',` new york ',` new york city ',212/721 -8271,212-877-3500,american,` french ( classic ) ',294,27,lincoln tavern,51 w 64th street,New York,2127218271,unknown,american,cafe des artistes,1 west 67th street,New York City,2128773500,unknown,french
220,0,` bertolini \ 's ',` palace court ',' 3570 las vegas blvd. s ',' 3570 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-731-7110,italian,` french ( new ) ',427,70,bertolini's,3570 las vegas blvd s,Las Vegas,7027354663,unknown,italian,palace court,3570 las vegas blvd south,Las Vegas,7027317110,unknown,french
221,0,` indigo coastal grill ',` uncle bill \ 's pancake house ',' 1397 n. highland ave. ',' 1305 highland ave. ',atlanta,` manhattan beach ',404/876 -0676,310-545-5177,caribbean,diners,84,599,indigo coastal grill,1397 n highland avenue,Atlanta,4048760676,unknown,caribbean,uncle bills pancake house,1305 highland avenue,Manhattan Beach,3105455177,unknown,diners
222,0,` dante \ 's down the hatch buckhead ',` ritz-carlton cafe ( buckhead ) ',' 3380 peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/266 -1600,404-237-2700,continental,` american ( new ) ',393,89,dante down the hatch buckhead,3380 peachtree road,Atlanta,4042661600,unknown,continental,ritz-carlton cafe,3434 peachtree road ne,atlanta,4042372700,unknown,american
223,0,` art \ 's delicatessen ',` pinot bistro ',' 12224 ventura blvd. ',' 12969 ventura blvd. ',` studio city ',` studio city ',818/762 -1221,818-990-0500,american,` french bistro ',1,18,arts delicatessen,12224 ventura blvd.,Studio City,8187621221,unknown,american,pinot bistro,12969 ventura boulevard,Studio City,8189900500,18,french bistro
224,0,` cafe adriano ',` trio cafe ',' 3347 fillmore st. ',' 1870 fillmore st. ',` san francisco ',` san francisco ',415/474 -4180,415-563-2248,italian,american,461,749,cafe adriano,3347 fillmore street,San Francisco,4154744180,unknown,italian,trio cafe,1870 fillmore street,San Francisco,4155632248,unknown,american
225,0,tomtom,` georgia grille ',' 3393 peachtree rd. ',' 2290 peachtree rd. ',atlanta,atlanta,404/264 -1163,404-352-3517,continental,southwestern,422,81,tomtom,3393 peachtree road,Atlanta,4042641163,unknown,continental,georgia grille,2290 peachtree road,Atlanta,4043523517,unknown,southwestern
226,0,` coyote cafe ',` tre visi ',' 3799 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/891 -7349,702-891-7331,southwestern,italian,68,674,coyote cafe,3799 las vegas blvd s,las vegas,7028917349,unknown,southwestern,tre visi,3799 las vegas blvd s,las vegas,7028917331,unknown,italian
227,0,` bone \ 's ',` duke \ 's ',' 3130 piedmont road ',' 8909 sunset blvd. ',atlanta,` w. hollywood ',404/237 -2663,310-652-3100,american,` coffee shops ',76,551,bone s,3130 piedmont road,atlanta,4042372663,unknown,american,duke's,8909 sunset blvd.,W. Hollywood,3106523100,unknown,coffee shops
228,0,` gallagher \ 's ','21 club ',' 228 w. 52nd st. ','21 w. 52nd st. ',` new york ',` new york city ',212/245 -5336,212-582-7200,american,` american ( new ) ',254,23,gallaghers,228 w 52nd street,New York,2122455336,unknown,american,21 club,21 w street,New York City,2125827200,unknown,american
