id,label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,left_has_featured_artists,left_featured_artists,left_is_remix,left_remix_type,left_album_type,left_is_explicit,left_primary_genre,left_secondary_genres,left_duration_seconds,left_release_year,left_record_label,left_normalized_song_core,left_normalized_artist_core,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released,right_has_featured_artists,right_featured_artists,right_is_remix,right_remix_type,right_album_type,right_is_explicit,right_primary_genre,right_secondary_genres,right_duration_seconds,right_release_year,right_record_label,right_normalized_song_core,right_normalized_artist_core,left_core_identity,left_metadata_block,left_weighted_text,right_core_identity,right_metadata_block,right_weighted_text
361,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,False,[],False,<NULL>,album,False,hip-hop/rap,"['music', 'east coast rap', 'hardcore rap', 'rap']",320,0,<NULL>,remember you,wiz khalifa,So High ( feat . Ghost Loft ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014",False,[],False,<NULL>,album,True,rap & hip-hop,[],249,2014,<NULL>,so high,wiz khalifa,Remember You ( feat . The Weeknd ) remember you 5:20,320 O.N.I.F.C. ( Deluxe Version ) hip-hop/rap <NULL> [] 4-Dec-12 $ 1.99 album False False,Remember You ( feat . The Weeknd ) Remember You ( feat . The Weeknd ) remember you remember you 5:20 O.N.I.F.C. ( Deluxe Version ) hip-hop/rap,So High ( feat . Ghost Loft ) [ Explicit ] so high 4:09,"249 Blacc Hollywood ( Deluxe ) [ Explicit ] rap & hip-hop <NULL> [] August 19 , 2014 $ 1.29 album False False",So High ( feat . Ghost Loft ) [ Explicit ] So High ( feat . Ghost Loft ) [ Explicit ] so high so high 4:09 Blacc Hollywood ( Deluxe ) [ Explicit ] rap & hip-hop
233,0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,False,[],False,<NULL>,album,False,singer/songwriter,"['music', 'rock']",310,0,<NULL>,if i am a stranger,ryan adams,Carolina Rain ( Live in Cork ),Ryan Adams,Live After Deaf ( Cork ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,5:41,"August 9 , 2012",False,[],False,<NULL>,album,False,folk,['rock'],341,2012,<NULL>,carolina rain,ryan adams,If I Am a Stranger ( Live In Amsterdam ) if i am a stranger 5:10,310 Live After Deaf ( Live ) [ Complete Collection ] singer/songwriter <NULL> [] 2-Jul-12 $ 0.99 album False False,If I Am a Stranger ( Live In Amsterdam ) If I Am a Stranger ( Live In Amsterdam ) if i am a stranger if i am a stranger 5:10 Live After Deaf ( Live ) [ Complete Collection ] singer/songwriter,Carolina Rain ( Live in Cork ) carolina rain 5:41,"341 Live After Deaf ( Cork ) folk <NULL> [] August 9 , 2012 $ 0.99 album False False",Carolina Rain ( Live in Cork ) Carolina Rain ( Live in Cork ) carolina rain carolina rain 5:41 Live After Deaf ( Cork ) folk
232,0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,False,[],False,<NULL>,album,False,singer/songwriter,"['music', 'rock']",310,0,<NULL>,if i am a stranger,ryan adams,16 Days ( Live in Glasgow ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,4:31,"July 2 , 2012",False,[],False,<NULL>,album,False,folk,['rock'],271,2012,<NULL>,16 days,ryan adams,If I Am a Stranger ( Live In Amsterdam ) if i am a stranger 5:10,310 Live After Deaf ( Live ) [ Complete Collection ] singer/songwriter <NULL> [] 2-Jul-12 $ 0.99 album False False,If I Am a Stranger ( Live In Amsterdam ) If I Am a Stranger ( Live In Amsterdam ) if i am a stranger if i am a stranger 5:10 Live After Deaf ( Live ) [ Complete Collection ] singer/songwriter,16 Days ( Live in Glasgow ) 16 days 4:31,"271 Live After Deaf ( Collection ) folk <NULL> [] July 2 , 2012 $ 0.99 album False False",16 Days ( Live in Glasgow ) 16 Days ( Live in Glasgow ) 16 days 16 days 4:31 Live After Deaf ( Collection ) folk
69,0,Masterpiece ( feat . Jordan Rakei ),Disclosure,Caracal,"Electronic , Music , Dance , Garage , House , Rock",Album Only,"2015 Island Records , a division of Universal Music Operations Limited",4:01,<NULL>,False,[],False,<NULL>,album,False,electronic,"['music', 'dance', 'garage', 'house', 'rock']",241,0,island records,masterpiece,disclosure,Holding On [ feat . Gregory Porter ],Disclosure,Caracal,"Electronica , Dance & Electronic",$ 1.29,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",5:15,"September 25 , 2015",False,[],False,<NULL>,album,False,electronica,['dance & electronic'],315,2015,island records,holding on,disclosure,Masterpiece ( feat . Jordan Rakei ) masterpiece 4:01,241 Caracal electronic <NULL> [] <NULL> Album Only album False False,Masterpiece ( feat . Jordan Rakei ) Masterpiece ( feat . Jordan Rakei ) masterpiece masterpiece 4:01 Caracal electronic,Holding On [ feat . Gregory Porter ] holding on 5:15,"315 Caracal electronica <NULL> [] September 25 , 2015 $ 1.29 album False False",Holding On [ feat . Gregory Porter ] Holding On [ feat . Gregory Porter ] holding on holding on 5:15 Caracal electronica
383,0,Money Right ( feat . Rick Ross & Brisco ),Flo Rida,Mail On Sunday,"Hip-Hop/Rap , Music , Pop , Dirty South",$ 1.29,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:16,18-Mar-08,False,[],False,<NULL>,album,False,hip-hop/rap,"['music', 'pop', 'dirty south']",196,0,<NULL>,money right,flo rida,Elevator ( feat . Timbaland ),Flo Rida,Mail On Sunday [ Clean ],"Rap & Hip-Hop , Southern Rap , Pop Rap",$ 1.29,2013 Warner Bros. . Records Inc.,3:50,"March 18 , 2008",False,[],False,<NULL>,album,False,rap & hip-hop,"['southern rap', 'pop rap']",230,2008,<NULL>,elevator,flo rida,Money Right ( feat . Rick Ross & Brisco ) money right 3:16,196 Mail On Sunday hip-hop/rap <NULL> [] 18-Mar-08 $ 1.29 album False False,Money Right ( feat . Rick Ross & Brisco ) Money Right ( feat . Rick Ross & Brisco ) money right money right 3:16 Mail On Sunday hip-hop/rap,Elevator ( feat . Timbaland ) elevator 3:50,"230 Mail On Sunday [ Clean ] rap & hip-hop <NULL> [] March 18 , 2008 $ 1.29 album False False",Elevator ( feat . Timbaland ) Elevator ( feat . Timbaland ) elevator elevator 3:50 Mail On Sunday [ Clean ] rap & hip-hop
73,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,True,['Sam Martin'],True,robin schulz,deluxe,False,dance,"['music', 'rock', 'house', 'electronic', 'french pop']",200,2014,"parlophone/warner music france, atlantic recording corporation",dangerous,david guetta,I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,Listen,Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:08,"November 24 , 2014",False,[],False,<NULL>,album,False,dance & electronic,[],188,2014,<NULL>,i 'll keep loving you,david guetta,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] dangerous 3:20,200 Listen ( Deluxe Version ) dance robin schulz ['Sam Martin'] 24-Nov-14 $1.29 deluxe True True,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] dangerous dangerous 3:20 Listen ( Deluxe Version ) dance,I 'll Keep Loving you ( feat . Birdy & Jaymes Young ) i 'll keep loving you 3:08,"188 Listen dance & electronic <NULL> [] November 24 , 2014 $ 1.29 album False False",I 'll Keep Loving you ( feat . Birdy & Jaymes Young ) I 'll Keep Loving you ( feat . Birdy & Jaymes Young ) i 'll keep loving you i 'll keep loving you 3:08 Listen dance & electronic
482,1,Over When It 's Over ( Live ),Eric Church,Caught In the Act ( Live ),"Country , Music , Contemporary Country , Urban Cowboy",$ 1.29,"‰ ãÑ 2013 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 401 Commerce Street , Suite 1100 , Nashville , TN 37219",2:59,5-Apr-13,False,[],False,<NULL>,album,False,country,"['music', 'contemporary country', 'urban cowboy']",179,0,emi records,over when it 's over,eric church,Over When It 's Over,Eric Church,Caught In The Act : Live,Country,$ 1.29,( C ) 2013 EMI Records Nashville,2:59,"April 5 , 2013",False,[],False,<NULL>,album,False,country,[],179,2013,emi records,over when it 's over,eric church,Over When It 's Over ( Live ) over when it 's over 2:59,179 Caught In the Act ( Live ) country <NULL> [] 5-Apr-13 $ 1.29 album False False,Over When It 's Over ( Live ) Over When It 's Over ( Live ) over when it 's over over when it 's over 2:59 Caught In the Act ( Live ) country,Over When It 's Over over when it 's over 2:59,"179 Caught In The Act : Live country <NULL> [] April 5 , 2013 $ 1.29 album False False",Over When It 's Over Over When It 's Over over when it 's over over when it 's over 2:59 Caught In The Act : Live country
393,1,X2CU,Jason Derulo,Everything Is 4,"Pop , Music , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.29,2015 Warner Bros. . Records Inc.,5:13,29-May-15,False,[],False,<NULL>,album,False,pop,"['music', 'rock', 'dance', 'r&b / soul', 'contemporary r&b']",313,0,<NULL>,x2cu,jason derulo,X2CU,Jason Derulo,Everything Is 4 [ Clean ],Pop,$ 1.29,2011 Because Music,5:14,"June 1 , 2015",False,[],False,<NULL>,album,False,pop,[],314,2015,because music,x2cu,jason derulo,X2CU x2cu 5:13,313 Everything Is 4 pop <NULL> [] 29-May-15 $ 1.29 album False False,X2CU X2CU x2cu x2cu 5:13 Everything Is 4 pop,X2CU x2cu 5:14,"314 Everything Is 4 [ Clean ] pop <NULL> [] June 1 , 2015 $ 1.29 album False False",X2CU X2CU x2cu x2cu 5:14 Everything Is 4 [ Clean ] pop
400,0,Where Are '' Now ( with Justin Bieber ) [ Ember Island Remix ],Skrillex & Diplo,Where Are '' Now ( with Justin Bieber ) [ Remixes ] - EP,"Dance, Music",$1.29,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2:31,16-Jun-15,True,['Justin Bieber'],True,ember island,ep,False,dance,['music'],151,2015,atlantic recording corporation,where are '' now,skrillex & diplo,Scary Monsters And Nice Sprites ( Dirtyphonics Remix ),Skrillex,More Monsters And Sprites EP,"Dance & Electronic , Dubstep",$ 1.29,2011 Rory Bourke Music Co. ( BMI ),4:51,"June 7 , 2011",False,[],True,<NULL>,album,False,dance & electronic,['dubstep'],291,2011,rory bourke music,scary monsters and nice sprites,skrillex,Where Are '' Now ( with Justin Bieber ) [ Ember Island Remix ] where are '' now 2:31,151 Where Are '' Now ( with Justin Bieber ) [ Remixes ] - EP dance ember island ['Justin Bieber'] 16-Jun-15 $1.29 ep True True,Where Are '' Now ( with Justin Bieber ) [ Ember Island Remix ] Where Are '' Now ( with Justin Bieber ) [ Ember Island Remix ] where are '' now where are '' now 2:31 Where Are '' Now ( with Justin Bieber ) [ Remixes ] - EP dance,Scary Monsters And Nice Sprites ( Dirtyphonics Remix ) scary monsters and nice sprites 4:51,"291 More Monsters And Sprites EP dance & electronic <NULL> [] June 7 , 2011 $ 1.29 album False True",Scary Monsters And Nice Sprites ( Dirtyphonics Remix ) Scary Monsters And Nice Sprites ( Dirtyphonics Remix ) scary monsters and nice sprites scary monsters and nice sprites 4:51 More Monsters And Sprites EP dance & electronic
50,1,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,False,[],False,<NULL>,album,False,pop,"['music', 'rock', 'singer/songwriter', 'contemporary singer/songwriter', 'adult alternative']",330,0,warner music,goodbye to you,ed sheeran,Goodbye To You ( + Dot Rotten ),Ed Sheeran,5,Pop,$ 1.29,Dub Police Records,5:30,"June 23 , 2014",False,[],False,<NULL>,album,False,pop,[],330,2014,<NULL>,goodbye to you,ed sheeran,Goodbye to You ( feat . Dot Rotten ) goodbye to you 5:30,330 5 pop <NULL> [] 23-Jun-14 $ 1.29 album False False,Goodbye to You ( feat . Dot Rotten ) Goodbye to You ( feat . Dot Rotten ) goodbye to you goodbye to you 5:30 5 pop,Goodbye To You ( + Dot Rotten ) goodbye to you 5:30,"330 5 pop <NULL> [] June 23 , 2014 $ 1.29 album False False",Goodbye To You ( + Dot Rotten ) Goodbye To You ( + Dot Rotten ) goodbye to you goodbye to you 5:30 5 pop
350,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,False,[],False,<NULL>,album,False,hip-hop/rap,"['music', 'east coast rap', 'hardcore rap', 'rap']",320,0,<NULL>,remember you,wiz khalifa,Initiation ( feat . Lola Monroe ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:29,"December 4 , 2012",False,[],False,<NULL>,album,True,rap & hip-hop,[],269,2012,<NULL>,initiation,wiz khalifa,Remember You ( feat . The Weeknd ) remember you 5:20,320 O.N.I.F.C. ( Deluxe Version ) hip-hop/rap <NULL> [] 4-Dec-12 $ 1.99 album False False,Remember You ( feat . The Weeknd ) Remember You ( feat . The Weeknd ) remember you remember you 5:20 O.N.I.F.C. ( Deluxe Version ) hip-hop/rap,Initiation ( feat . Lola Monroe ) [ Explicit ] initiation 4:29,"269 O.N.I.F.C. [ Explicit ] rap & hip-hop <NULL> [] December 4 , 2012 $ 1.29 album False False",Initiation ( feat . Lola Monroe ) [ Explicit ] Initiation ( feat . Lola Monroe ) [ Explicit ] initiation initiation 4:29 O.N.I.F.C. [ Explicit ] rap & hip-hop
85,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance, Music, Rock, House, Electronic, French Pop",$1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved.",3:20,24-Nov-14,True,['Sam Martin'],True,robin schulz,deluxe,False,dance,"['rock', 'house', 'electronic', 'french pop']",200,2014,"parlophone/warner music france, atlantic recording corporation",dangerous,david guetta,Take Your ( Album Version ( Edited ) ) [ feat . Bun B ] [ Clean ],David Banner,Certified ( Edited Version ),Rap & Hip-Hop,$ 0.69,"( C ) 2014 Island Records , a division of UMG Recordings , Inc.",4:42,"September 20 , 2005",False,[],False,<NULL>,album,False,rap & hip-hop,[],282,2005,island records,take your  ),david banner,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] dangerous 3:20,200 Listen ( Deluxe Version ) dance robin schulz ['Sam Martin'] 24-Nov-14 $1.29 deluxe True True,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] dangerous dangerous 3:20 Listen ( Deluxe Version ) dance,Take Your ( Album Version ( Edited ) ) [ feat . Bun B ] [ Clean ] take your  ) 4:42,"282 Certified ( Edited Version ) rap & hip-hop <NULL> [] September 20 , 2005 $ 0.69 album False False",Take Your ( Album Version ( Edited ) ) [ feat . Bun B ] [ Clean ] Take Your ( Album Version ( Edited ) ) [ feat . Bun B ] [ Clean ] take your  ) take your  ) 4:42 Certified ( Edited Version ) rap & hip-hop
202,0,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],Shinedown,The Sound of Madness ( Deluxe Edition ),"Rock , Music , Alternative , Grunge , Metal , Hard Rock",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:47,24-Jun-08,False,[],False,<NULL>,album,False,rock,"['music', 'alternative', 'grunge', 'metal', 'hard rock']",227,0,<NULL>,breaking inside,shinedown,I Own You ( Bonus Track ),Shinedown,The Sound of Madness [ Deluxe ],Rock,$ 1.29,( C ) 2006 Vanguard,3:37,"June 23 , 2008",False,[],False,<NULL>,album,False,rock,[],217,2008,<NULL>,i own you,shinedown,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ] breaking inside 3:47,227 The Sound of Madness ( Deluxe Edition ) rock <NULL> [] 24-Jun-08 $ 1.29 album False False,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ] Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ] breaking inside breaking inside 3:47 The Sound of Madness ( Deluxe Edition ) rock,I Own You ( Bonus Track ) i own you 3:37,"217 The Sound of Madness [ Deluxe ] rock <NULL> [] June 23 , 2008 $ 1.29 album False False",I Own You ( Bonus Track ) I Own You ( Bonus Track ) i own you i own you 3:37 The Sound of Madness [ Deluxe ] rock
31,0,Epilogue ( feat . George the Poet ),Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",$ 1.29,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,1:28,6-May-14,False,[],False,<NULL>,album,False,pop,"['music', 'r&b / soul', 'contemporary r&b', 'hip-hop/rap', 'pop/rock', 'rock']",88,0,naughty boy recordings ltd under exclusive licence to virgin records ltd,epilogue,naughty boy,Wonder [ feat . Emeli SandÌ © ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:27,"May 6 , 2014",False,[],False,<NULL>,album,True,pop,[],207,2014,naughty boy recordings ltd under exclusive licence to virgin records ltd,wonder,naughty boy,Epilogue ( feat . George the Poet ) epilogue 1:28,88 Hotel Cabana pop <NULL> [] 6-May-14 $ 1.29 album False False,Epilogue ( feat . George the Poet ) Epilogue ( feat . George the Poet ) epilogue epilogue 1:28 Hotel Cabana pop,Wonder [ feat . Emeli SandÌ © ] wonder 3:27,"207 Hotel Cabana ( Deluxe Version ) [ Explicit ] pop <NULL> [] May 6 , 2014 $ 1.29 album False False",Wonder [ feat . Emeli SandÌ © ] Wonder [ feat . Emeli SandÌ © ] wonder wonder 3:27 Hotel Cabana ( Deluxe Version ) [ Explicit ] pop
503,1,Yayo,Lana Del Rey,Born To Die - The Paradise Edition,"Alternative , Music , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:21,13-Nov-12,False,[],False,<NULL>,album,False,alternative,"['music', 'rock', 'adult alternative']",321,0,lana del rey under exclusive licence to polydor ltd,yayo,lana del rey,Yayo,Lana Del Rey,Born To Die - The Paradise Edition [ Explicit ],Alternative Rock,$ 1.29,( C ) 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,3:57,"November 13 , 2012",False,[],False,<NULL>,album,True,alternative rock,[],237,2012,lana del rey under exclusive licence to polydor ltd,yayo,lana del rey,Yayo yayo 5:21,321 Born To Die - The Paradise Edition alternative <NULL> [] 13-Nov-12 $ 1.29 album False False,Yayo Yayo yayo yayo 5:21 Born To Die - The Paradise Edition alternative,Yayo yayo 3:57,"237 Born To Die - The Paradise Edition [ Explicit ] alternative rock <NULL> [] November 13 , 2012 $ 1.29 album False False",Yayo Yayo yayo yayo 3:57 Born To Die - The Paradise Edition [ Explicit ] alternative rock
209,0,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Shinedown,Leave a Whisper ( Deluxe Version ),"Rock , Music , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,3:59,27-May-03,False,[],False,<NULL>,album,False,rock,"['music', 'hard rock', 'alternative']",239,0,<NULL>,fly from the inside,shinedown,Fly From The Inside,Shinedown,Leave A Whisper,Rock,$ 1.29,2015 Mad Decent,3:55,"May 27 , 2003",False,[],False,<NULL>,album,False,rock,[],235,2003,<NULL>,fly from the inside,shinedown,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) fly from the inside 3:59",239 Leave a Whisper ( Deluxe Version ) rock <NULL> [] 27-May-03 $ 1.29 album False False,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) fly from the inside fly from the inside 3:59 Leave a Whisper ( Deluxe Version ) rock",Fly From The Inside fly from the inside 3:55,"235 Leave A Whisper rock <NULL> [] May 27 , 2003 $ 1.29 album False False",Fly From The Inside Fly From The Inside fly from the inside fly from the inside 3:55 Leave A Whisper rock
349,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,False,[],False,<NULL>,album,False,hip-hop/rap,"['music', 'east coast rap', 'hardcore rap', 'rap']",320,0,<NULL>,remember you,wiz khalifa,"Rise Above ( feat . Pharrell , Tuki Carter & Amber Rose ) [ Explicit ]",Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:31,"December 4 , 2012",False,[],False,<NULL>,album,True,rap & hip-hop,[],271,2012,<NULL>,rise above,wiz khalifa,Remember You ( feat . The Weeknd ) remember you 5:20,320 O.N.I.F.C. ( Deluxe Version ) hip-hop/rap <NULL> [] 4-Dec-12 $ 1.99 album False False,Remember You ( feat . The Weeknd ) Remember You ( feat . The Weeknd ) remember you remember you 5:20 O.N.I.F.C. ( Deluxe Version ) hip-hop/rap,"Rise Above ( feat . Pharrell , Tuki Carter & Amber Rose ) [ Explicit ] rise above 4:31","271 O.N.I.F.C. [ Explicit ] rap & hip-hop <NULL> [] December 4 , 2012 $ 1.29 album False False","Rise Above ( feat . Pharrell , Tuki Carter & Amber Rose ) [ Explicit ] Rise Above ( feat . Pharrell , Tuki Carter & Amber Rose ) [ Explicit ] rise above rise above 4:31 O.N.I.F.C. [ Explicit ] rap & hip-hop"
458,0,Confess To Me ( feat . Jessie Ware ),Disclosure,Settle ( Deluxe Version ),"Electronic , Music",$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:10,15-Apr-14,False,[],False,<NULL>,album,False,electronic,['music'],250,0,universal island records,confess to me,disclosure,Omen [ feat . Sam Smith ],Disclosure,Caracal ( Deluxe ),"Electronica , Dance & Electronic",$ 1.29,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",3:50,"September 25 , 2015",False,[],False,<NULL>,album,False,electronica,['dance & electronic'],230,2015,island records,omen,disclosure,Confess To Me ( feat . Jessie Ware ) confess to me 4:10,250 Settle ( Deluxe Version ) electronic <NULL> [] 15-Apr-14 $ 1.29 album False False,Confess To Me ( feat . Jessie Ware ) Confess To Me ( feat . Jessie Ware ) confess to me confess to me 4:10 Settle ( Deluxe Version ) electronic,Omen [ feat . Sam Smith ] omen 3:50,"230 Caracal ( Deluxe ) electronica <NULL> [] September 25 , 2015 $ 1.29 album False False",Omen [ feat . Sam Smith ] Omen [ feat . Sam Smith ] omen omen 3:50 Caracal ( Deluxe ) electronica
195,0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:06,18-Apr-11,False,[],False,<NULL>,album,False,rock,"['music', 'metal', 'alternative', 'hard rock']",306,0,<NULL>,second chance,shinedown,45 ( Live Acoustic From Kansas City ),Shinedown,Somewhere In The Stratosphere,Rock,$ 1.29,( C ) 2005 MCA Nashville,6:12,"April 18 , 2011",False,[],False,<NULL>,album,False,rock,[],372,2011,<NULL>,45,shinedown,Second Chance ( Live Acoustic from Kansas City ) second chance 5:06,306 Somewhere In the Stratosphere ( Live ) rock <NULL> [] 18-Apr-11 $ 1.29 album False False,Second Chance ( Live Acoustic from Kansas City ) Second Chance ( Live Acoustic from Kansas City ) second chance second chance 5:06 Somewhere In the Stratosphere ( Live ) rock,45 ( Live Acoustic From Kansas City ) 45 6:12,"372 Somewhere In The Stratosphere rock <NULL> [] April 18 , 2011 $ 1.29 album False False",45 ( Live Acoustic From Kansas City ) 45 ( Live Acoustic From Kansas City ) 45 45 6:12 Somewhere In The Stratosphere rock
112,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance, Music, Rock, House, Electronic, French Pop",$1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved.",3:20,24-Nov-14,True,['Sam Martin'],True,robin schulz remix,deluxe,False,dance,"['music', 'rock', 'house', 'electronic', 'french pop']",200,2014,"parlophone/warner music france, atlantic recording corporation",dangerous,david guetta,I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:08,"November 24 , 2014",False,[],False,<NULL>,album,False,dance & electronic,[],188,2014,<NULL>,i 'll keep loving you,david guetta,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] dangerous 3:20,200 Listen ( Deluxe Version ) dance robin schulz remix ['Sam Martin'] 24-Nov-14 $1.29 deluxe True True,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] dangerous dangerous 3:20 Listen ( Deluxe Version ) dance,I 'll Keep Loving you ( feat . Birdy & Jaymes Young ) i 'll keep loving you 3:08,"188 Listen ( Deluxe ) dance & electronic <NULL> [] November 24 , 2014 $ 1.29 album False False",I 'll Keep Loving you ( feat . Birdy & Jaymes Young ) I 'll Keep Loving you ( feat . Birdy & Jaymes Young ) i 'll keep loving you i 'll keep loving you 3:08 Listen ( Deluxe ) dance & electronic
