"id","label","left_Album_Name","right_Album_Name","left_Artist_Name","right_Artist_Name","left_CopyRight","right_CopyRight","left_Genre","right_Genre","left_Price","right_Price","left_Released","right_Released","left_Song_Name","right_Song_Name","left_Time","right_Time"
60,0,"Only One Flo , Pt. 1","","Flo Rida","Flo Rida","","","Hip-Hop/Rap , Music , Rap , Dirty South","","$ 1.29","","24-Nov-10","","Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:36","Street Money ( feat . Rick Ross ) [ Explicit ] Welcome to Flo Rida [ Explicit ] Rap & Hip-Hop $ 0.99 2015 CMG Records 3:57 April 6 , 2015","",""
61,0,"","","Zedd","","2015 Interscope Records","( C ) 2013 Interscope Records","","","$ 1.29","","10-Jul-15","","Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ] Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP Dance , Music","Clarity ( Zedd Union Mix ) [ feat . Foxes ] Zedd Clarity ( Remixes ) Dance & Electronic $ 1.29 3:28 February 12 , 2013","4:15",""
62,1,"","Love On The Inside","","Sugarland","‰ ãÑ 2008 Mercury Records , a Division of UMG Recordings , Inc.","( C ) 2008 Mercury Records , a Division of UMG Recordings , Inc.","","Country","","","","July 29 , 2008","We Run Sugarland Love On the Inside ( Deluxe Fan Edition ) Country , Music , Rock , Contemporary Country , Southern Rock , Contemporary Bluegrass $ 1.29 3:55 22-Jul-08","We Run $ 1.29","","3:56"
63,0,"","Listen ( Deluxe )","","","2010 Gum Prod licence exclusive Parlophone Music France","2015 If Moving Your Mine","","","$ 1.29","$ 1.29","","","Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09","S.T.O.P ( feat . Ryan Tedder ) David Guetta Dance & Electronic November 24 , 2014","2:51","3:34"
64,0,"Mac and Devin Go to High School ( Music from and Inspired By the Movie )","","","","2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States","","","Rap & Hip-Hop","","$ 0.99","9-Dec-11","April 17 , 2009","That Good Snoop Dogg & Wiz Khalifa Soundtrack,Music,Hip-Hop / Rap , Hardcore Rap , West Coast Rap , Gangsta Rap , Rap , Soundtrack $ 1.29 3:48","I 'm Good [ Explicit ] Wiz Khalifa Flight School [ Explicit ] 2013 Mad Decent 2:32","",""
65,0,"","Nothing But The Beat","David Guetta","","","2009 Andy Henningsen","","","","","26-Aug-11","","I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Nothing But the Beat Dance , Music , House , Electronic , Rock $ 1.29 2011 What A Music Ltd , Licence exclusive Parlophone Music France","Little Bad Girl ( Feat . Taio Cruz & Ludacris ) [ Explicit ] David Guetta Dance & Electronic $ 1.29 August 26 , 2011","3:34","3:12"
66,1,"Vessel","Vessel","","","2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .","","Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap","","$ 1.29","$ 1.29","4-Jan-13","","Truce twenty one pilots","Truce twenty one pilots Alternative Rock , Indie & Lo-Fi ( C ) 2000 Columbia Pictures Industries , Inc. January 4 , 2013","2:22","2:22"
67,0,"","Somewhere In The Stratosphere","Shinedown","","","( C ) 2005 MCA Nashville","Rock , Music , Metal , Alternative , Hard Rock","Rock","","","18-Apr-11","April 18 , 2011","Second Chance ( Live Acoustic from Kansas City ) Somewhere In the Stratosphere ( Live ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .","Diamond Eyes ( Boom-Lay Boom-Lay Boom ) [ Live From Washington State ] Shinedown $ 1.29 5:44","5:06",""
68,0,"","VHS [ Explicit ]","","X Ambassadors","","","","Alternative Rock","$ 1.29","$ 1.29","30-Jun-15","June 30 , 2015","VHS Outro ( Interlude ) X Ambassadors VHS Alternative , Music , Rock , Adult Alternative 2015 KIDinaKORNER/Interscope Records 1:25","Smoke ( Interlude ) [ Explicit ] ( C ) 2015 KIDinaKORNER/Interscope Records","","0:24"
69,1,"Lucky Old Sun","Lucky Old Sun","","Kenny Chesney","2008 Blue Chair Records , LLC","","Country , Music , Contemporary Country , Honky Tonk","","$ 0.99","","","October 21 , 2008","That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ] Kenny Chesney & Willie Nelson 4:16 2008","That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ) Country , Contemporary Country $ 0.99 ( P ) 2008 Blue Chair Records , LLC 4:16","",""
70,0,"One Love ( Deluxe Version )","","David Guetta","","","","Dance , Music","","$ 1.29","","21-Aug-09","","Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2010 Gum Prod licence exclusive Parlophone Music France 2:51","Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009","",""
71,0,"Beyond The Hits , Vol . 1","","","","","","Country , Music","Country","Album Only","","20-Dec-11","November 20 , 2007","Hurt a Lot Worse When You Go Toby Keith ‰ ãÑ 2011 TriPower","Days Go By Keith Urban Greatest Hits - 18 Kids $ 1.29 å © 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash 3:49","4:21",""
72,1,"Amaryllis","","Shinedown","Shinedown","2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States","","Rock , Music , Alternative , Grunge , Hard Rock , Metal","Rock","","","","","Through the Ghost $ 1.29 4:01 23-Mar-12","Through The Ghost Amaryllis $ 1.29 Krankbrother March 23 , 2012","","4:01"
73,0,"Settle ( Deluxe Version )","","","","","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited","","","","$ 1.29","","December 16 , 2013","White Noise ( feat . AlunaGeorge ) Disclosure Electronic , Music $ 1.29 ‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited 15-Apr-14","Voices ( Wookie Remix ) [ feat . Sasha Keable ] Disclosure Settle ( The Remixes ) Electronica , Dance & Electronic 5:33","4:37",""
74,0,"","Listen ( Deluxe )","David Guetta","","2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved","2015 If Moving Your Mine","Dance , Music , Electronic , House , Rock , French Pop","","","","24-Nov-14","","The Whisperer ( feat . Sia ) Listen $ 1.29 3:54","Goodbye Friend ( feat . The Script ) David Guetta Dance & Electronic $ 1.29 November 24 , 2014","","3:49"
75,0,"","","Calvin Harris","Calvin Harris feat . HAIM","","( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States","Dance , Music","Dance & Electronic","","","","","Blame ( feat . John Newman ) [ BURNS Remix ] Blame ( Remixes ) [ feat . John Newman ] - EP $ 1.29 2014 Sony Music Entertainment UK Limited 4:17 10-Nov-14","Pray to God ( R3hab Remix ) Pray to God ( Remixes ) $ 1.29 September 25 , 2015","","4:31"
76,0,"","","Macklemore & Ryan Lewis","","","2012 PAXAM RECORDS","","","$ 0.99","","","July 2 , 2012","Otherside Remix ( Live ) Otherside Remix ( Live ) - Single Hip-Hop/Rap , Music 2011 Macklemore , LLC 31-Aug-11","English Girls Approximately ( Live in London 2 ) Ryan Adams Live After Deaf ( London 2 ) Folk , Rock $ 0.99","6:10","5:08"
77,1,"","I Created Disco","Calvin Harris","Calvin Harris","","2002 Defected Records Ltd","","Dance & Electronic , Pop , House","","$ 0.99","11-Jun-07","February 22 , 2012","Electro Man I Created Disco Electronic , Music , Pop , Dance , Rock $ 0.99 2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited","Electro Man","4:58","4:56"
78,0,"","One Love ( Deluxe Version )","","David Guetta","","( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd","Dance , Music","","","","21-Aug-09","","Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France","When Love Takes Over ( Feat . Kelly Rowland ; Electro Extended ; Continuous Mix Version ) Dance & Electronic $ 1.29 4:23 August 21 , 2009","2:51",""
79,0,"Find You ( Remixes )","Beautiful Now ( Remixes )","","Zedd","","","Dance , Music , Electronic","","","","","July 10 , 2015","Find You ( feat . Matthew Koma & Miriam Bryant ) [ Mike Hawkins Remix ] Zedd $ 1.29 2014 Interscope Records 4:26 8-Apr-14","Beautiful Now ( KDrew Remix ) [ feat . Jon Bellion ] Dance & Electronic $ 1.29 ( C ) 2015 Interscope Records 3:59","",""
80,1,"x","x","","","2014 Asylum Records UK , a Warner Music UK Company","( C ) 2014 mau5trap Recordings Ltd","Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative","Pop","$ 1.29","$ 1.29","","June 20 , 2014","Afire Love Ed Sheeran 5:14 20-Jun-14","Afire Love Ed Sheeran 5:14","",""
81,0,"Taylor Swift Karaoke : 1989","","Taylor Swift","Taylor Swift","‰ ãÑ 2014 Big Machine Records , LLC","","","","$ 1.29","$ 1.29","","","This Love ( Karaoke Version ) Pop , Music 4:07 3-Mar-15","This Love 1989 Pop ( C ) 2014 Big Machine Records , LLC . 4:10 October 27 , 2014","",""
82,0,"NOW That 's What I Call Music , Vol . 49","","Zedd","Zedd","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","( C ) 2015 Interscope Records","Pop , Music","Dance & Electronic","","$ 1.29","4-Feb-14","July 10 , 2015","Stay the Night ( feat . Hayley Williams ) Album Only","Beautiful Now ( Zonderling Remix ) [ feat . Jon Bellion ] Beautiful Now ( Remixes )","3:34","3:53"
83,1,"","","","","","( C ) 2007 The Island Def Jam Music Group","Alternative , Music , Rock , Adult Alternative , Punk","","","","","","I 've Got All This Ringing In My Ears and None On My Fingers Fall Out Boy Infinity On High $ 0.99 2007 The Island Def Jam Music Group 4:06 6-Feb-07","I 've Got All This Ringing In My Ears And None On My Fingers Fall Out Boy Infinity On High Rock $ 0.99 February 6 , 2007","","4:06"
84,1,"The Reason - EP","The Reason EP","","","","","","","","","","August 10 , 2015","Shining X Ambassadors Alternative , Music , Rock , Adult Alternative , Electronic $ 1.29 2015 KIDinaKORNER/Interscope Records 3:40 10-Aug-15","Shining X Ambassadors Alternative Rock $ 1.29 ( C ) 2015 KIDinaKORNER/Interscope Records 3:37","",""
85,0,"","Fire & Ice","Kaskade","","","","","","Album Only","","","July 23 , 2013","Kaskade - Fire & Ice Booklet Fire & Ice Dance , Music , House , Electronic 2011 Ultra Records , Inc. 25-Oct-11","ICE ( Kaskades ICE Mix ) Kaskade Dance & Electronic , House $ 1.29 2012 Coastal Entertainment 4:30","--",""
86,1,"Rolling Papers ( Deluxe Version )","Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ]","Wiz Khalifa","","‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States","","Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap","Rap & Hip-Hop","$ 1.29","","","March 28 , 2011","Fly Solo 28-Mar-11","Fly Solo [ Clean ] Wiz Khalifa $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States","3:20","3:20"
87,0,"","","One Direction","One Direction","2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited","2008 Big Love","","Pop","$ 1.29","","","","Act My Age FOUR ( Ultimate Edition ) Pop , Music 3:18 17-Nov-14","Change My Mind Take Me Home : Yearbook Edition $ 1.29 3:32 November 9 , 2012","",""
88,0,"","Listen ( Deluxe )","","","2010 Gum Prod licence exclusive Parlophone Music France","","","","$ 1.29","","21-Aug-09","November 24 , 2014","Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) David Guetta Dance & Electronic $ 1.29 2015 If Moving Your Mine 3:12","",""
89,0,"R.O.O.T.S. ( Deluxe Version )","","Flo Rida","Flo Rida","‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States","","","Rap & Hip-Hop","","$ 1.29","30-Mar-09","March 30 , 2009","Ha ( feat . Brisco & 4 Mill ) Hip-Hop/Rap , Music Album Only 3:54","Shone [ Feat . Pleasure P ] R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ] ( C ) 2012 Motown Records , a Division of UMG Recordings , Inc.","","4:13"
90,1,"","Believe","Justin Bieber","Justin Bieber","","","Pop , Music , Dance , Vocal , Teen Pop , Rock","","","","","","Take You Believe $ 1.29 ‰ ãÑ 2012 The Island Def Jam Music Group 19-Jun-12","Take You ( Album Version ) Pop $ 1.29 ( C ) 2012 The Island Def Jam Music Group 3:40 June 19 , 2012","3:40",""
91,0,"Somewhere In the Stratosphere ( Live )","","Shinedown","","","","Rock , Music , Metal , Alternative , Hard Rock","","","$ 1.29","","April 18 , 2011","Second Chance ( Live Acoustic from Kansas City ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 18-Apr-11","Simple Man ( Live From Washington State ) Shinedown Somewhere In The Stratosphere Rock ( C ) 2005 MCA Nashville","5:06","7:35"
92,0,"Hotel Cabana ( Deluxe Version )","","Naughty Boy","Naughty Boy","","( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd","Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock","Pop","$ 1.29","","6-May-14","May 6 , 2014","Lifted ( feat . Emeli Sand ' © & Professor Green ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd","Never Been The Same [ feat . Thabo ] Hotel Cabana ( Deluxe Version ) [ Explicit ] $ 1.29","4:15","3:29"
93,0,"One Love ( Deluxe Version )","Mississippi-The Album ( Explicit Version )","","David Banner","","( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.","Dance , Music","Pop","","","21-Aug-09","","Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 2:51","My Shawty ( Album Version ( Explicit ) ) [ feat . Fiend ] [ Explicit ] $ 0.99 May 20 , 2003","","3:54"
94,0,"Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP","Que Que Remix EP","Skrillex & Diplo","","2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company","2011 Mad Decent","","","","","16-Jun-15","","Where Are '`` Now ( with Justin Bieber ) [ Ember Island Remix ] Dance , Music $ 1.29 2:31","Que Que feat . Maluca ( Toy Selectah Remix ) Dillon Francis & Diplo Dance & Electronic $ 0.99 4:50 August 23 , 2011","",""
95,0,"Titanium ( Remixes ) [ feat . Sia ]","","","David Guetta","","","Dance , Music , Electronic","","$ 0.99","","20-Jan-12","","Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ] David Guetta 2011 What A Music Ltd , licence exclusive Parlophone Music France","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ DJ LBR Remix ] Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes EP ] Dance & Electronic $ 1.29 2015 Michelle Kelly May 12 , 2015","6:37","3:23"
96,1,"","","Mark Ronson","Mark Ronson","","2015 Real Sounds","Pop , Music , R&B / Soul , Funk , Soul","Pop","$ 1.29","","","","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker ) Uptown Special Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited 13-Jan-15","Crack In the Pearl , Pt . II Uptown Special [ Clean ] $ 1.29 January 13 , 2015","2:16","2:16"
97,1,"Slow Down ( Remixes )","Slow Down Remixes","","","2013 Hollywood Records , Inc.","","Dance , Music , Reggae , Rock , Electronic","","","","20-Aug-13","","Slow Down ( Smash Mode Remix ) Selena Gomez $ 1.29","Slow Down ( Smash Mode Remix ) Selena Gomez Dance & Electronic $ 1.29 ( C ) 2013 Hollywood Records , Inc. 5:21 August 20 , 2013","5:21",""
98,0,"Midnight Memories ( Deluxe Edition )","","","One Direction","‰ ãÑ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited","( C ) 2014 Disney Enterprises , Inc.","","","","","","","Little White Lies One Direction Pop , Music , Rock , Teen Pop , Pop/Rock , Dance $ 1.29 3:17 25-Nov-13","Little Black Dress Midnight Memories ( Deluxe ) Pop $ 1.29 November 25 , 2013","","2:37"
99,0,"","Applause ( Remixes )","Lady Gaga","","2013 Interscope Records","","","Pop","","$ 1.29","","September 30 , 2013","Applause ( Goldhouse Remix ) Applause ( Remixes ) Pop , Music , Electronic , Rock $ 1.29 4:34 30-Sep-13","Applause ( DJ White Shadow Electrotech Remix ) Lady Gaga ( C ) 2013 Interscope Records","","5:49"
100,1,"The Sound of Madness ( Deluxe Version )","","","Shinedown","2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States","","","","Album Only","","","","Son of Sam ( Bonus Track ) Shinedown Rock , Music , Metal , Alternative , Grunge , Hard Rock 3:37 23-Jun-08","Son Of Sam ( Bonus Track ) The Sound Of Madness [ Explicit ] [ Deluxe ] Rock $ 0.99 2005 Z Records 3:37 June 24 , 2008","",""
101,0,"One Love ( Deluxe Version )","","","David Guetta","","2015 If Moving Your Mine","Dance , Music","","","$ 1.29","21-Aug-09","November 24 , 2014","Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France","Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo ) Listen ( Deluxe ) Dance & Electronic","2:51","3:58"
102,1,"Future History ( Deluxe Version )","Future History ( Deluxe Version )","","","2011 Warner Bros. . Records Inc.","","Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance","","","$ 1.29","16-Sep-11","","It Girl Jason Derulo $ 1.99 3:13","It Girl Jason Derulo Pop ( C ) 2013 Hit Red Records under exclusive license to Capitol Records Nashville 3:12 September 16 , 2011","",""
103,0,"","Listen ( Deluxe )","","David Guetta","2010 Gum Prod licence exclusive Parlophone Music France","","","Dance & Electronic","$ 1.29","","21-Aug-09","November 24 , 2014","Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51","Sun Goes Down ( Feat . Magic ! & Sonny Wilson ) $ 1.29 2015 If Moving Your Mine","","3:31"
104,0,"Only One Flo , Pt. 1 ( Deluxe Version )","","","Flo Rida","‰ ãÑ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States","","Hip-Hop/Rap , Music , Rap , Dirty South","","","","26-Nov-10","","Who Dat Girl ( feat . Akon ) Flo Rida $ 1.29","On and On ( Feat . Kevin Rudolf ) Only One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + Digital Booklet ] Rap & Hip-Hop $ 1.29 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 2:58 November 26 , 2010","3:19",""
105,0,"O.N.I.F.C. ( Deluxe Version )","","Wiz Khalifa","","2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States","","","Rap & Hip-Hop","","","4-Dec-12","","Remember You ( feat . The Weeknd ) Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99","Initiation ( feat . Lola Monroe ) [ Explicit ] Wiz Khalifa O.N.I.F.C. [ Explicit ] $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:29 December 4 , 2012","5:20",""
106,0,"","O.N.I.F.C. [ Explicit ]","","Wiz Khalifa","2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States","2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States","Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap","Rap & Hip-Hop","$ 1.99","","4-Dec-12","December 4 , 2012","Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 5:20","Medicated ( feat . Chevy Woods & Juicy J ) [ Explicit ] $ 1.29 5:31","",""
107,1,"Title ( Deluxe )","","","Meghan Trainor","","","","","$ 1.29","$ 1.29","","January 9 , 2015","Credit Meghan Trainor Pop , Music , Rock , Pop/Rock , Dance , Teen Pop 2014 , 2015 Epic Records , a division of Sony Music Entertainment 9-Jan-15","Credit Title ( Deluxe ) Pop 2011 What A Music Ltd , licence exclusive Parlophone Music France 2:51","2:51",""
108,0,"","Fetty Wap [ Clean ]","","Fetty Wap","","","","Rap & Hip-Hop","","","","September 25 , 2015","Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only 2015 300 Entertainment/RGF Productions","Time ( feat . Monty ) [ Clean ] $ 1.29 ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves","5:11","4:38"
109,0,"","Caracal ( Deluxe )","","","‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited","","Electronic , Music","Electronica , Dance & Electronic","","","","September 25 , 2015","Confess To Me ( feat . Jessie Ware ) Disclosure Settle ( Deluxe Version ) $ 1.29 4:10 15-Apr-14","Omen [ feat . Sam Smith ] Disclosure $ 1.29 ( C ) 2015 Island Records , a division of Universal Music Operations Limited 3:50","",""
110,1,"","","Chris Janson","","","( C ) 2012 Cash Money Records Inc.","Country , Music","Country","","$ 1.29","24-Feb-14","","I Ai n't Livin ' Long Like This Take It to the Bank - EP $ 1.29 2014 Sony Music Entertainment 4:13","I Ai n't Livin ' Long Like This Chris Janson Take It to the Bank ( EP ) February 24 , 2014","","4:13"
111,1,"","Bangarang EP [ Explicit ]","Skrillex","Skrillex","","","","","$ 1.29","$ 1.29","","December 27 , 2011","Skrillex Orchestral Suite By Varien ( Bonus Track ) Bangarang Dance , Music , Electronic 2012 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States . 6:54 27-Dec-11","Skrillex Orchestral Suite By Varien ( Bonus Track ) Dance & Electronic , Dubstep Elektroshok Records","","6:54"
112,0,"American Idol Season 10 : Lauren Alaina","Lauren Alaina - American Idol Season 10","Lauren Alaina","","2011 19 Recordings , Inc.","","","","$ 1.29","$ 1.29","25-May-11","May 25 , 2011","Any Man of Mine ( American Idol Performance ) Country , Music , Rock 3:40","( You Make Me Feel Like ) A Natural Woman ( American Idol Performance ) Lauren Alaina Country ( C ) 2011 19 Recordings , Inc.","","2:53"
113,0,"","Bounce","","Calvin Harris Feat . Kelis","","2015 Bill Maki","","","$ 1.29","$ 1.29","","","Awooga ( Extended Mix ) Calvin Harris Bounce ( feat . Kelis ) [ Remixes ] Dance , Music 2013 Sony Music Entertainment UK Limited 5-Feb-13","Bounce ( Fly Eye Club Mix ) Dance & Electronic 6:06 February 5 , 2013","7:12",""
114,0,"","","Shinedown","","","( C ) 2005 MCA Nashville","Rock , Music , Metal , Alternative , Hard Rock","Rock","","","18-Apr-11","April 18 , 2011","Second Chance ( Live Acoustic from Kansas City ) Somewhere In the Stratosphere ( Live ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .","Devour ( Live Acoustic From Kansas City ) Shinedown Somewhere In The Stratosphere $ 1.29","5:06","3:53"
115,0,"One Love ( Deluxe Version )","Mississippi-The Album ( Explicit Version )","David Guetta","David Banner","2010 Gum Prod licence exclusive Parlophone Music France","","","","","","","","Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] Dance , Music $ 1.29 21-Aug-09","Still Pimpin ' ( Album Version ( Explicit ) ) [ feat . Kamikazi ] [ Explicit ] Pop $ 0.99 ( C ) 2003 Universal Records , a Division of UMG Recordings , Inc. 7:11 May 20 , 2003","2:51",""
116,0,"One Love ( Deluxe Version )","Listen ( Deluxe )","","David Guetta","","2015 If Moving Your Mine","Dance , Music","","","$ 1.29","21-Aug-09","November 24 , 2014","Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France","No Money no Love ( feat . Elliphant & Ms. Dynamite ) Dance & Electronic 3:57","2:51",""
117,0,"Now That 's What I Call Country , Vol . 4","","","George Strait","","( C ) 1981 MCA Records Inc.","Country , Music","","","","","September 23 , 1987","The Breath You Take George Strait Album Only 2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC. 14-Jun-11","If You 're Thinking You Want A Stranger ( There 's One Coming Home ) Strait Country Country $ 1.29","3:34","2:57"
118,0,"One Love ( Deluxe Version )","One Love ( Deluxe Version )","David Guetta","David Guetta","2010 Gum Prod licence exclusive Parlophone Music France","( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd","Dance , Music","Dance & Electronic","$ 1.29","$ 1.29","21-Aug-09","August 21 , 2009","Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2:51","One Love ( Feat . Estelle ) 4:01","",""
119,0,"","","Wiz Khalifa","","2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company","2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company","Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock","","$ 1.29","","19-Aug-14","August 19 , 2014","True Colors ( feat . Nicki Minaj ) Blacc Hollywood","KK ( feat . Project Pat & Juicy J ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09","4:15",""
120,0,"","Que Que Remix EP","Dillon Francis & DJ Snake","","2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment","2011 Mad Decent","","","$ 1.29","","","","Get Low ( Neo Fresco Remix ) Get Low ( Remixes ) - EP Dance , Music 4:42 2-Jun-15","Que Que feat . Maluca ( Toy Selectah Remix ) Dillon Francis & Diplo Dance & Electronic $ 0.99 4:50 August 23 , 2011","",""
121,0,"Caracal","","","","2015 Island Records , a division of Universal Music Operations Limited","","","Electronica , Dance & Electronic","Album Only","$ 1.29","","September 25 , 2015","Masterpiece ( feat . Jordan Rakei ) Disclosure Electronic , Music , Dance , Garage , House , Rock","Willing & Able [ feat . Kwabs ] Disclosure Caracal ( Deluxe ) ( C ) 2015 Island Records , a division of Universal Music Operations Limited 4:52","4:01",""
122,0,"O.N.I.F.C. ( Deluxe Version )","Blacc Hollywood ( Deluxe ) [ Explicit ]","Wiz Khalifa","Wiz Khalifa","2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States","2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company","Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap","Rap & Hip-Hop","$ 1.99","$ 1.29","","","Remember You ( feat . The Weeknd ) 4-Dec-12","Hope ( feat . Ty Dolla $ ign ) [ Explicit ] 5:24 August 19 , 2014","5:20",""
