id,label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released,left_song_name,left_featured_artists,left_artist_name,left_album_name,left_is_explicit,left_primary_genre,left_secondary_genres,left_price,left_copyright_year,left_copyright_holder,left_duration_seconds,left_release_date,left_record_label,right_song_name,right_featured_artists,right_artist_name,right_album_name,right_is_explicit,right_primary_genre,right_secondary_genres,right_price,right_copyright_year,right_copyright_holder,right_duration_seconds,right_release_date,right_record_label,left_remix_by,right_artist_names,right_remix_by,left_artist_names,left_location,left_copyright_years,left_copyright_holders,left_copyright_year_2014,left_copyright_year_2015
506,1,Thrift Shop ( feat . Wanz ),Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",3:55,1-Aug-12,Thrift Shop ( feat . Wanz ) [ Explicit ],Macklemore & Ryan Lewis,The Heist [ Deluxe Edition ] [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Selena Garcia & Steven Gomez,3:55,"October 9 , 2012",Thrift Shop,['Wanz'],Macklemore & Ryan Lewis,The Heist (Deluxe Edition),False,Hip-Hop/Rap,"['Rap', 'Alternative Rap', 'West Coast Rap']",1.29,2012,"Macklemore, LLC",215.0,2012-08-01,"Macklemore, LLC",Thrift Shop,['Wanz'],Macklemore & Ryan Lewis,The Heist,True,Rap & Hip-Hop,[],1.29,2014.0,Selena Garcia & Steven Gomez,235.0,2012-10-09,,,,,,,,,,
167,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Sun Goes Down ( Feat . Magic ! & Sonny Wilson ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:31,"November 24 , 2014",Toyfriend (feat. Wynter Gordon) [Continuous Mix Version],['Wynter Gordon'],David Guetta,One Love,False,Dance,[],1.29,2010,Gum Prod licence exclusive Parlophone Music France,171.0,2009-08-21,,Sun Goes Down,"['Magic!', 'Sonny Wilson']",David Guetta,Listen (Deluxe),False,Dance & Electronic,[],1.29,2015.0,If Moving Your Mine,211.0,2014-11-24,If Moving Your Mine,,,,,,,,,
63,0,Thank Me Now,Drake,Thank Me Later,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",$ 1.29,2010 Young Money Entertainment/Cash Money Records/Universal Motown,5:28,16-Jun-10,Show Me A Good Time ( Explicit ),Drake,Thank Me Later ( Explicit Version ) [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2010 Young Money Entertainment/Cash Money Records,3:30,"June 15 , 2010",Thank Me Now,[],Drake,Thank Me Later,False,Hip-Hop/Rap,"['Rock', 'Rap', 'R&B/Soul', 'Contemporary R&B']",1.29,2010,Young Money Entertainment/Cash Money Records/Universal Motown,328.0,2010-06-16,,Show Me A Good Time,[],Drake,Thank Me Later (Explicit Version),True,Rap & Hip-Hop,[],1.29,2010.0,Young Money Entertainment/Cash Money Records,210.0,2010-06-15,Young Money Entertainment/Cash Money Records,,,,,,,,,
277,0,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,My Way ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:33,"September 25 , 2015",,,,,,,,,,,,,,My Way,['Monty'],Fetty Wap,Fetty Wap,True,Rap & Hip-Hop,[],1.29,2000.0,"Mute Records Ltd., a BMG Company",213.0,2015-09-25,INgrooves,,,,,,,,,
255,0,Please Come to Boston ( Live ),Kenny Chesney,When the Sun Goes Down ( Deluxe Version ),"Country , Music , Contemporary Country , Urban Cowboy",$ 1.29,2007 SONY BMG MUSIC ENTERTAINMENT,4:00,2-Feb-04,Live Those Songs ( Live ),Kenny Chesney,When The Sun Goes Down ( Deluxe Version ),Country,$ 0.99,2012 Pinecastle Records,4:09,"February 2 , 2004",Please Come to Boston,[],Kenny Chesney,When the Sun Goes Down (Deluxe Version),False,Country,"['Contemporary Country', 'Urban Cowboy']",1.29,2007,SONY BMG MUSIC ENTERTAINMENT,240.0,2004-02-02,SONY BMG MUSIC ENTERTAINMENT,Live Those Songs ( Live ),[],Kenny Chesney,When The Sun Goes Down,False,Country,[],0.99,,Pinecastle Records,249.0,2004-02-02,Pinecastle Records,,,,,,,,,
86,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:08,"November 24 , 2014",Dangerous,['Sam Martin'],David Guetta,Listen (Deluxe Version),False,House,"['Electronic', 'French Pop']",1.29,2014,What A Music Ltd.,200.0,2014-11-24,Parlophone/Warner Music France,I'll Keep Loving you,"['Birdy', 'Jaymes Young']",David Guetta,Listen (Deluxe),False,Dance & Electronic,[],1.29,2015.0,If Moving Your Mine,188.0,2014-11-24,,Robin Schulz,,,,,,,,
62,1,6PM In New York,Drake,If You 're Reading This It 's Too Late,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",$ 1.29,2015 Cash Money Records Inc.,4:43,13-Feb-15,6PM In New York [ Explicit ],Drake,If You 're Reading This It 's Too Late [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2015 Cash Money Records Inc.,4:43,"February 13 , 2015",6PM In New York,[],Drake,If You're Reading This It's Too Late,False,Hip-Hop/Rap,"['Rap', 'R&B/Soul', 'Contemporary R&B']",1.29,2015,Cash Money Records Inc.,263.0,2015-02-13,Cash Money Records,6PM In New York,[],Drake,If You 're Reading This It 's Too Late,True,Rap & Hip-Hop,[],1.29,2015.0,Cash Money Records Inc.,263.0,2015-02-13,,,,,,,,,,
336,0,"Young , Wild & Free ( feat . Bruno Mars )",Snoop Dogg,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",$ 1.99,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:12,12-Dec-11,Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ],Snoop Dogg,R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),"Gangsta & Hardcore , Rap & Hip-Hop",$ 0.99,( C ) 2004 Geffen Records,3:08,"November 16 , 2004","Young, Wild & Free",['Bruno Mars'],Snoop Dogg,Mac and Devin Go to High School (Music from and Inspired By the Movie) [Deluxe Version],False,Soundtrack,"['Hip-Hop/Rap', 'West Coast Rap', 'Gangsta Rap', 'Hardcore Rap', 'Rap']",1.99,2011,"Atlantic Recording Corporation (US), WEA International Inc. (world)",252.0,2011-12-12,"Atlantic Recording Corporation, WEA International Inc.",Can You Control Yo Hoe,['Soopafly'],Snoop Dogg,R&G ( Rhythm & Gangsta ) : The Masterpiece,True,Rap & Hip-Hop,['Gangsta & Hardcore'],0.99,2004.0,Geffen Records,188.0,2004-11-16,Geffen Records,,,,,,,,,
102,1,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",3:54,24-Nov-14,The Whisperer ( feat . Sia ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:54,"November 24 , 2014",The Whisperer,['Sia'],David Guetta,Listen,False,Dance,"['Electronic', 'House', 'Rock', 'French Pop']",1.29,2014,What A Music Ltd.,234.0,2014-11-24,"{'eu': 'Parlophone/Warner Music France', 'us': 'Atlantic Recording Corporation'}",The Whisperer,['Sia'],David Guetta,Listen (Deluxe),False,Dance & Electronic,[],1.29,2015.0,If Moving Your Mine,234.0,2014-11-24,If Moving Your Mine,,,,,,,,,
515,0,Get Free ( feat . Amber of Dirty Projectors ) [ What So Not Remix ],Major Lazer,Free the Universe ( Extended Version ),"Electronic , Music , Rock , Reggae , Modern Dancehall , Dance",$ 1.29,‰ ãÑ 2013 Secretly Canadian / Mad Decent,4:58,18-Jun-13,"Jet Blue Jet ( feat . Leftside , GTA , Razz & Biggy )",Major Lazer,Free the Universe,Dance & Electronic,$ 1.29,2013 Secretly Canadian / Mad Decent,3:19,"April 16 , 2013",Get Free,['Amber of Dirty Projectors'],Major Lazer,Free the Universe (Extended Version),False,Electronic,"['Rock', 'Reggae', 'Modern Dancehall', 'Dance']",1.29,2013,Secretly Canadian / Mad Decent,298.0,2013-06-18,Secretly Canadian / Mad Decent,Jet Blue Jet,"['Leftside', 'GTA', 'Razz & Biggy']",Major Lazer,Free the Universe,False,Dance & Electronic,[],1.29,2013.0,Secretly Canadian / Mad Decent,199.0,2013-04-16,,,,,,,,,,
306,0,The Breath You Take,George Strait,"Now That 's What I Call Country , Vol . 4","Country , Music",Album Only,"2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC.",3:34,14-Jun-11,If You 're Thinking You Want A Stranger ( There 's One Coming Home ),George Strait,Strait Country,Country,$ 1.29,( C ) 1981 MCA Records Inc.,2:57,"September 23 , 1987",The Breath You Take,[],George Strait,"Now That 's What I Call Country , Vol . 4",False,Country,['Music'],,2011,"EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS, INC.",214.0,2011-06-14,"EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS, INC.",If You 're Thinking You Want A Stranger ( There 's One Coming Home ),[],George Strait,Strait Country,False,Country,[],1.29,1981.0,MCA Records Inc.,177.0,1987-09-23,MCA Records,,,,,,,,,
408,1,Tackle Box,Luke Bryan,I 'll Stay Me,"Country , Music , Contemporary Country , Pop",$ 1.29,"2006 , 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",4:02,14-Aug-07,Tackle Box,Luke Bryan,I 'll Stay Me,Country,$ 1.29,"( C ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",4:02,"August 14 , 2007",Tackle Box,[],Luke Bryan,I'll Stay Me,False,Country,"['Contemporary Country', 'Pop']",1.29,2007,Capitol Records Nashville,242.0,2007-08-14,Capitol Records Nashville,Tackle Box,[],Luke Bryan,I'll Stay Me,False,Country,[],1.29,2007.0,Capitol Records Nashville,242.0,2007-08-14,Capitol Records Nashville,,,,,,,,,
24,0,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Pardon Me [ feat . Tanika ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,2:50,"May 6 , 2014",Lifted,"['Emeli Sande', 'Professor Green']",Naughty Boy,Hotel Cabana (Deluxe Version),False,Pop,"['Rock', 'R&B/Soul', 'Contemporary R&B', 'Dance & Electronic', 'Hip-Hop/Rap']",1.29,2013,Naughty Boy Recordings Ltd,255.0,2014-05-06,Virgin Records,Pardon Me,['Tanika'],Naughty Boy,Hotel Cabana (Deluxe Version),True,Pop,[],1.29,2014.0,Naughty Boy Recordings Ltd,170.0,2014-05-06,Virgin Records,,,,,,,,,
443,0,Delirious ( feat . Tara McDonald ),David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",$ 1.29,‰ ãÑ 2007 Gum Records,4:31,18-Sep-07,It 's The Way You Love Me ( Feat . Kelly Rowland ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:11,"August 21 , 2009",Delirious,['Tara McDonald'],David Guetta,Pop Life,False,Dance,"['Music', 'Rock', 'House', 'Electronic', 'Electronica', 'Adult Alternative', 'Pop']",1.29,2007,Gum Records,271.0,2007-09-18,,It 's The Way You Love Me,['Kelly Rowland'],David Guetta,One Love,False,Dance & Electronic,[],1.29,2014.0,Swedish House Mafia Holdings Ltd (BVI),251.0,2009-08-21,Virgin Records,,,,,,,,,
88,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:46,"November 24 , 2014",Dangerous,['Sam Martin'],David Guetta,Listen (Deluxe Version),False,House,"['Dance', 'Electronic', 'Rock', 'French Pop']",1.29,2014,What A Music Ltd.,200.0,2014-11-24,"Parlophone/Warner Music France, Atlantic Recording Corporation",Listen,['John Legend'],David Guetta,Listen (Deluxe),False,Dance & Electronic,[],1.29,2015.0,If Moving Your Mine,226.0,2014-11-24,,,,,,,,,,
505,1,Doin ' My Thing,Luke Bryan,Doin ' My Thing,"Country , Music , Contemporary Country",$ 1.29,"‰ ãÑ 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",3:09,2-Oct-09,Doin ' My Thing,Luke Bryan,Doin ' My Thing,Country,$ 1.29,( C ) 2009 Capitol Records Nashville,3:09,"October 2 , 2009",Doin ' My Thing,[],Luke Bryan,Doin ' My Thing,False,Country,['Contemporary Country'],1.29,2009,Capitol Records Nashville,189.0,2009-10-02,Capitol Records Nashville,Doin' My Thing,[],Luke Bryan,Doin' My Thing,False,Country,[],1.29,2009.0,Capitol Records Nashville,189.0,2009-10-02,Capitol Records Nashville,,,,,,,,,
293,1,Rashi ( Outro ),Mark Ronson,Here Comes the Fuzz,"Dance,Music,Hip-Hop / Rap , Alternative Rap,Hip-Hop , R&B / Soul , Soul , Electronic",$ 0.99,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,2:01,29-Aug-03,Rashi ( Outro ),Mark Ronson,Here Comes The Fuzz [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2015 Karaoke Freaks,2:01,"August 29 , 2003",Rashi ( Outro ),[],Mark Ronson,Here Comes the Fuzz,False,Dance,"['Hip-Hop / Rap', 'Alternative Rap', 'Hip-Hop', 'R&B / Soul', 'Soul', 'Electronic']",0.99,2003,Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States,121.0,2003-08-29,Elektra Entertainment,Rashi ( Outro ),[],Mark Ronson,Here Comes The Fuzz,True,Dance & Electronic,[],0.99,2015.0,Karaoke Freaks,121.0,2003-08-29,,,,,,,,,,
274,0,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,How We Do Things ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:31,"September 25 , 2015",,,,,,,,,,,,,,How We Do Things,['Monty'],Fetty Wap,Fetty Wap,True,Rap & Hip-Hop,[],1.29,2000.0,"Mute Records Ltd., a BMG Company",211.0,2015-09-25,INgrooves,,,,,,,,,
184,0,Illusion ( feat . Echosmith ),Zedd,True Colors,"Dance , Music , Electronic",$ 1.29,2015 Interscope Records,6:30,18-May-15,Transmission [ feat . X Ambassadors ],Zedd,True Colors,Dance & Electronic,$ 1.29,( C ) 2015 Interscope Records,4:02,"May 18 , 2015",Illusion,['Echosmith'],Zedd,True Colors,False,Dance,['Electronic'],1.29,2015,Interscope Records,390.0,2015-05-18,,Transmission,['X Ambassadors'],Zedd,True Colors,False,Dance & Electronic,[],1.29,2015.0,Interscope Records,242.0,2015-05-18,Interscope Records,,,,,,,,,
117,0,Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ],David Guetta,Titanium ( Remixes ) [ feat . Sia ],"Dance , Music , Electronic",$ 0.99,"2011 What A Music Ltd , licence exclusive Parlophone Music France",6:37,20-Jan-12,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ DJ LBR Remix ]",David Guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes EP ]",Dance & Electronic,$ 1.29,2015 Michelle Kelly,3:23,"May 12 , 2015",Titanium,['Sia'],David Guetta,Titanium (Remixes),False,Dance,"['Music', 'Electronic']",0.99,2011,What A Music Ltd,387.0,2012-01-20,Parlophone Music France,Hey Mama,"['Nicki Minaj', 'Bebe Rexha', 'Afrojack']",David Guetta,Hey Mama (Remixes EP),False,Dance & Electronic,[],1.29,2015.0,Michelle Kelly,203.0,2015-05-12,,,,,,,,,,
267,0,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,How We Do Things ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:31,"September 25 , 2015",Whateva,['Monty'],Fetty Wap,Fetty Wap (Deluxe),False,Hip-Hop/Rap,"['Rap', 'Music']",,2015,300 Entertainment/ RGF Productions,311.0,null,,How We Do Things,['Monty'],Fetty Wap,Fetty Wap,False,Rap & Hip-Hop,[],1.29,2000.0,BMG Company under exclusive license to INgrooves,211.0,2015-09-25,,,,,,,,,,
189,0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:06,18-Apr-11,Simple Man ( Live From Washington State ),Shinedown,Somewhere In The Stratosphere,Rock,$ 1.29,( C ) 2005 MCA Nashville,7:35,"April 18 , 2011",Second Chance,[],Shinedown,Somewhere In the Stratosphere (Live),False,Rock,"['Metal', 'Alternative', 'Hard Rock']",1.29,2011,"Atlantic Recording Corporation, WEA International Inc.",306.0,2011-04-18,Atlantic Recording Corporation,Simple Man,[],Shinedown,Somewhere In The Stratosphere,False,Rock,[],1.29,2005.0,MCA Nashville,445.0,2011-04-18,,,,,,,,,,
453,0,Defeated No More ( feat . Edward Macfarlane ),Disclosure,Settle ( Deluxe Version ),"Electronic , Music",$ 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",6:07,15-Apr-14,Magnets [ feat . Lorde ],Disclosure,Caracal ( Deluxe ),"Electronica , Dance & Electronic",$ 1.29,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",3:19,"September 25 , 2015",Defeated No More,['Edward Macfarlane'],Disclosure,Settle (Deluxe Version),False,Electronic,[],1.29,2014,"Universal Island Records, a division of Universal Music Operations Limited",367.0,2014-04-15,,Magnets,['Lorde'],Disclosure,Caracal (Deluxe),False,Electronica,['Dance & Electronic'],1.29,2015.0,Island Records,199.0,2015-09-25,Universal Music Operations Limited,,,,,,,,,
254,1,That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ],Kenny Chesney & Willie Nelson,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk",$ 0.99,"2008 Blue Chair Records , LLC",4:16,2008,That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ),Kenny Chesney,Lucky Old Sun,"Country , Contemporary Country",$ 0.99,"( P ) 2008 Blue Chair Records , LLC",4:16,"October 21 , 2008",That Lucky Old Sun ( Just Rolls Around Heaven All Day ),['Willie Nelson'],Kenny Chesney & Willie Nelson,Lucky Old Sun,False,Country,"['Contemporary Country', 'Honky Tonk']",0.99,2008,"Blue Chair Records, LLC",256.0,2008-01-01,Blue Chair Records,That Lucky Old Sun,['Willie Nelson'],Kenny Chesney,Lucky Old Sun,False,Country,['Contemporary Country'],0.99,2008.0,"Blue Chair Records, LLC",256.0,2008-10-21,,,,,,,,,,
229,1,Is It Love,P!NK,Ca n't Take Me Home,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B",$ 0.99,"1999 , 2000 LaFace Records LLC",3:38,5-May-97,Is It Love,P!nk,Ca n't Take Me Home,Pop,$ 0.99,"( C ) 2008 Concord Music Group , Inc.",3:38,"May 17 , 1999",Is It Love,[],P!NK,Ca n't Take Me Home,False,Pop,"['Dance', 'R&B/Soul', 'Pop/Rock', 'Teen Pop', 'Contemporary R&B']",0.99,"[1999, 2000]",LaFace Records LLC,218.0,1997-05-05,LaFace Records,Is It Love,[],P!nk,Ca n't Take Me Home,False,Pop,[],0.99,2008.0,"Concord Music Group, Inc.",218.0,1999-05-17,,,,,,,,,,
91,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:31,"August 21 , 2009",Toyfriend,['Wynter Gordon'],David Guetta,One Love,False,Dance,[],1.29,2010,"Gum Prod, license exclusive Parlophone Music France",171.0,2009-08-21,Parlophone,Gettin' Over,['Chris Willis'],David Guetta,One Love,False,Dance & Electronic,[],1.29,2009.0,Swedish House Mafia Holdings Ltd (BVI),231.0,2009-08-21,Virgin Records,,,,,,,,,
508,0,Jimmy Iovine ( feat . Ab-Soul ),Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",3:53,1-Aug-12,Neon Cathedral ( feat . Allen Stone ),Macklemore & Ryan Lewis,The Heist [ Clean ],Rap & Hip-Hop,$ 1.29,2014 Selena Garcia & Steven Gomez,4:33,"October 9 , 2012",Jimmy Iovine,['Ab-Soul'],Macklemore & Ryan Lewis,The Heist (Deluxe Edition),False,Hip-Hop/Rap,"['Rap', 'Alternative Rap', 'West Coast Rap']",1.29,2012,"Macklemore, LLC",213.0,2012-08-01,"Macklemore, LLC",Neon Cathedral,['Allen Stone'],Macklemore & Ryan Lewis,The Heist,False,Rap & Hip-Hop,[],1.29,2014.0,Selena Garcia & Steven Gomez,273.0,2012-10-09,,,,,,,,,,
316,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,The Plan ( feat . Juicy J ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:54,"December 4 , 2012",Remember You,['The Weeknd'],Wiz Khalifa,O.N.I.F.C.,False,Hip-Hop/Rap,"['Hardcore Rap', 'East Coast Rap']",1.99,2012,"{'US': 'Atlantic Recording Corporation', 'world': 'WEA International Inc.'}",320.0,2012-12-04,,The Plan,['Juicy J'],Wiz Khalifa,O.N.I.F.C.,True,Rap,['Hip-Hop'],1.29,2012.0,Atlantic Recording Corporation (US) and WEA International Inc. (world),294.0,2012-12-04,Atlantic Recording Corporation,,,,,,,,,
179,0,Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ],Zedd,Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP,"Dance , Music",$ 1.29,2015 Interscope Records,4:15,10-Jul-15,Spectrum ( Extended Mix ) [ feat . Matthew Koma ],Zedd,Spectrum EP,Dance & Electronic,$ 1.29,( C ) 2012 Interscope Records,6:01,"July 31 , 2012",Beautiful Now,['Jon Bellion'],Zedd,Beautiful Now (feat. Jon Bellion) [Remixes] - EP,False,Dance,['Music'],1.29,2015,Interscope Records,255.0,2015-07-10,Interscope Records,Spectrum,['Matthew Koma'],Zedd,Spectrum EP,False,Dance & Electronic,[],1.29,2012.0,Interscope Records,361.0,2012-07-31,Interscope Records,Charlie Darker,,,,,,,,
136,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,My Shawty ( Album Version ( Explicit ) ) [ feat . Fiend ] [ Explicit ],David Banner,Mississippi-The Album ( Explicit Version ),Pop,$ 0.99,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",3:54,"May 20 , 2003",Toyfriend,['Wynter Gordon'],David Guetta,One Love,False,Dance,['Music'],1.29,2010,Gum Prod licence exclusive Parlophone Music France,171.0,2009-08-21,,My Shawty,['Fiend'],David Banner,Mississippi-The Album,True,Pop,[],0.99,2003.0,"Universal Records, a Division of UMG Recordings, Inc.",234.0,2003-05-20,Universal Records,,,,,,,,,
140,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Bang my Head ( feat . Sia ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:53,"November 24 , 2014",Toyfriend,['Wynter Gordon'],David Guetta,One Love (Deluxe Version),False,Dance,[],1.29,2010,Gum Prod,171.0,2009-08-21,,Bang my Head,['Sia'],David Guetta,Listen (Deluxe),False,Dance & Electronic,[],1.29,2015.0,If Moving Your Mine,213.0,2014-11-24,If Moving Your Mine,,,,,,,,,
